SEASON,ENV,SOWING,GEN,N_RATE,DATE_SOW,Optimum_date,DAYS, GY ,STY,Maturity_days,Weeding,Weeding_No,Irrigation,Irrigation_No,FARMER
Rabi 12-13,SADAR,EARLY,BG 25,100,11/28/2012,12/15/2012,-17,4.347,4.0328,110,1,1 weeding,2,2 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 21,100,11/28/2012,12/15/2012,-17,4.413,4.1952,113,1,1 weeding,2,2 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 27,133,11/28/2012,12/15/2012,-17,4.71,4.784,115,1,1 weeding,2,2 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 25,133,11/28/2012,12/15/2012,-17,4.501,4.1664,110,1,1 weeding,2,2 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 21,133,11/28/2012,12/15/2012,-17,4.424,3.675789474,113,1,1 weeding,2,2 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 27,0,11/22/2012,12/15/2012,-23,2.3,2.191533333,114,0,No weeding,1,1 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 25,0,11/22/2012,12/15/2012,-23,2.036,1.940666667,109,0,No weeding,1,1 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 21,0,11/22/2012,12/15/2012,-23,1.222,1.301333333,113,0,No weeding,1,1 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 27,100,11/22/2012,12/15/2012,-23,5.068,4.914,115,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 25,100,11/22/2012,12/15/2012,-23,4.633,4.159459459,110,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 21,100,11/22/2012,12/15/2012,-23,4.864,4.688421053,114,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 27,133,11/22/2012,12/15/2012,-23,4.969,4.697333333,115,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 25,133,11/22/2012,12/15/2012,-23,4.93,4.41,110,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 21,133,11/22/2012,12/15/2012,-23,4.947,4.567666667,114,1,1 weeding,2,2 irrigation,56
Rabi 12-13,SADAR,EARLY,BG 27,0,11/20/2012,12/15/2012,-25,1.42,1.1524,116,0,No weeding,1,1 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 25,0,11/20/2012,12/15/2012,-25,1.524,1.335789474,111,0,No weeding,1,1 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 21,0,11/20/2012,12/15/2012,-25,1.266,1.431351351,114,0,No weeding,1,1 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 27,100,11/20/2012,12/15/2012,-25,4.6,4.094342105,117,1,1 weeding,2,2 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 25,100,11/20/2012,12/15/2012,-25,4.897,4.3296,110,1,1 weeding,2,2 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 21,100,11/20/2012,12/15/2012,-25,4.968,4.552635135,115,1,1 weeding,2,2 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 27,133,11/20/2012,12/15/2012,-25,5.205,4.804333333,117,1,1 weeding,2,2 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 25,133,11/20/2012,12/15/2012,-25,4.925,4.485405405,112,1,1 weeding,2,2 irrigation,55
Rabi 12-13,SADAR,EARLY,BG 21,133,11/20/2012,12/15/2012,-25,4.996,4.875333333,115,1,1 weeding,2,2 irrigation,55
Rabi 12-13,KALIGANJ,EARLY,BG 27,0,12/8/2012,12/15/2012,-7,1.915,1.9652,105,0,No weeding,1,1 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 25,0,12/8/2012,12/15/2012,-7,2.053,2.030933333,102,0,No weeding,1,1 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 21,0,12/8/2012,12/15/2012,-7,1.844,2.017066667,103,0,No weeding,1,1 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 27,100,12/8/2012,12/15/2012,-7,4.617,4.432702703,106,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 25,100,12/8/2012,12/15/2012,-7,4.435,4.259459459,103,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 21,100,12/8/2012,12/15/2012,-7,4.452,4.1088,104,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 27,133,12/8/2012,12/15/2012,-7,4.38,4.289802632,106,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 25,133,12/8/2012,12/15/2012,-7,4.347,4.216,103,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 21,133,12/8/2012,12/15/2012,-7,4.617,4.578783784,104,1,1 weeding,2,2 irrigation,50
Rabi 12-13,KALIGANJ,EARLY,BG 27,0,11/27/2012,12/15/2012,-18,2.113,2.255666667,113,0,No weeding,1,1 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 25,0,11/27/2012,12/15/2012,-18,2.273,2.194133333,110,0,No weeding,1,1 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 21,0,11/27/2012,12/15/2012,-18,2.328,2.549342105,112,0,No weeding,1,1 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 27,100,11/27/2012,12/15/2012,-18,4.98,4.9266,110,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 25,100,11/27/2012,12/15/2012,-18,4.314,3.989078947,108,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 21,100,11/27/2012,12/15/2012,-18,4.54,4.8928,109,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 27,133,11/27/2012,12/15/2012,-18,4.38,4.646993243,114,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 25,133,11/27/2012,12/15/2012,-18,4.661,5.049736842,111,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 21,133,11/27/2012,12/15/2012,-18,4.644,5.045657895,113,1,1 weeding,2,2 irrigation,49
Rabi 12-13,KALIGANJ,EARLY,BG 27,0,11/22/2012,12/15/2012,-23,1.915,2.0907,115,0,No weeding,1,1 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 25,0,11/22/2012,12/15/2012,-23,1.656,1.752133333,111,0,No weeding,1,1 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 21,0,11/22/2012,12/15/2012,-23,1.629,1.7424,114,0,No weeding,1,1 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 27,100,11/22/2012,12/15/2012,-23,4.243,4.1722,116,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 25,100,11/22/2012,12/15/2012,-23,4.364,4.128,112,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 21,100,11/22/2012,12/15/2012,-23,4.127,4.382,115,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 27,133,11/22/2012,12/15/2012,-23,4.617,4.843881579,116,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 25,133,11/22/2012,12/15/2012,-23,4.903,4.086233766,112,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 21,133,11/22/2012,12/15/2012,-23,4.611,4.706133333,115,1,1 weeding,2,2 irrigation,48
Rabi 12-13,KALIGANJ,EARLY,BG 27,0,11/21/2012,12/15/2012,-24,1.75,1.881081081,114,0,No weeding,1,1 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 25,0,11/21/2012,12/15/2012,-24,1.299,1.202066667,111,0,No weeding,1,1 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 21,0,11/21/2012,12/15/2012,-24,1.882,1.829407895,113,0,No weeding,1,1 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 27,100,11/21/2012,12/15/2012,-24,3.599,3.7248,115,1,1 weeding,2,2 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 25,100,11/21/2012,12/15/2012,-24,3.511,3.568684211,112,1,1 weeding,2,2 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 21,100,11/21/2012,12/15/2012,-24,3.945,4.100266667,114,1,1 weeding,2,2 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 27,133,11/21/2012,12/15/2012,-24,4.369,4.467666667,115,1,1 weeding,2,2 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 25,133,11/21/2012,12/15/2012,-24,4.325,4.0392,112,1,1 weeding,2,2 irrigation,47
Rabi 12-13,KALIGANJ,EARLY,BG 21,133,11/21/2012,12/15/2012,-24,4.529,4.3792,114,1,1 weeding,2,2 irrigation,47
