FIPS,Year,SMOKING,POVERTY,PM25,NO2,SO2,LBC_RATE
38069,2011,26.8,12.1,4,0.67,0.005,47.18
38069,2012,26.3,12.88,5.35,0.71,0.005,46.6
38071,1998,26.2,15.3,6.42,0.66,0.004,55.98
38071,1999,26,13.4,5.09,0.71,0.004,56.56
38071,2000,27,12.3,7.13,0.71,0.003,56.56
38071,2001,27.4,13.9,4.91,0.66,0.003,57.59
38071,2002,27,13.2,6.24,0.67,0.003,57.92
38071,2003,27.2,12.7,6.87,0.68,0.003,57.46
38071,2004,27,13.5,5.93,0.75,0.003,56.38
38071,2005,26.3,12.7,5.93,0.85,0.003,56.05
38071,2006,26.2,14.2,5.24,0.6,0.003,55.43
38071,2007,26.2,13.3,6,0.52,0.003,54.41
38071,2008,26.4,12.6,5.25,0.75,0.003,53.89
38071,2009,26.1,12.6,5.01,0.84,0.003,53.27
38071,2010,25.8,13.7,5.98,0.64,0.002,53.2
38071,2011,25.7,12.5,4,0.43,0.002,53.51
38071,2012,25.3,13.17,5.67,0.67,0.002,52.89
38073,1998,23.7,9.6,7.44,0.88,0.004,56.35
38073,1999,24.2,8.6,6.04,0.8,0.004,57.03
38073,2000,24.7,8.5,7.99,0.64,0.003,57.39
38073,2001,25.1,8.9,6.44,0.59,0.003,57.19
38073,2002,24.5,8.6,7.63,0.71,0.003,57.07
38073,2003,23.9,8.2,8.1,0.85,0.003,56.74
38073,2004,23.2,8.9,6.47,0.49,0.003,55.05
38073,2005,23,9.8,6.45,0.51,0.003,54.83
38073,2006,22.7,9.9,6.02,0.62,0.003,53.65
38073,2007,22.9,8.3,6.37,0.47,0.003,52.88
38073,2008,23.7,9.6,5.33,0.6,0.003,52.84
38073,2009,23.4,9.3,6.05,0.57,0.003,52.78
38073,2010,23.8,9.5,6.15,0.5,0.003,52.15
38073,2011,24,8.6,5,0.64,0.002,51.98
38073,2012,23.7,9.03,6.51,0.63,0.002,52.07
38075,1998,22.7,12.7,5.58,0.87,0.021,42.4
38075,1999,22.7,10.6,3,0.7,0.021,43.19
38075,2000,22.7,9.4,5.31,0.79,0.019,43.47
38075,2001,24,10.3,4,0.75,0.02,43.1
38075,2002,23.7,10.4,6.28,0.74,0.019,43.17
38075,2003,23.4,10,7.32,0.85,0.019,42.52
38075,2004,23.3,9.4,5.89,0.86,0.02,41.42
38075,2005,23.4,10.1,5.89,0.75,0.021,41.38
38075,2006,23.1,10.3,6.46,1.03,0.022,41.25
38075,2007,23.6,9,5.98,1.03,0.021,40.48
38075,2008,23.1,8.8,5,0.77,0.02,40.18
38075,2009,23.1,8.1,5,0.84,0.02,40.02
38075,2010,22.9,8.3,6,1.11,0.019,39.63
38075,2011,23.4,8.4,4,0.99,0.016,39.56
38075,2012,23,9.6,5.38,0.87,0.017,39.33
38077,1998,23.7,11.7,8.01,0.99,0.005,44.86
38077,1999,25.1,10,6.83,0.87,0.005,45.24
38077,2000,25.4,9.1,7.9,0.73,0.003,45.13
38077,2001,25.4,9.7,7.57,0.61,0.003,45.19
38077,2002,26,9.4,7.9,0.83,0.003,45.03
38077,2003,26.4,9.6,8.77,0.88,0.003,44.8
38077,2004,25.4,10,7.16,0.81,0.003,43.76
38077,2005,25.4,10.3,7.19,0.81,0.003,43.47
38077,2006,25,10,6.79,0.78,0.003,42.98
38077,2007,24.1,10.1,6.76,0.63,0.003,42.45
38077,2008,23.2,9.3,6.03,0.51,0.003,42.31
38077,2009,23.3,10.7,6.84,0.79,0.003,42.18
38077,2010,23.2,11.4,6.96,0.6,0.003,41.71
38077,2011,23.8,10.7,5.25,0.55,0.002,41.65
38077,2012,23.5,10.17,7.1,0.73,0.002,41.17
38079,1998,30.4,30.9,5.49,0.76,0.005,95.73
38079,1999,31,28.9,3.93,0.92,0.005,97.84
38079,2000,31.8,26.3,6.03,0.75,0.004,97.95
38079,2001,34.3,27.1,4,0.58,0.004,100.1
38079,2002,35.5,27,6.01,0.84,0.004,101.91
38079,2003,36.4,24,7.03,0.82,0.004,100.84
38079,2004,36,25.9,5.03,0.76,0.004,101.69
38079,2005,35.7,25.9,5.02,0.54,0.004,101.99
38079,2006,33.9,26.9,6.09,0.49,0.004,102.35
38079,2007,33.7,29.8,5.78,0.56,0.004,101.64
38079,2008,32.3,27.9,5,0.53,0.004,101.08
38079,2009,31.6,28.1,5,0.61,0.004,101.69
38079,2010,31.2,27.9,6,0.67,0.004,101.15
38079,2011,32.3,38.2,4,0.84,0.003,102.44
38079,2012,31.8,28.33,5.29,0.69,0.003,103.44
38081,1998,24.8,9.6,7.77,0.75,0.004,52.71
38081,1999,25,7.9,6.24,0.69,0.005,53.27
38081,2000,25,7.4,8,0.69,0.003,53.65
38081,2001,25.2,7.8,7.08,0.45,0.003,52.56
38081,2002,24.9,6.7,8.33,0.59,0.003,52.06
38081,2003,25,7.5,8.12,0.91,0.003,51.98
38081,2004,24.6,7.1,6.96,0.64,0.003,50.74
38081,2005,24.8,7.4,6.97,0.73,0.003,50.94
38081,2006,25.1,7.7,6.17,0.69,0.003,50.12
38081,2007,25.1,7,6.86,0.73,0.003,49.92
38081,2008,24.1,7.1,5.89,0.54,0.003,50.31
38081,2009,23.1,7.9,6.06,0.63,0.003,49.43
38081,2010,22.2,8.7,6.38,0.49,0.003,48.89
38081,2011,22.7,7.5,5,0.56,0.002,48.69
38081,2012,22.3,7.64,6.84,0.65,0.002,49.39
38083,1998,25,23.1,5.89,0.72,0.039,35.01
38083,1999,25.4,20,4.79,0.78,0.037,35.07
38083,2000,25.2,17.6,7.32,0.75,0.028,34.83
38083,2001,25.3,21.3,4.91,0.6,0.029,34.22
38083,2002,25.5,19.3,6,0.82,0.026,33.99
38083,2003,24.9,15.9,7.02,0.73,0.026,33.67
38083,2004,24.8,16.9,5.36,1.15,0.028,32.37
38083,2005,24.7,19.9,5.38,0.65,0.027,32.14
38083,2006,24.5,20.3,6.79,0.72,0.027,32.23
38083,2007,24.2,18.3,6,0.58,0.027,31.4
38083,2008,23.4,17.9,5,0.71,0.026,30.57
38083,2009,23.8,19.4,5,0.81,0.026,30.81
38083,2010,22,17.4,5.82,0.63,0.024,30.79
38083,2011,22.1,16.4,4,0.63,0.017,30.17
38083,2012,21.8,18.69,5.62,0.73,0.017,30.01
38085,1998,32.9,35.3,7.15,0.49,0.028,67.45
38085,1999,33.7,32.4,5.84,0.66,0.027,67.89
38085,2000,35.1,31.3,7.18,0.59,0.022,69.56
38085,2001,36.5,32.1,5.04,0.62,0.023,71.62
38085,2002,36.6,30.4,6.44,0.62,0.02,70.95
38085,2003,37.3,25.7,7.82,0.51,0.02,70.26
38085,2004,37.8,28.1,4.98,0.58,0.021,67.8
38085,2005,38.2,41.4,4.99,0.64,0.021,68.81
38085,2006,37.7,35.7,6.84,0.55,0.019,68.25
38085,2007,36.8,32.7,6.05,0.43,0.02,66.99
38085,2008,37.1,37.8,5,0.45,0.02,66.87
38085,2009,36.7,39.9,4.98,0.61,0.019,66.74
38085,2010,35.6,41.3,4.99,0.53,0.019,65.7
38085,2011,35.6,34.5,4.01,0.6,0.012,66.03
38085,2012,35.2,34.27,5.77,0.57,0.011,66.59
38087,1998,23.6,17.4,6.12,0.5,0.003,38.69
38087,1999,24.1,16.2,3.98,0.51,0.003,39.05
38087,2000,24.2,13.7,8.11,0.58,0.003,39
38087,2001,24.1,18.9,5.05,0.42,0.003,38.47
38087,2002,23.2,16.6,5.31,0.45,0.003,38.22
38087,2003,22.9,10.7,7,0.57,0.003,37.55
38087,2004,22.2,9.6,4.25,0.5,0.003,35.84
38087,2005,22.1,12,4.21,0.39,0.003,36.53
38087,2006,22.2,14,5.98,0.61,0.003,35.46
38087,2007,21.9,12.2,6.07,0.41,0.003,36.01
38087,2008,20.5,11.6,4.3,0.4,0.003,34.36
38087,2009,21,13.1,4.01,0.49,0.003,33.69
38087,2010,21.3,12.5,4,0.38,0.003,32.2
38087,2011,21.7,11,4,0.54,0.002,31.74
38087,2012,21.3,13.37,5.16,0.48,0.002,31.43
38089,1998,22.6,14.2,7.61,0.49,0.015,40.95
38089,1999,23,12.7,4.02,0.53,0.015,41.39
38089,2000,23.5,10.8,7.9,0.5,0.013,41.22
38089,2001,24.1,11.7,4.98,0.51,0.013,41.46
38089,2002,24.6,11.2,5.32,0.5,0.012,41.77
38089,2003,23.8,11.3,7.15,0.57,0.012,40.9
38089,2004,23.9,11.4,4.01,0.5,0.013,39.86
38089,2005,23.9,10.6,4.02,0.46,0.012,40.23
38089,2006,23.8,12.6,5.97,0.79,0.011,39.71
38089,2007,23.6,11,6,0.76,0.012,38.9
38089,2008,24.3,10.2,4.9,0.52,0.012,38.51
38089,2009,23.9,9.6,4.11,0.52,0.011,37.72
38089,2010,22.9,10.6,4.41,0.47,0.011,37.06
38089,2011,23,10.2,4,0.51,0.009,37.28
38089,2012,22.5,11.05,5.29,0.55,0.008,36.55
38091,1998,21.7,12.9,7.05,0.64,0.003,42.6
38091,1999,21.6,10,5.75,0.67,0.003,42.84
38091,2000,22,7.6,7.96,0.63,0.003,43.11
38091,2001,22.5,9.1,5.76,0.64,0.003,42.71
38091,2002,22.4,7.6,6.12,0.6,0.002,42.63
38091,2003,23.2,7,6.89,0.72,0.002,41.7
38091,2004,23.2,8,6,0.79,0.003,41.05
38091,2005,23.1,7.8,6,0.8,0.002,40.65
38091,2006,23.3,8.3,5.71,0.77,0.002,40.57
38091,2007,23.4,7.4,6.15,0.57,0.002,40
38091,2008,23.3,7.4,5.17,0.6,0.002,38.97
38091,2009,23.3,6.9,5.98,0.75,0.002,38.46
38091,2010,22.7,7.2,6,0.62,0.002,37.78
38091,2011,22.8,8.2,4.17,0.6,0.002,37.86
38091,2012,22.6,8.2,6.03,0.67,0.002,37.73
38093,1998,25.9,12.7,6.46,0.95,0.011,54.34
38093,1999,25.9,11.3,5.8,0.85,0.01,54.65
38093,2000,25.1,10.8,7.27,0.74,0.008,54.84
38093,2001,25.3,12,5.12,0.77,0.008,55.65
38093,2002,24.8,11.7,6.16,0.81,0.007,55.44
38093,2003,24.4,10.6,7.44,0.64,0.007,54.79
38093,2004,23.6,11.4,5.45,0.62,0.008,54.99
38093,2005,23.5,11.8,5.65,0.6,0.008,54.72
38093,2006,23.1,12,5.95,0.59,0.007,54.87
38093,2007,23.6,11.4,6.04,0.62,0.007,53.54
38093,2008,23.4,11.6,5,0.61,0.007,53.95
38093,2009,24.3,11.9,5.06,0.59,0.007,53.28
38093,2010,24.4,12,5.06,0.63,0.007,52.54
38093,2011,25.3,11.8,4.1,0.49,0.005,53.43
38093,2012,25,11.66,5.73,0.67,0.005,53.23
38095,1998,22.8,16.4,5.72,0.74,0.004,50.7
38095,1999,23,10.4,4.5,0.92,0.004,51.06
38095,2000,23.4,9.9,6.54,0.77,0.003,50.83
38095,2001,23.8,11.2,4.03,0.49,0.003,51.17
38095,2002,23.6,10.4,6.1,0.82,0.003,51.61
38095,2003,23.5,8.9,7.08,0.8,0.003,51.13
38095,2004,23.6,9.6,5.1,0.74,0.003,50.88
38095,2005,23.6,9.8,5.07,0.62,0.003,50.53
38095,2006,23.4,11.9,5.9,0.51,0.003,50.12
38095,2007,23.6,11.6,5.94,0.58,0.003,49.93
38095,2008,24.2,10,5.05,0.7,0.003,49.59
38095,2009,24,11.3,5,0.74,0.003,48.88
38095,2010,21.3,10.6,6.01,0.78,0.003,48.41
38095,2011,21.8,10.2,4,0.61,0.002,48.66
38095,2012,21.5,10.81,5.4,0.71,0.002,48.39
38097,1998,21.9,11.1,7.52,0.79,0.002,44.16
38097,1999,21.6,10.3,6.52,0.79,0.003,44.3
38097,2000,21.8,8.9,7.26,0.79,0.002,44.6
38097,2001,21.7,8.9,6.02,0.79,0.002,44.42
38097,2002,21.6,9.1,6.75,0.72,0.002,44.61
38097,2003,21.6,8.7,7.08,0.78,0.002,44.2
38097,2004,21.5,9.1,6.03,0.9,0.002,43.21
38097,2005,21.2,9.1,6.04,0.82,0.002,43.4
38097,2006,21.4,10.7,6.01,0.89,0.002,43.09
38097,2007,21.1,9.7,6.08,0.64,0.002,41.95
38097,2008,20.1,8.6,5.92,0.75,0.002,42.13
38097,2009,20.2,9.8,6.01,0.94,0.002,41.16
38097,2010,19.4,8.7,6.04,0.6,0.002,40.27
38097,2011,19.5,9.9,4.92,0.64,0.001,40.41
38097,2012,19.2,9.43,6.27,0.77,0.001,40.41
38099,1998,28.6,13.3,7.5,0.59,0.002,53.91
38099,1999,28.2,11.9,5.94,0.83,0.002,53.5
38099,2000,28.3,10.2,6.91,0.75,0.002,53.97
38099,2001,28.6,11.2,5,0.44,0.002,54.28
38099,2002,27.7,10.8,6.14,0.59,0.002,54.65
38099,2003,27.4,10.6,6.48,0.79,0.002,54.01
38099,2004,26.8,11.1,6.02,0.78,0.002,52.5
38099,2005,26.4,11.4,6.02,0.57,0.002,52.85
38099,2006,25.9,11.7,5.14,0.74,0.002,52.37
38099,2007,26.2,10.6,6.01,0.69,0.002,51.34
38099,2008,25.6,11,5.67,0.88,0.002,50.79
38099,2009,24.9,11.2,5.12,0.94,0.002,50.11
38099,2010,24.6,11.3,6.1,0.52,0.001,49.07
38099,2011,24.7,11.2,4,0.69,0.001,49.47
38099,2012,24.3,11.26,5.81,0.7,0.001,49.4
38101,1998,23.7,12,5.86,0.89,0.03,54.82
38101,1999,23,11.1,3.39,0.83,0.028,55.99
38101,2000,22.9,9.9,6.2,0.81,0.024,56.35
38101,2001,23.8,10.6,4.01,0.64,0.024,56.39
38101,2002,24.2,10.4,6,0.77,0.023,56.08
38101,2003,24.1,10.1,7,0.93,0.023,56.22
38101,2004,24.2,10.7,5.29,0.94,0.024,53.28
38101,2005,24.3,10.2,5.29,0.71,0.025,54.75
38101,2006,23.7,8.8,6.32,0.94,0.025,54.54
38101,2007,23.6,9.9,5.96,0.84,0.025,52.27
38101,2008,23.6,9.8,5.01,0.97,0.024,53.21
38101,2009,22.8,9.7,5,0.83,0.024,51.93
38101,2010,23.2,12.6,5.99,0.86,0.022,51.48
38101,2011,23.2,9.8,4,0.79,0.018,50.79
38101,2012,22.8,10.28,5.35,0.84,0.018,50.55
38103,1998,24.5,14.6,5.36,0.79,0.013,45.95
38103,1999,24.4,12.3,5.01,0.88,0.012,46.7
38103,2000,24.3,10.6,7.02,0.81,0.01,46.88
38103,2001,24.6,12.5,4.95,0.58,0.01,46.76
38103,2002,24.4,12,5.85,0.86,0.009,46.66
38103,2003,23.9,11.3,7.1,0.67,0.009,46.55
38103,2004,23.9,11.7,5.03,0.91,0.009,45.82
38103,2005,24.1,12.7,5.06,0.78,0.009,46.03
38103,2006,24,12.9,6.08,0.55,0.009,45.82
38103,2007,24.4,12.3,6,0.69,0.009,44.8
38103,2008,22.3,12.3,5,0.58,0.009,44.6
38103,2009,22.4,12.4,5,0.6,0.009,43.86
38103,2010,22,12.4,5.21,0.53,0.008,43.79
38103,2011,22.6,10.9,4,0.61,0.006,43.24
38103,2012,22.3,12.15,5.44,0.7,0.006,43.34
38105,1998,27.6,14.2,6.11,0.66,0.025,54.12
38105,1999,28.4,13.4,3.92,0.69,0.025,54.98
38105,2000,27.7,11.4,5.8,0.78,0.024,55.14
38105,2001,27.6,12,5,0.61,0.024,56.34
38105,2002,27.2,12,5.97,0.59,0.023,56.22
38105,2003,27.1,11.1,6.68,0.55,0.023,56.46
38105,2004,26.8,11.1,4.99,0.66,0.024,54.88
38105,2005,27.3,12.2,4.98,0.54,0.025,54.74
38105,2006,28.2,11.5,6.09,0.57,0.025,55.1
38105,2007,29,10.2,5.89,0.58,0.025,53.94
38105,2008,30.2,9.9,4.68,0.69,0.023,54.43
38105,2009,29.9,8.6,4.65,0.63,0.025,53.53
38105,2010,30.1,8.6,5.07,0.83,0.023,53.16
38105,2011,27.4,8.1,4,0.78,0.021,53.19
38105,2012,27,10.81,5.26,0.66,0.022,52.8
39001,1998,32.1,19.1,15.06,2.97,0.263,92.96
39001,1999,32.4,18.5,15.08,3.38,0.253,92.62
39001,2000,32.7,16.4,14.57,2.52,0.245,94.18
39001,2001,33.3,16.7,14.87,2.47,0.231,95.73
39001,2002,34.2,15.8,15.69,2.66,0.242,95.46
39001,2003,33,14.8,14.69,2.83,0.251,94.85
39001,2004,32.8,16.1,11.35,3.22,0.243,93.67
39001,2005,32.1,20.5,11.33,2.4,0.232,94.23
39001,2006,30.7,19.9,12.38,2.21,0.223,93.38
39001,2007,30.3,19.6,11.47,2.17,0.202,93.07
39001,2008,31.4,21.9,8.95,2.41,0.115,92.81
39001,2009,30.5,21.4,8.36,1.77,0.115,93.44
39001,2010,31,22.8,9.4,1.39,0.091,92.96
39001,2011,29.9,22.5,10.52,1.47,0.099,92.3
39001,2012,29.2,19.21,12.22,2.35,0.066,92.83
39003,1998,29.1,11.5,22.45,4.06,0.055,69.5
39003,1999,29.5,11.9,18.05,4.41,0.052,70.12
39003,2000,29.2,10.6,18.36,3.03,0.048,70.17
39003,2001,29,11.1,18.77,4.59,0.045,70.04
39003,2002,29.1,10.8,17.2,3.41,0.046,71.19
39003,2003,28.5,11.3,18.73,4.63,0.047,69.12
39003,2004,27.8,12.2,15.28,2.14,0.047,66.6
39003,2005,28.9,13.4,15.25,2.19,0.047,66.49
39003,2006,28.1,12.8,15.33,3.56,0.044,66.29
39003,2007,27.5,14.5,13.79,1.69,0.042,64.8
39003,2008,28.2,14.7,11.98,2.1,0.035,64.58
39003,2009,28.9,18.8,11.61,2.25,0.027,64.48
39003,2010,27.1,18.7,11.04,1.89,0.025,63.2
39003,2011,26.4,19.2,14.15,2.09,0.024,63.25
39003,2012,25.7,14.11,15.63,2.92,0.019,63.21
39005,1998,28.5,8.2,18.03,4.89,0.131,60.36
39005,1999,28.5,8.8,17.42,5.31,0.126,60.93
39005,2000,28.5,8.1,17.21,4.5,0.11,60.7
39005,2001,28.6,9,15.31,4.94,0.098,60.87
39005,2002,29.8,8.6,19.8,3.5,0.114,61.57
39005,2003,29,9,18.36,4.09,0.112,60.88
39005,2004,28.6,9.7,16,2.84,0.095,58.88
39005,2005,27.9,12.7,15.98,3.28,0.106,58.3
39005,2006,26.2,11.6,13.43,2.22,0.098,58.84
39005,2007,25.5,10,13.61,1.76,0.1,56.93
39005,2008,24.8,12,10.87,2.51,0.08,56.71
39005,2009,24.2,16.7,10.51,1.99,0.057,57.17
39005,2010,24.2,15.6,10.98,1.94,0.049,55.79
39005,2011,24.2,13.1,13.12,1.74,0.045,55.92
39005,2012,23.6,11.22,14.82,3.14,0.041,55.76
39007,1998,30.4,13.2,14.8,5.01,0.167,76.47
39007,1999,31.9,13.2,12.68,4.6,0.163,77.62
39007,2000,32.2,11.9,12.85,4.22,0.12,78.6
39007,2001,32.8,12.7,13.29,4.17,0.117,77.36
39007,2002,34.1,12.1,15.99,4.47,0.122,77.82
39007,2003,33.7,12,14.42,4.49,0.118,77.63
39007,2004,32.1,12.7,13.03,3.21,0.107,75.7
39007,2005,32.1,15.3,12.99,2.51,0.114,76.69
39007,2006,30.9,15.9,11.13,2.64,0.108,76.42
39007,2007,29.8,15.5,11.08,2.34,0.104,75.81
39007,2008,30.5,15.6,10.23,2.45,0.084,74.69
39007,2009,30.2,17.5,9.42,1.72,0.069,74.2
39007,2010,30.2,16.1,9.43,1.91,0.063,73.65
39007,2011,29.7,20.3,11.23,1.55,0.054,74.47
39007,2012,29,14.95,12.18,3.15,0.053,73.3
39009,1998,25.2,18.4,15.55,6.01,0.507,82.59
39009,1999,25.3,19.8,18.11,5.15,0.446,82.33
39009,2000,25.4,19.3,14.79,3.72,0.427,82.82
39009,2001,26.2,20.8,16.26,4.63,0.392,82.52
39009,2002,26.5,20.1,16.44,4.26,0.357,83.9
39009,2003,26,18.5,14.85,4.36,0.39,80.84
39009,2004,26,20.2,12.28,3.08,0.364,78.59
39009,2005,26.2,31.5,12.27,3.52,0.359,78.16
39009,2006,25.2,27.6,13.27,3.85,0.325,79
39009,2007,24.8,29.4,13.55,2.24,0.307,77.12
39009,2008,24.7,29.6,9.73,2.26,0.271,75.87
39009,2009,24.7,34.7,8.37,2.35,0.202,75.1
39009,2010,23.1,24.8,10.24,2.24,0.227,74.75
39009,2011,22.8,35,11.11,2.5,0.239,73.97
39009,2012,22.2,25.53,13.11,3.49,0.082,73.03
39011,1998,29.2,6,23.52,3.8,0.055,62.91
39011,1999,29,6.4,17.79,4.17,0.052,64.81
39011,2000,28.7,5.9,18.64,2.92,0.049,63.81
39011,2001,28.6,6.5,18.87,4.77,0.045,64.77
39011,2002,28.8,6.5,17.33,3.39,0.046,64.26
39011,2003,27.7,6.7,18.91,3.98,0.047,63.5
39011,2004,26.8,7,15.7,2.8,0.047,60.98
39011,2005,27.3,7.1,15.64,2.74,0.047,61.79
39011,2006,25.6,8.1,15.15,3.61,0.042,62.26
39011,2007,25.2,7.2,13.97,1.66,0.04,61.11
39011,2008,25.1,7.8,11.98,2.24,0.031,59.82
39011,2009,24.7,8.5,11.68,1.99,0.025,59.77
39011,2010,23.6,9.4,11.13,1.92,0.024,58.83
39011,2011,23.5,9.9,14.34,1.9,0.024,57.99
39011,2012,22.9,7.51,15.8,2.92,0.018,58.62
39013,1998,29.2,15.9,17.42,4.7,0.611,75.13
39013,1999,29.6,16.3,17.12,5.56,0.574,76.82
39013,2000,30.3,14.6,15.55,4.59,0.503,75.43
39013,2001,31.1,15.1,15.94,4.6,0.462,75.12
39013,2002,31.8,14.6,16.56,4.65,0.447,74.64
39013,2003,32,14.3,15.75,4.43,0.482,74.37
39013,2004,31.3,14.8,14.48,4.95,0.449,72.75
39013,2005,30.8,16.1,14.46,3.45,0.455,72.18
39013,2006,29.8,16,13.63,3.36,0.385,70.82
39013,2007,29.3,15.3,13.15,2.7,0.36,69.39
39013,2008,27.9,16.1,10.08,3.1,0.281,67.95
39013,2009,28.2,16.8,9.06,2.19,0.189,67.12
39013,2010,28.3,16.3,10.34,2.39,0.144,66.89
39013,2011,28.6,15.7,11.86,2.06,0.121,65.9
39013,2012,27.9,15.61,13.74,3.64,0.074,65.75
39015,1998,30.9,11.1,16.86,4.46,0.304,90.08
39015,1999,31.2,11.2,14.89,4.87,0.292,92.15
39015,2000,31.3,10.4,16.23,3.8,0.286,90.68
39015,2001,32.2,10.8,15.71,4.03,0.265,92.01
39015,2002,32.1,10.3,16.53,4.13,0.284,93.14
39015,2003,32,10.5,15.04,4.11,0.289,91.63
39015,2004,32.3,11.9,11.9,3.34,0.289,90.64
39015,2005,32.5,14.1,11.87,4.1,0.271,91
39015,2006,31.4,13.8,12.22,3.5,0.256,90.21
39015,2007,31.8,13.6,11.75,2.99,0.231,89.46
39015,2008,31.3,13.2,9.54,2.67,0.134,89.27
39015,2009,30.7,13,9.15,1.88,0.133,88.54
39015,2010,30.6,13,9.87,2.23,0.12,86.88
39015,2011,29.9,15.6,11.46,1.94,0.132,87.85
39015,2012,29.1,12.62,12.89,3.33,0.098,87.95
39017,1998,26.6,7.7,21.01,7.51,0.25,79.78
39017,1999,26.4,8.3,15.42,8.26,0.241,80.64
39017,2000,26.6,7.2,16.81,6.21,0.244,80.08
39017,2001,27.5,7.9,16.13,8.48,0.218,80.75
39017,2002,28.3,8.1,16.26,5.84,0.234,79.13
39017,2003,28.6,8.9,16.22,6.89,0.226,77.25
39017,2004,28.3,9.8,14.02,5.33,0.253,74.85
39017,2005,27.6,11.8,14.05,5.72,0.221,74.08
39017,2006,26.6,11.3,12.33,6.5,0.195,73.07
39017,2007,25.9,11.9,12.58,3.65,0.171,72.33
39017,2008,24.3,11.9,11.38,3.59,0.115,69.62
39017,2009,24.4,13.2,10.3,3.31,0.101,70.04
39017,2010,24.2,13.5,11.53,4.36,0.121,67.12
39017,2011,24.2,13.9,13.27,4.2,0.132,67.99
39017,2012,23.6,10.63,14.19,5.55,0.102,67.18
39019,1998,30,10.9,16.76,4.06,0.382,63.81
39019,1999,30.3,12.1,15.33,4.68,0.369,63.95
39019,2000,30.6,10.5,15.03,4.19,0.332,63.97
39019,2001,30.6,11.2,14.27,3.82,0.304,64.17
39019,2002,30.4,10.3,16.74,3.99,0.314,63.6
39019,2003,30.4,10.7,16.07,4.12,0.34,63.46
39019,2004,30.1,10.9,15.01,3.49,0.302,61.67
39019,2005,29.8,12.6,15.01,3.14,0.301,61.43
39019,2006,28.6,13.9,13.19,3.51,0.249,61.3
39019,2007,27.5,11.5,12.01,3.01,0.256,59.96
39019,2008,27.2,12.5,10.46,2.46,0.205,59.99
39019,2009,27,13.5,9.53,2.06,0.145,58.52
39019,2010,28,16.6,10.55,1.35,0.096,58.26
39019,2011,29.1,16.4,12.14,1.78,0.077,59.21
39019,2012,28.4,12.56,13.54,3.16,0.052,58.17
39021,1998,28.4,7.9,20.25,4.61,0.075,72.11
39021,1999,28.5,8.8,17.07,4.68,0.071,72.57
39021,2000,29,7.8,17.61,3.56,0.069,73.52
39021,2001,28.9,8.4,17.45,4.77,0.062,73.72
39021,2002,28.9,8,17.86,3.3,0.065,73.71
39021,2003,28.6,8.2,18.15,5.16,0.065,73.85
39021,2004,28.2,8.9,14.9,2.88,0.067,71.41
39021,2005,27.9,9.1,14.9,2.18,0.064,71.59
39021,2006,26.4,11.1,14.27,5.49,0.058,71.96
39021,2007,26.1,11,13.98,2.34,0.053,70.18
39021,2008,25.9,11.8,11.21,2.48,0.04,69.72
39021,2009,26.1,10.2,11.03,1.83,0.032,68.69
39021,2010,25.4,13.1,11.72,2.26,0.033,68.05
39021,2011,26.3,14,14.01,2.01,0.034,68.19
39021,2012,25.6,10.1,15.08,3.28,0.025,67.64
39023,1998,29.4,12.1,20.07,4.71,0.093,80.55
39023,1999,29.1,12,16.24,4.67,0.088,82.46
39023,2000,28.4,10.6,17.02,3.18,0.086,81.9
39023,2001,27.9,10.8,16.79,4.44,0.078,82.7
39023,2002,28.5,11.2,17.49,3.41,0.082,80.84
39023,2003,28.3,11.3,17.23,5.76,0.082,81.55
39023,2004,28.2,12.8,14.46,3.11,0.085,79.44
39023,2005,29.1,15,14.44,2.59,0.079,78.12
39023,2006,28.4,14.2,13.91,4.01,0.072,76.92
39023,2007,28.2,15.5,13.29,2.48,0.066,77.66
39023,2008,28.4,13.8,11.04,2.87,0.047,74.63
39023,2009,28,16.3,11.02,1.91,0.039,74.59
39023,2010,28.3,20,11.45,2.68,0.041,74.32
39023,2011,28.2,19.1,13.6,2.12,0.044,73.76
39023,2012,27.5,14.31,14.64,3.32,0.032,73.33
39025,1998,28.6,6.8,18.78,6.31,0.32,88.41
39025,1999,28.2,7.5,14.87,7.1,0.307,88.41
39025,2000,27.8,6.5,17.15,5.76,0.305,88.39
39025,2001,27.9,6.9,15.72,6.51,0.278,87.34
39025,2002,27.8,6.8,16.36,5.78,0.299,85.98
39025,2003,28,6.9,15.04,6.12,0.297,86.17
39025,2004,28.2,7.8,12.38,5.44,0.312,82.22
39025,2005,29,8.4,12.34,5.07,0.284,83.15
39025,2006,28.3,9.1,11.62,4.28,0.261,80.08
39025,2007,28.2,9,11.66,3.53,0.232,79.21
39025,2008,27,8.8,9.61,3.25,0.143,78.75
39025,2009,26,10.4,9.4,2.84,0.135,76.27
39025,2010,24.8,9.6,10.1,3.1,0.142,75.46
39025,2011,24.3,10.9,11.87,2.79,0.158,74.98
39025,2012,23.7,8.46,13.15,4.69,0.119,74.24
39027,1998,28.7,8.9,18.35,4.17,0.195,81.39
39027,1999,28.6,9.4,15.35,4.89,0.186,82.21
39027,2000,28.3,8.4,16.07,3.7,0.183,82.44
39027,2001,28.9,9,15.79,4.49,0.167,83.03
39027,2002,29.3,8.7,17.52,3.37,0.178,82.57
39027,2003,29.9,8.9,15.99,4.8,0.179,82.91
39027,2004,29.7,9.8,13.43,3.51,0.184,80.83
