ID,A_LabID,SiteID,StateID,Longitude,Latitude,Landcover,Tota_C,Organic_C,BD,Clay,Sand,pH
4114,C-325710,11563,NM,-106.1482,36.7319,Forested Upland,1.38,1.38,1213.44,24.19,37.82,65.57
4115,C-328418,11564,SC,-82.4547,34.9453,Planted/Cultivated,1.59,1.59,1327.14,36.52,37.51,55.75
4116,C-338073,11566,MT,-107.7893,45.287,Herbaceous Upland,2.69,2.69,1413.42,35.24,30.11,74.27
4117,C-358590,11567,CA,-116.5653,34.5785,Shrubland,0.22,0.22,1478.97,14.03,70.58,82.68
4118,C-321814,11573,MN,-92.9155,45.7732,Planted/Cultivated,0.16,0.16,1255.91,27.10,30.72,59.76
4119,C-357688,11576,TX,-94.3707,29.5574,Planted/Cultivated,1.77,1.77,1296.47,41.12,36.68,58.12
4120,C-313276,11579,UT,-111.5094,39.7406,Shrubland,4.49,4.40,1259.14,25.00,24.87,76.00
4121,C-340195,11582,ND,-101.5082,47.3995,Planted/Cultivated,1.93,1.93,1363.02,25.00,33.48,72.70
4122,C-359173,11583,TX,-101.0206,32.6228,Herbaceous Upland,1.08,0.80,1480.44,23.51,47.23,79.51
4123,C-311236,11592,MO,-90.682,37.3301,Planted/Cultivated,2.17,2.17,1412.65,23.84,24.28,56.39
4124,C-314111,11596,LA,-92.3233,32.2143,Planted/Cultivated,0.82,0.82,1457.08,20.23,38.21,51.29
4125,C-335243,11598,ID,-116.272,47.641,Forested Upland,3.11,3.11,1151.03,6.52,37.31,59.18
4126,C-320394,11599,NV,-116.1839,39.0525,Shrubland,0.19,0.19,1310.58,25.90,41.09,82.46
4127,C-327709,11604,NM,-107.5266,32.6886,Shrubland,0.43,0.43,1264.55,28.20,47.88,80.00
4128,C-300979,11608,NE,-99.3783,41.1008,Planted/Cultivated,1.18,1.18,1315.75,21.70,20.10,71.51
4129,C-338786,11609,ND,-96.8595,46.925,Planted/Cultivated,2.41,2.41,1321.73,55.30,2.96,78.04
4130,C-318475,11611,WY,-105.0511,41.749,Shrubland,4.96,3.10,1336.68,28.42,39.36,76.00
4131,C-357689,11612,TX,-95.9281,29.4539,Planted/Cultivated,2.20,2.20,1418.25,42.06,27.27,64.71
4132,C-358591,11615,CA,-121.495,38.758,Herbaceous Upland,0.88,0.88,1525.35,21.80,36.40,64.97
4133,C-328419,11616,SC,-81.4361,32.9931,Planted/Cultivated,1.59,1.59,1563.62,17.06,64.85,51.69
4134,C-348959,11624,IA,-91.7236,43.134,Planted/Cultivated,3.03,2.90,1369.59,25.97,13.40,59.00
4135,C-300049,11625,MA,-71.5242,42.2623,Forested Upland,21.20,21.20,1277.78,5.22,65.48,49.45
4136,C-326311,11627,OK,-101.5535,36.6764,Planted/Cultivated,2.48,1.50,1408.49,24.66,39.26,78.11
4137,C-352646,11628,TN,-85.2084,35.0614,Forested Upland,6.09,6.09,1403.50,37.22,25.34,53.01
4138,C-337627,11630,MT,-109.2686,48.4052,Herbaceous Upland,2.57,2.57,1387.85,26.90,36.88,73.18
4139,C-320521,11631,NV,-116.6526,38.3532,Shrubland,0.17,0.17,1408.40,12.00,68.36,84.61
4140,C-355168,11637,WI,-88.1987,45.2181,Forested Upland,1.42,1.42,1364.04,1.81,76.71,55.49
4141,C-326315,11640,OK,-99.8424,34.7242,Planted/Cultivated,1.03,1.03,1515.91,33.99,33.99,71.03
4142,C-335244,11643,ID,-112.4111,42.9556,Shrubland,2.32,0.50,1315.43,18.00,32.23,79.00
4143,C-350008,11644,OH,-80.8583,39.7979,Developed,4.28,4.28,1388.15,24.42,18.43,51.54
4144,C-321844,11646,ND,-100.5266,46.6787,Herbaceous Upland,1.00,1.00,1356.10,15.36,67.67,71.70
4145,C-342936,11647,TX,-100.8883,34.7199,Planted/Cultivated,0.73,0.73,1473.94,34.00,38.72,78.74
4146,C-359174,11652,TX,-103.8519,30.6357,Non-Natural Woody,1.22,1.22,1166.40,32.88,39.85,76.15
4147,C-311266,11656,MO,-94.0932,37.8354,Planted/Cultivated,1.85,1.85,1380.98,26.29,18.39,60.00
4148,C-338684,11659,SD,-102.357,44.5521,Planted/Cultivated,1.42,1.42,1331.50,37.10,24.10,74.00
4149,C-312447,11660,AR,-93.6927,33.4986,Planted/Cultivated,1.59,1.59,1477.64,33.03,28.01,59.88
4150,C-354239,11662,WA,-118.2678,46.1938,Planted/Cultivated,1.28,1.28,1222.04,12.06,15.27,72.24
4151,C-335245,11663,ID,-113.9675,42.9117,Shrubland,0.72,0.72,1314.26,31.70,19.30,77.00
4152,C-328903,11664,AL,-88.1652,33.5529,Developed,3.19,3.19,1435.92,29.96,33.53,52.65
4153,C-327718,11668,NM,-106.9278,33.1987,Shrubland,0.15,0.15,1337.49,14.69,70.51,81.69
4154,C-310105,11672,KS,-96.188,38.2596,Developed,2.61,2.61,1345.71,43.89,7.33,66.07
4155,C-323428,11673,SD,-96.6216,45.8919,Planted/Cultivated,4.48,4.48,1338.31,28.23,36.42,73.35
4156,C-313309,11675,UT,-110.21,38.8675,Barren,2.19,0.60,1390.88,19.72,48.23,84.00
4157,C-350929,11676,NC,-79.0346,35.8885,Forested Upland,17.40,17.40,1451.80,25.90,32.66,50.97
4158,C-358592,11679,CA,-121.03,40.206,Forested Upland,2.67,2.67,1041.27,12.15,48.78,60.37
4159,C-328151,11680,GA,-82.5787,31.1163,Planted/Cultivated,0.78,0.78,1546.74,9.81,77.48,50.26
4160,C-300451,11681,NY,-74.0612,44.2428,Forested Upland,10.10,10.10,1126.57,2.05,62.57,48.70
4161,C-348823,11688,IL,-88.4092,39.7184,Planted/Cultivated,2.69,2.69,1454.81,25.61,10.86,58.92
4162,C-319570,11691,CO,-102.9047,38.8241,Herbaceous Upland,0.64,0.64,1466.88,26.91,53.16,77.12
4163,C-350438,11692,KY,-83.0903,38.3886,Herbaceous Upland,11.10,11.10,1355.22,27.22,16.84,50.74
4164,C-337628,11694,MT,-112.3294,48.8426,Planted/Cultivated,1.34,1.34,1314.56,35.00,21.33,73.00
4165,C-343387,11695,AZ,-111.7448,35.92,Shrubland,2.21,1.30,1336.21,33.78,27.13,77.00
4166,C-352723,11703,AZ,-111.789,34.4146,Shrubland,3.27,0.90,1302.17,28.98,32.98,67.51
4167,C-357690,11704,TX,-99.0145,33.0856,Planted/Cultivated,1.02,1.02,1494.10,48.81,17.32,77.32
4168,C-354240,11706,WA,-123.925,47.231,Developed,4.16,4.16,786.84,18.08,32.36,49.67
4169,C-318558,11707,WY,-108.6996,43.2794,Shrubland,0.64,0.20,1355.98,26.06,39.82,81.94
4170,C-341269,11708,PA,-78.2969,39.8873,Forested Upland,2.25,2.25,1412.60,26.16,24.32,51.42
4171,C-338074,11710,MT,-106.1527,46.4834,Herbaceous Upland,1.32,1.32,1447.71,32.72,30.04,79.59
4172,C-357691,11716,TX,-100.8193,30.5572,Planted/Cultivated,3.54,2.40,1235.16,28.18,19.78,77.00
4173,C-323430,11720,SD,-99.107,44.7656,Herbaceous Upland,2.28,2.28,1335.01,25.06,38.08,71.00
4174,C-322916,11723,NE,-103.5487,42.8573,Planted/Cultivated,1.65,1.10,1278.80,32.77,11.00,79.94
4175,C-314055,11724,LA,-91.1176,32.4642,Planted/Cultivated,0.29,0.29,1297.68,31.87,9.53,63.06
4176,C-335247,11726,ID,-114.9069,44.1577,Forested Upland,0.64,0.64,1144.81,19.41,52.78,62.94
4177,C-358593,11727,CA,-120.51,36.961,Planted/Cultivated,0.88,0.80,1428.25,24.50,35.70,76.00
4178,C-328178,11728,GA,-84.965,33.6123,Forested Upland,1.71,1.71,1396.43,22.74,43.21,55.17
4179,C-351560,11732,AZ,-110.4145,32.9058,Forested Upland,1.37,1.37,1373.86,25.63,43.49,72.76
4180,C-301009,11736,NE,-98.3686,40.267,Herbaceous Upland,2.18,2.18,1349.41,32.26,8.41,63.41
4181,C-338226,11737,MN,-96.5203,47.2529,Planted/Cultivated,3.38,2.60,1336.23,41.45,15.49,77.11
4182,C-339121,11739,AZ,-110.9637,35.6719,Shrubland,0.49,0.20,1409.13,11.18,76.65,83.18
4183,C-320776,11740,WV,-81.2455,38.4186,Forested Upland,0.87,0.87,1400.82,22.06,29.48,50.11
4184,C-320413,11743,NV,-119.5875,41.3556,Shrubland,2.80,2.80,1192.08,26.74,41.44,72.00
4185,C-328638,11744,FL,-81.3277,27.137,Shrubland,0.52,0.52,1270.86,2.47,76.53,54.24
4186,C-348926,11752,IA,-93.2207,41.7159,Planted/Cultivated,2.86,2.86,1389.14,27.33,19.20,63.00
4187,C-299951,11753,ME,-69.6871,46.302,Forested Upland,6.09,6.09,1167.77,11.00,40.57,50.21
4188,C-319584,11755,CO,-104.6745,37.7228,Herbaceous Upland,0.93,0.93,1430.21,37.54,26.78,80.25
4189,C-351265,11756,IN,-85.9058,38.8094,Planted/Cultivated,2.17,2.10,1456.77,22.00,10.93,54.48
4190,C-335248,11758,ID,-111.6094,44.4848,Forested Upland,2.53,2.53,1258.99,20.41,31.89,62.02
4191,C-359175,11759,TX,-102.8404,31.7634,Shrubland,0.31,0.31,1512.96,13.39,69.43,76.69
4192,C-320947,11764,NJ,-75.4075,39.6081,Forested Upland,8.16,8.16,1533.88,32.93,21.57,48.21
4193,C-343194,11767,CA,-116.172,33.745,Barren,0.06,0.06,1374.07,16.77,69.24,89.00
4194,C-326421,11768,OK,-96.2134,35.4845,Planted/Cultivated,1.09,1.09,1366.46,25.45,22.48,59.00
4195,C-353310,11770,OR,-121.0021,44.4107,Shrubland,1.99,1.99,1203.40,19.00,43.41,73.00
4196,C-319942,11771,WY,-106.7472,41.2059,Shrubland,0.46,0.46,1309.17,26.20,51.09,78.00
4197,C-300472,11772,NY,-76.5852,42.3222,Planted/Cultivated,3.60,3.60,1467.64,17.20,28.36,56.29
4198,C-312445,11784,AR,-92.7958,36.2553,Planted/Cultivated,1.88,1.80,1393.50,23.87,19.93,55.82
4199,C-315084,11788,MS,-89.1783,32.9117,Planted/Cultivated,1.27,1.27,1446.85,29.55,23.70,56.38
4200,C-353311,11790,OR,-118.1646,45.758,Forested Upland,3.73,3.73,945.52,10.33,30.33,58.99
4201,C-353312,11791,OR,-119.1134,42.1129,Shrubland,1.53,1.53,1170.46,33.68,34.80,75.89
4202,C-351266,11792,IN,-86.6468,39.6882,Planted/Cultivated,3.01,3.01,1499.10,24.00,13.49,59.75
4203,C-327695,11796,NM,-108.9265,31.5064,Shrubland,0.78,0.78,1302.34,49.66,30.83,73.00
4204,C-343336,11800,IA,-94.5607,41.1434,Planted/Cultivated,3.23,3.23,1346.30,35.07,5.15,63.00
4205,C-322918,11803,NE,-102.6778,41.8,Herbaceous Upland,2.69,1.70,1331.47,11.49,71.61,79.97
4206,C-300398,11804,TX,-98.4209,26.7968,Shrubland,0.41,0.10,1413.51,22.19,62.25,73.15
4207,C-358625,11807,CA,-121.534,37.491,Herbaceous Upland,3.46,3.46,1344.41,31.05,42.40,64.21
4208,C-337049,11808,MS,-88.7536,31.0509,Herbaceous Upland,2.31,2.31,1462.14,21.95,39.61,54.09
4209,C-300424,11809,NY,-75.053,44.6091,Forested Upland,2.20,2.20,1432.65,33.10,25.82,61.00
4210,C-312426,11816,AR,-94.3851,36.4582,Developed,2.65,2.65,1353.58,20.26,10.46,54.78
4211,C-300037,11817,NH,-71.9508,43.9555,Forested Upland,2.59,2.59,1049.49,4.24,59.06,50.73
4212,C-324002,11819,NM,-107.7275,36.8208,Shrubland,1.42,1.42,1453.01,25.03,42.92,80.86
4213,C-328420,11820,SC,-80.5128,34.2708,Planted/Cultivated,0.91,0.91,1584.67,15.58,69.72,51.49
4214,C-337629,11822,MT,-109.6347,45.2003,Forested Upland,4.50,4.50,1090.51,14.12,50.69,61.80
4215,C-320379,11823,NV,-115.7784,36.1273,Shrubland,3.24,0.50,1394.05,9.54,65.56,83.00
4216,C-355169,11829,WI,-90.7183,46.3148,Forested Upland,2.98,2.98,1344.35,9.00,45.19,53.37
4217,C-314086,11832,LA,-92.6643,30.0992,Planted/Cultivated,0.76,0.76,1552.23,26.39,11.30,59.01
4218,C-313413,11835,UT,-112.1401,41.2664,Herbaceous Upland,3.28,2.90,1324.81,32.00,21.36,81.64
4219,C-337630,11838,MT,-105.2254,48.0573,Shrubland,2.78,0.20,1293.08,32.58,28.29,80.88
4220,C-357692,11839,TX,-102.3008,31.7857,Shrubland,0.84,0.40,1500.53,18.00,63.75,77.79
4221,C-354751,11841,MI,-85.634,44.5826,Herbaceous Upland,0.73,0.73,1447.02,15.43,62.85,65.29
4222,C-312415,11848,AR,-90.245,35.8657,Planted/Cultivated,1.17,1.17,1438.36,14.63,58.16,60.06
4223,C-314056,11852,LA,-93.2877,31.5702,Forested Upland,1.66,1.66,1547.71,31.45,36.44,50.32
4224,C-335249,11854,ID,-115.9595,46.5366,Forested Upland,6.45,6.45,1142.31,10.84,22.18,57.41
4225,C-320435,11855,NV,-118.1377,39.286,Shrubland,0.75,0.40,1420.99,19.27,54.41,85.00
4226,C-354752,11856,MI,-86.2534,41.8184,Developed,1.93,1.93,1420.43,17.31,59.49,61.39
4227,C-301029,11864,NE,-98.5528,40.495,Planted/Cultivated,2.04,2.04,1338.44,33.79,9.57,67.64
4228,C-339504,11865,ND,-98.9535,47.4998,Planted/Cultivated,2.31,2.31,1329.19,26.69,36.49,76.28
4229,C-313213,11867,UT,-111.2573,39.6774,Forested Upland,1.97,1.97,1291.60,18.38,38.98,61.39
4230,C-358626,11871,CA,-122.969,39.435,Forested Upland,3.53,3.53,1256.39,19.10,53.19,58.53
4231,C-328019,11872,GA,-82.2998,33.6342,Forested Upland,1.54,1.54,1457.05,27.99,44.29,52.28
4232,C-300478,11881,NY,-73.5092,44.1881,Forested Upland,6.27,6.27,1331.12,7.86,52.73,56.13
4233,C-326399,11883,OK,-100.0547,36.8406,Planted/Cultivated,1.13,0.60,1466.08,19.09,37.52,75.46
4234,C-353839,11884,TN,-84.6312,35.8459,Forested Upland,3.11,3.11,1412.57,25.99,34.90,52.24
4235,C-337633,11886,MT,-109.1723,47.5851,Shrubland,0.98,0.98,1406.70,35.79,25.78,76.80
4236,C-320417,11887,NV,-115.1055,37.2454,Shrubland,10.90,8.10,1268.01,18.69,35.59,82.88
4237,C-338227,11893,MN,-92.0962,48.1215,Forested Upland,8.43,8.43,1452.38,7.41,57.46,54.72
4238,C-357694,11896,TX,-99.5177,34.0667,Planted/Cultivated,0.31,0.10,1496.10,10.61,61.88,75.73
4239,C-318464,11899,WY,-110.5961,44.3159,Forested Upland,1.81,1.81,1169.55,11.68,47.68,56.68
4240,C-320786,11900,WV,-80.3402,38.8643,Herbaceous Upland,3.04,3.04,1431.37,29.70,19.05,51.87
4241,C-338703,11902,SD,-103.2486,45.1316,Herbaceous Upland,1.26,1.26,1418.96,30.43,34.84,74.69
4242,C-342924,11903,TX,-102.7992,34.6984,Planted/Cultivated,0.63,0.63,1432.97,42.54,23.00,76.19
4243,C-311301,11912,MO,-93.676,39.3729,Herbaceous Upland,1.81,1.81,1403.08,33.75,12.54,61.76
4244,C-338667,11915,SD,-101.4418,43.2702,Planted/Cultivated,1.55,1.55,1401.19,28.12,22.52,71.27
4245,C-312456,11916,AR,-93.8729,34.5482,Forested Upland,4.17,4.17,1447.04,24.14,33.40,55.64
4246,C-354241,11918,WA,-119.1589,47.5395,Planted/Cultivated,0.62,0.62,1333.55,9.61,29.73,73.00
4247,C-335250,11919,ID,-115.2677,42.5657,Herbaceous Upland,0.52,0.52,1287.64,25.44,24.56,74.73
4248,C-315082,11920,MS,-88.5341,34.5186,Forested Upland,1.93,1.93,1450.11,23.00,18.79,49.00
4249,C-324012,11924,NM,-108.3317,33.9348,Herbaceous Upland,0.77,0.77,1300.25,46.24,29.46,77.00
4250,C-310029,11928,KS,-95.7159,38.0841,Planted/Cultivated,2.10,2.10,1342.19,41.84,11.64,63.80
4251,C-338228,11929,MN,-93.9955,46.4162,Forested Upland,4.30,4.30,1436.61,6.07,67.17,53.58
4252,C-319700,11931,CO,-108.1753,39.8735,Shrubland,1.31,1.00,1271.65,29.00,29.00,75.00
4253,C-350660,11932,VA,-77.9638,36.8522,Planted/Cultivated,0.99,0.99,1437.07,29.16,28.58,51.72
4254,C-358627,11935,CA,-120.8538,41.9863,Forested Upland,3.38,3.38,1192.25,26.56,43.95,62.13
4255,C-328630,11936,FL,-81.9581,29.5541,Shrubland,0.54,0.54,1401.21,3.10,93.64,51.14
4256,C-348637,11944,IL,-89.7578,39.7973,Planted/Cultivated,1.12,1.12,1452.73,23.02,11.02,60.01
4257,C-319565,11947,CO,-104.6693,39.5022,Herbaceous Upland,1.09,1.09,1337.20,24.05,42.54,75.00
4258,C-350439,11948,KY,-82.9823,37.0962,Forested Upland,2.66,2.66,1393.25,21.67,31.64,52.81
4259,C-337634,11950,MT,-112.8498,46.7857,Forested Upland,5.41,5.41,1265.54,16.51,38.24,59.98
4260,C-343389,11951,AZ,-111.8499,36.6077,Shrubland,2.89,0.80,1359.72,13.50,63.55,83.81
4261,C-351561,11959,AZ,-111.5453,32.8869,Shrubland,0.99,0.50,1409.34,20.13,47.54,82.93
4262,C-357695,11960,TX,-97.8341,32.7037,Planted/Cultivated,0.97,0.97,1489.50,24.29,49.60,67.05
4263,C-353313,11962,OR,-123.5608,46.0141,Forested Upland,14.50,14.50,792.03,18.36,41.18,50.50
4264,C-319938,11963,WY,-108.0398,41.4224,Shrubland,5.72,2.80,1346.62,35.32,12.34,81.00
4265,C-341270,11964,PA,-77.6666,40.745,Forested Upland,0.92,0.92,1422.53,14.13,44.07,45.53
4266,C-338075,11966,MT,-104.9999,46.3318,Herbaceous Upland,2.30,2.30,1367.41,27.19,31.36,76.00
4267,C-338229,11976,MN,-94.2117,44.4905,Planted/Cultivated,2.07,2.07,1278.72,32.06,30.85,67.36
4268,C-318509,11979,WY,-105.3666,44.4082,Herbaceous Upland,2.13,2.13,1391.44,33.09,25.03,74.82
4269,C-357696,11980,TX,-99.3464,30.4155,Planted/Cultivated,8.58,2.50,1383.46,37.12,24.10,71.06
4270,C-358628,11983,CA,-119.6517,35.2857,Shrubland,1.89,1.50,1297.34,17.50,47.87,77.27
4271,C-328198,11984,GA,-84.7239,32.9053,Planted/Cultivated,0.89,0.89,1444.34,36.45,44.30,53.57
4272,C-309879,11992,KS,-97.1967,37.1745,Herbaceous Upland,2.62,2.62,1390.98,28.06,29.15,67.00
4273,C-325739,11995,NM,-108.667,35.3957,Herbaceous Upland,1.31,1.20,1365.07,34.70,27.47,75.68
4274,C-351406,11996,NC,-78.1923,35.5809,Planted/Cultivated,0.40,0.40,1587.70,20.25,51.13,49.00
4275,C-354242,11998,WA,-119.5121,48.6045,Developed,1.24,1.24,1404.90,13.05,47.56,72.81
4276,C-320318,11999,NV,-114.6889,39.0393,Shrubland,4.28,1.60,1237.65,20.00,37.62,80.15
4277,C-326171,12000,FL,-81.2213,28.325,Planted/Cultivated,0.42,0.30,1353.76,4.00,85.08,54.13
4278,C-348942,12008,IA,-91.572,41.7972,Planted/Cultivated,2.56,2.56,1312.21,19.26,25.57,56.91
4279,C-325711,12011,NM,-103.101,36.2185,Herbaceous Upland,0.49,0.49,1440.24,28.00,46.25,77.00
4280,C-352647,12012,TN,-86.0495,35.0677,Forested Upland,4.85,4.85,1316.40,28.95,31.99,47.00
4281,C-323838,12015,NM,-104.5071,34.7773,Shrubland,2.32,1.20,1426.22,29.20,46.10,78.21
4282,C-348810,12020,IL,-88.3259,38.1839,Planted/Cultivated,1.89,1.89,1491.91,36.82,7.26,56.74
4283,C-351563,12023,AZ,-114.232,33.0139,Shrubland,0.88,0.60,1472.32,23.39,45.71,81.87
4284,C-357697,12024,TX,-95.0601,32.4418,Forested Upland,3.24,3.24,1467.00,21.38,50.24,56.96
4285,C-353314,12026,OR,-121.0362,44.1688,Shrubland,0.73,0.60,1201.51,15.71,56.55,75.95
4286,C-313073,12027,UT,-112.9939,40.8705,Shrubland,4.01,1.30,1343.10,14.00,55.37,81.80
4287,C-351267,12028,IN,-84.8989,39.2886,Planted/Cultivated,2.85,2.85,1398.16,32.32,10.51,54.66
4288,C-311150,12040,MO,-93.4359,36.7595,Planted/Cultivated,2.72,2.72,1320.63,15.82,7.52,57.81
4289,C-314186,12044,MS,-89.4386,33.9294,Forested Upland,1.20,1.20,1402.33,25.70,19.84,52.56
4290,C-335251,12047,ID,-116.7691,42.8649,Forested Upland,2.90,2.90,1192.23,29.03,34.62,66.83
4291,C-351268,12048,IN,-87.4879,41.0076,Herbaceous Upland,7.48,5.80,1449.30,10.94,66.51,57.94
4292,C-301016,12056,NE,-96.5269,40.9672,Planted/Cultivated,1.70,1.70,1392.54,35.89,1.79,64.11
4293,C-322919,12059,NE,-103.7286,41.0622,Planted/Cultivated,2.45,1.00,1330.41,21.86,42.99,78.63
4294,C-358629,12063,CA,-123.0587,40.6926,Forested Upland,3.73,3.73,1333.34,17.41,43.41,62.00
4295,C-329039,12064,AL,-86.5142,31.5975,Developed,0.93,0.93,1404.95,23.18,52.74,54.34
4296,C-310026,12072,KS,-96.0665,37.6452,Herbaceous Upland,2.72,2.72,1369.70,30.22,14.94,64.94
4297,C-300019,12073,ME,-69.5166,44.9563,Forested Upland,4.38,4.38,1225.78,10.00,47.11,53.91
4298,C-319628,12075,CO,-102.1624,37.3529,Shrubland,1.15,1.15,1437.01,13.00,69.64,76.34
4299,C-351407,12076,NC,-80.5821,35.4403,Forested Upland,11.10,11.10,1430.27,45.33,31.38,53.64
4300,C-337635,12078,MT,-110.2869,46.8149,Forested Upland,11.70,10.00,1232.29,16.33,47.53,65.64
4301,C-358630,12079,CA,-115.2579,35.4,Barren,0.19,0.19,1433.60,11.86,71.96,84.01
4302,C-354753,12085,MI,-89.8866,46.5643,Forested Upland,24.80,24.80,1354.46,11.96,36.60,51.00
4303,C-318563,12091,WY,-109.6976,41.5462,Shrubland,1.16,0.60,1400.46,26.39,34.06,83.18
4304,C-364471,12092,PA,-79.2162,40.9064,Planted/Cultivated,2.04,2.04,1405.91,17.10,30.54,50.02
4305,C-359176,12095,TX,-101.1753,31.1429,Shrubland,5.13,1.30,1276.02,39.00,18.00,77.00
4306,C-354754,12097,MI,-84.3134,44.5257,Forested Upland,1.36,1.36,1277.10,6.37,73.58,55.20
4307,C-350440,12104,KY,-88.8423,37.0186,Developed,3.20,3.20,1467.14,20.24,5.76,53.00
4308,C-357698,12108,TX,-94.0245,31.9051,Forested Upland,1.76,1.76,1497.25,23.38,42.47,49.57
4309,C-354246,12110,WA,-120.0119,47.2291,Shrubland,0.76,0.40,1361.82,10.30,34.82,74.12
4310,C-335252,12111,ID,-113.8566,42.2359,Shrubland,0.68,0.68,1317.90,15.00,38.76,80.11
4311,C-354755,12112,MI,-84.6861,42.2017,Planted/Cultivated,0.76,0.76,1456.05,22.74,41.99,60.96
4312,C-323843,12116,NM,-105.6432,32.2992,Shrubland,2.01,1.10,1271.10,36.07,34.21,79.14
4313,C-301037,12120,NE,-99.8183,41.6658,Planted/Cultivated,0.86,0.86,1405.73,16.29,59.97,64.08
4314,C-338230,12121,MN,-96.642,48.333,Planted/Cultivated,1.28,1.20,1324.27,27.74,55.72,77.00
4315,C-313076,12123,UT,-111.0807,38.275,Shrubland,1.60,0.30,1287.94,17.30,40.35,82.00
4316,C-320414,12127,NV,-118.7655,39.7231,Shrubland,1.25,0.40,1283.34,24.78,42.53,91.15
4317,C-328054,12128,GA,-83.0783,32.4501,Forested Upland,2.02,2.02,1524.61,12.75,69.60,52.78
4318,C-300425,12129,NY,-76.1809,42.8118,Planted/Cultivated,3.60,3.60,1245.77,17.09,21.99,51.05
4319,C-338231,12136,MN,-92.5034,43.761,Planted/Cultivated,1.93,1.93,1388.74,19.63,40.69,56.00
4320,C-310148,12139,KS,-100.757,39.3357,Planted/Cultivated,1.36,1.36,1361.67,29.00,14.50,72.06
4321,C-353841,12140,TN,-83.3295,36.1866,Forested Upland,14.60,14.60,1366.79,36.93,17.04,52.48
4322,C-337636,12142,MT,-108.2036,48.7203,Shrubland,2.47,2.47,1373.69,40.90,20.26,67.53
4323,C-343386,12143,AZ,-112.8662,35.9776,Shrubland,4.51,2.20,1298.70,29.09,38.47,76.73
4324,C-357699,12152,TX,-97.3962,30.9487,Planted/Cultivated,2.21,2.21,1430.13,40.95,18.08,73.30
4325,C-318527,12155,WY,-106.7811,43.8602,Shrubland,1.45,1.45,1345.96,25.00,44.52,76.54
4326,C-350661,12156,VA,-78.6615,38.6675,Developed,4.48,4.48,1383.62,35.99,17.77,58.00
4327,C-340128,12158,ND,-102.8444,46.3555,Planted/Cultivated,2.06,2.06,1365.23,30.77,28.21,76.00
4328,C-359178,12159,TX,-100.4635,34.3765,Herbaceous Upland,0.52,0.52,1433.33,30.46,29.09,76.25
4329,C-359179,12164,TX,-102.3226,30.445,Herbaceous Upland,5.55,1.60,1352.33,21.21,39.37,80.81
4330,C-338696,12168,SD,-98.0457,44.4123,Planted/Cultivated,1.92,1.92,1384.51,24.23,39.77,71.23
4331,C-322911,12171,NE,-102.8941,42.8268,Herbaceous Upland,1.31,1.31,1306.05,31.91,13.04,77.23
4332,C-314182,12172,MS,-91.2061,31.0392,Developed,0.82,0.82,1482.27,20.17,29.55,52.37
4333,C-335253,12174,ID,-115.7037,45.7994,Forested Upland,3.35,3.35,1134.41,7.00,62.92,61.07
4334,C-320501,12175,NV,-118.823,38.4131,Shrubland,0.64,0.20,1399.21,20.26,56.18,74.86
4335,C-328925,12176,AL,-86.2876,33.7108,Forested Upland,1.77,1.77,1402.01,31.00,37.65,51.66
4336,C-326205,12180,NM,-108.9327,33.7443,Forested Upland,0.54,0.54,1365.94,43.65,33.65,64.00
4337,C-300983,12184,NE,-99.5639,40.11,Planted/Cultivated,1.67,1.67,1337.61,29.06,22.83,73.00
4338,C-338233,12185,MN,-96.2221,46.2082,Planted/Cultivated,3.14,3.14,1372.41,17.50,59.52,75.56
4339,C-319556,12187,CO,-107.55,39.5278,Shrubland,1.82,1.82,1275.80,35.29,25.47,77.76
4340,C-350930,12188,NC,-80.1605,36.5189,Planted/Cultivated,5.42,5.42,1424.04,37.11,29.30,54.86
4341,C-358632,12191,CA,-121.353,40.773,Forested Upland,0.92,0.80,1084.85,22.00,45.70,64.56
4342,C-328421,12192,SC,-79.6955,32.934,Planted/Cultivated,1.09,1.09,1360.87,14.51,56.85,48.30
4343,C-348640,12200,IL,-91.2606,40.0222,Planted/Cultivated,2.11,2.11,1370.77,32.08,2.00,58.79
4344,C-319701,12203,CO,-104.5049,39.6184,Shrubland,1.40,1.40,1393.31,31.65,38.90,73.00
4345,C-350441,12204,KY,-86.6446,37.3674,Forested Upland,15.20,15.20,1427.70,24.40,11.30,49.60
4346,C-335254,12206,ID,-111.824,44.3967,Shrubland,4.79,4.79,1332.22,16.28,42.48,69.80
4347,C-359180,12207,TX,-104.627,31.1134,Shrubland,1.04,0.40,1381.39,29.66,47.96,82.25
4348,C-343213,12215,CA,-114.158,34.297,Barren,0.72,0.72,1560.77,22.09,47.00,83.00
4349,C-326372,12216,OK,-95.3577,34.4398,Planted/Cultivated,0.56,0.56,1410.39,25.00,38.64,57.78
4350,C-354247,12218,WA,-120.346,46.3767,Planted/Cultivated,1.50,1.20,1415.02,10.36,45.87,79.15
4351,C-319947,12219,WY,-106.9777,41.2455,Shrubland,3.01,3.01,1305.62,19.76,45.04,66.92
4352,C-341271,12220,PA,-75.6521,40.4941,Planted/Cultivated,1.07,1.07,1476.10,24.05,24.60,60.15
4353,C-338235,12232,MN,-95.3656,44.7382,Planted/Cultivated,4.39,3.70,1222.42,31.82,24.17,69.96
4354,C-338670,12235,SD,-103.5881,44.2102,Forested Upland,4.25,4.25,1380.89,18.16,23.23,60.11
