A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-350896,1132,TX,31.6102,-100.5845,Planted/Cultivated,No,Yes,5.2,0.2,22,12.7,0.1,40,1.46,275
C-350897,1388,TX,31.1857,-105.3312,Shrubland,No,No,5.2,0.3,22,19.3,0.1,55,1.75,339
C-337627,11630,CO,40.5239,-104.3803,Herbaceous ,No,Yes,5.2,0.4,25,22,0.2,68,1.58,298
C-337650,13134,NV,41.6527,-114.1762,Shrubland,No,No,5.2,0.9,26,32.9,0.1,95,1.91,567
C-337622,11342,AR,34.0539,-94.0363,Planted/Cultivated,No,Yes,5.2,0.05,28,9.4,0.4,35,1.52,100
C-337634,11950,IN,38.8094,-85.9058,Planted/Cultivated,No,Yes,5.2,0.2,28,17.4,0.3,62,1.39,834
C-337651,13166,OK,34.6682,-94.6499,Forested,No,No,5.2,0.05,28,15.8,0.7,31,1.58,469
C-350901,2460,WY,43.5326,-106.0053,Herbaceous ,No,Yes,5.2,0.4,28,18.3,0.3,53,1.45,310
C-337628,11694,CO,37.8203,-108.7264,Forested,No,No,5.2,0.2,29,29.3,0.1,48,1.87,909
C-337645,12910,NE,40.495,-98.5528,Planted/Cultivated,No,Yes,5.2,0.6,30,24.3,0.3,63,1.95,435
C-350894,668,TN,36.4231,-87.3988,Forested,No,No,5.2,0.3,30,23.3,0.3,54,1.34,1070
C-337623,11374,AZ,33.9395,-110.9655,Forested,No,No,5.2,0.4,32,30.8,0.1,51,2.12,824
C-338078,12862,NE,40.38,-101.2258,Planted/Cultivated,No,Yes,5.2,0.4,32,35.8,0.2,76,2.01,407
C-350898,1436,UT,39.0928,-111.6714,Herbaceous ,No,Yes,5.2,0.2,32,12.3,0.1,40,1.31,308
C-338075,11966,KS,38.8458,-101.1676,Planted/Cultivated,No,Yes,5.2,0.4,33,17.2,0.5,61,1.43,340
C-337639,12462,MN,44.9481,-93.6663,Herbaceous ,No,Yes,5.2,0.2,33,15.5,0.2,47,1.57,783
C-337642,12782,MT,47.5991,-115.4562,Forested,No,No,5.2,0.4,33,23.4,0.1,72,2.23,1150
C-337647,13022,NM,35.1974,-107.7032,Forested,No,No,5.2,0.1,33,17.8,0.2,59,2.89,451
C-352027,44,OR,43.2362,-120.1383,Shrubland,No,No,5.2,0.1,34,9.3,0.1,87,4.66,1070
C-337861,11438,AZ,36.5035,-112.9884,Shrubland,No,No,5.2,0.2,36,14.3,0.2,40,1.48,505
C-337633,11886,IL,40.7162,-87.6471,Planted/Cultivated,No,Yes,5.2,0.3,37,24.5,0.5,84,1.84,219
C-337636,12142,KS,37.1745,-97.1967,Herbaceous ,No,Yes,5.2,0.4,37,23,0.3,71,1.52,394
C-352032,1972,WI,43.5394,-90.9666,Forested,No,No,5.2,0.1,37,28.9,0.4,56,2.11,1060
C-337630,11838,IL,41.5197,-89.0827,Forested,No,No,5.2,0.5,38,22.8,0.4,85,1.83,498
C-338076,12398,KY,37.3973,-84.0038,Forested,No,No,5.2,0.1,38,17.1,0.6,46,1.63,1950
C-337635,12078,KS,37.6498,-100.1079,Planted/Cultivated,No,Yes,5.2,0.3,40,20.5,0.2,70,2.09,378
C-337640,12526,MN,43.8226,-91.6445,Planted/Cultivated,No,Yes,5.2,0.3,40,18,0.3,56,1.78,1490
C-350893,364,OR,43.5913,-118.8207,Herbaceous ,No,Yes,5.2,0.3,41,12.2,0.1,89,3.23,897
C-337629,11822,ID,42.5615,-115.4985,Herbaceous ,No,Yes,5.2,0.4,44,21.2,0.1,76,2.9,936
C-338077,12654,MO,37.6952,-93.9464,Herbaceous ,No,Yes,5.2,0.05,44,13.5,0.4,33,1.64,249
C-350900,2156,WY,44.881,-108.1658,Shrubland,No,No,5.2,0.2,44,14.9,0.1,44,1.99,418
C-350899,1836,WA,46.1938,-118.2678,Planted/Cultivated,No,Yes,5.2,0.3,45,21,0.1,105,4.46,834
C-352033,2012,WV,38.2632,-81.5799,Herbaceous ,No,Yes,5.2,0.1,45,26.2,0.8,87,2.52,611
C-350892,108,OR,44.0468,-118.4077,Forested,No,No,5.2,0.4,49,18.8,0.1,144,4.46,3110
C-352030,1692,VA,37.4479,-77.4066,Forested,No,No,5.2,0.05,50,42.5,0.8,137,3.33,526
C-337646,12974,NM,36.1277,-105.4967,Forested,No,No,5.2,0.3,51,18.3,0.3,94,3.1,855
C-338074,11710,IA,42.4478,-94.7458,Planted/Cultivated,No,Yes,5.2,0.3,52,25.9,0.3,105,1.86,664
C-352034,2092,WY,41.237,-108.4193,Shrubland,No,No,5.2,0.2,64,19,0.2,45,2.06,551
C-337626,11502,CA,40.206,-121.03,Forested,No,No,5.2,0.1,68,15.8,0.1,147,6.11,2050
C-338072,11454,CA,39.5264,-121.2999,Forested,No,No,5.2,0.1,119,12.3,0.6,55,10.6,2230
C-337606,9006,GA,34.1522,-83.0924,Planted/Cultivated,No,Yes,5.1,0.05,11,25.9,0.1,18,0.71,70
C-338066,10542,TX,31.4558,-105.6971,Barren,No,No,5.1,0.2,11,12.1,0.6,36,1.55,254
C-338057,8894,CO,38.844,-108.7956,Forested,No,No,5.1,1.1,12,17.5,0.1,107,1.06,364
C-337581,10062,NM,33.8652,-106.671,Shrubland,No,No,5.1,0.05,15,11.2,0.1,45,2.32,399
C-337611,10734,TX,33.2771,-101.8328,Planted/Cultivated,No,Yes,5.1,0.1,15,11,0.1,36,1.33,217
C-338068,10686,TX,31.6699,-105.3723,Shrubland,No,No,5.1,0.1,16,12.8,0.1,36,1.41,226
C-338067,10606,TX,31.6549,-100.322,Planted/Cultivated,No,Yes,5.1,0.2,17,11.4,0.2,33,1.42,225
C-337579,10030,NM,31.8078,-108.3652,Shrubland,No,No,5.1,0.3,20,31.7,0.1,82,2.95,583
C-337598,8574,AZ,35.4001,-112.8341,Shrubland,No,No,5.1,0.5,21,12.9,0.2,50,1.31,330
C-337585,10478,TX,30.7788,-101.8439,Shrubland,No,No,5.1,0.2,21,12.6,0.3,40,1.43,304
C-337612,10798,TX,28.872,-99.398,Shrubland,No,No,5.1,0.2,21,13.3,0.1,54,1.54,239
C-337596,8430,AR,33.8857,-92.0338,Planted/Cultivated,No,Yes,5.1,0.05,22,16,0.3,19,1.12,104
C-337578,9902,NH,43.2164,-71.5372,Planted/Cultivated,No,Yes,5.1,0.1,22,25.3,0.1,46,1.92,656
C-338069,10814,TX,36.4951,-102.2418,Herbaceous ,No,Yes,5.1,0.2,23,18.1,0.1,47,1.6,384
C-337569,9134,MD,39.2473,-76.0558,Planted/Cultivated,No,Yes,5.1,0.1,24,46.9,0.1,31,1.25,167
C-337586,10670,TX,33.4603,-98.8123,Planted/Cultivated,No,Yes,5.1,0.05,24,11.2,0.1,30,1.6,338
C-337584,10318,NM,34.7488,-103.338,Herbaceous ,No,Yes,5.1,0.2,25,14.9,0.1,43,1.75,425
C-337583,10158,NM,32.2992,-105.6432,Shrubland,No,No,5.1,0.2,26,13.1,0.1,44,1.92,276
C-337595,8366,AL,33.2574,-87.9498,Planted/Cultivated,No,Yes,5.1,0.05,27,20.2,0.3,36,1.42,202
C-337619,11118,WY,43.3928,-105.4479,Herbaceous ,No,Yes,5.1,0.4,27,19.6,0.3,55,1.96,388
C-337603,8766,CA,35.205,-119.951,Herbaceous ,No,Yes,5.1,1.3,29,18.1,0.3,149,2.13,343
C-337576,9710,ND,47.3047,-97.3642,Herbaceous ,No,Yes,5.1,0.3,29,12.4,0.2,45,1.23,554
C-337615,11054,WY,43.6934,-110.577,Herbaceous ,No,Yes,5.1,1.1,30,19.5,0.3,111,1.83,548
C-337617,11086,WY,42.8,-105.8784,Herbaceous ,No,Yes,5.1,0.1,30,15.6,0.1,46,1.75,223
C-337604,8814,CA,37.179,-122.219,Forested,No,No,5.1,0.3,32,28.1,0.6,159,2.96,1910
C-337859,8878,CA,33.7749,-115.482,Barren,No,No,5.1,0.2,32,20.9,0.1,79,3.94,781
C-337567,9070,IL,39.6541,-90.2838,Forested,No,No,5.1,0.2,32,18.2,0.4,40,1.49,996
C-338061,9774,ND,48.1045,-98.6624,Planted/Cultivated,No,Yes,5.1,0.4,32,13.2,0.4,64,1.76,1040
C-338063,9790,NE,40.2927,-99.3429,Herbaceous ,No,Yes,5.1,0.3,32,20.8,0.1,58,1.84,292
C-337580,10046,NM,36.477,-105.7356,Shrubland,No,No,5.1,0.3,32,19.9,0.1,59,2.66,605
C-337613,10862,UT,38.7273,-113.9318,Shrubland,No,No,5.1,0.4,32,12.6,0.1,43,1.3,319
C-338058,9150,MN,44.9845,-93.0689,Planted/Cultivated,No,Yes,5.1,0.3,33,42.1,0.3,42,1.61,544
C-337577,9838,NE,41.1008,-99.3783,Planted/Cultivated,No,Yes,5.1,0.3,33,21.2,0.1,48,1.9,321
C-338070,10942,WI,44.792,-90.4775,Planted/Cultivated,No,Yes,5.1,0.4,33,17.6,0.5,66,2.08,1400
C-337860,10414,PA,39.7459,-79.5134,Forested,No,No,5.1,0.05,34,16.8,0.8,46,1.73,1030
C-337568,9102,KS,38.0062,-101.7538,Planted/Cultivated,No,Yes,5.1,0.3,35,20.9,0.3,56,2.24,398
C-338064,10350,NV,39.9479,-114.7017,Shrubland,No,No,5.1,0.6,35,19.8,0.1,78,2.32,618
C-338065,10430,SC,35.0299,-82.1038,Planted/Cultivated,No,Yes,5.1,0.05,35,20.3,0.6,79,3.94,210
C-337608,9038,ID,42.4186,-114.6612,Shrubland,No,No,5.1,0.4,36,18.8,0.1,81,2.72,705
C-337575,9646,MT,48.3522,-113.669,Forested,No,No,5.1,0.05,36,14.1,0.2,57,2.78,379
C-337614,10926,UT,39.3593,-109.0588,Shrubland,No,No,5.1,0.2,36,16.6,0.1,52,1.93,396
C-337620,11150,WY,42.586,-108.7533,Forested,No,No,5.1,0.2,36,24.4,0.1,64,2.35,941
C-337607,9022,ID,42.3624,-111.7002,Herbaceous ,No,Yes,5.1,0.3,37,18.3,0.1,64,2.08,546
C-337616,11070,WY,44.7714,-106.9066,Herbaceous ,No,Yes,5.1,0.2,37,13.9,0.1,59,2.14,428
C-337605,8942,CO,38.7214,-107.4941,Forested,No,No,5.1,0.9,39,21.9,0.6,104,2.54,758
C-337601,8654,AZ,35.2804,-112.9266,Shrubland,No,No,5.1,0.3,41,10.2,0.2,35,1.37,240
C-337574,9582,MO,37.2056,-93.1915,Planted/Cultivated,No,Yes,5.1,0.2,41,29.1,0.4,39,1.58,1820
C-338059,9326,MN,45.8845,-93.9235,Planted/Cultivated,No,Yes,5.1,0.1,43,13.7,0.3,51,1.96,531
C-338056,8750,CA,32.9608,-114.6319,Barren,No,No,5.1,0.1,46,18.9,0.1,69,3.33,866
C-337621,11182,WY,41.5741,-105.652,Shrubland,No,No,5.1,0.9,48,21.2,0.8,89,2.26,441
C-337571,9390,MN,47.8644,-93.0195,Forested,No,No,5.1,0.4,70,21.7,0.7,110,2.74,1170
C-337572,9454,MN,47.1593,-91.5742,Forested,No,No,5.1,0.4,73,19.6,0.4,143,4.55,1340
C-338060,9662,NC,36.5189,-80.1605,Planted/Cultivated,No,Yes,5.1,0.2,75,26.1,0.7,164,6.98,411
C-337570,9342,MN,47.962,-91.5696,Forested,No,No,5.1,0.7,92,16.4,1.1,145,3.24,2880
C-337597,8558,AZ,34.8209,-111.4247,Forested,No,No,5.1,0.3,208,19.3,0.5,93,5.24,1160
C-337602,8686,AZ,35.2101,-112.6237,Shrubland,No,No,5.1,0.3,230,14.2,0.1,67,4.83,983
C-337600,8622,AZ,33.5137,-109.3169,Forested,No,No,5.1,0.2,345,16.3,0.1,79,5.9,825
C-335438,5358,FL,25.7606,-81.0024,Herbaceous ,No,Yes,5,0.05,3,4.1,0.1,5,0.4,9
C-337546,6766,NV,38.296,-115.8704,Shrubland,No,No,5,0.1,6,21.1,0.1,40,1.26,297
C-337985,5566,ID,44.3689,-115.2778,Forested,No,No,5,0.05,11,18.1,0.1,56,1.58,332
C-337556,7246,TX,27.7701,-99.007,Shrubland,No,No,5,0.2,13,13.3,0.1,35,1.3,240
C-337992,6510,NE,41.231,-102.9994,Planted/Cultivated,No,Yes,5,0.3,16,20.8,0.3,65,2.11,525
C-337547,6830,NY,43.3958,-74.7996,Forested,No,No,5,0.4,16,66.5,1.1,46,2.7,380
C-337553,7022,OR,44.4304,-118.1413,Shrubland,No,No,5,0.4,18,16.4,0.1,70,2.92,833
C-337561,7534,UT,37.4634,-111.9504,Shrubland,No,No,5,0.1,18,13.1,0.1,32,1.14,260
C-337545,6718,NV,41.5601,-118.7335,Shrubland,No,No,5,0.3,19,14.2,0.1,61,2.94,812
C-335472,4926,AR,34.1169,-92.2394,Developed,Yes,No,5,0.1,20,23.6,0.3,65,1.02,153
C-337996,7102,TX,32.3279,-100.9317,Shrubland,No,No,5,0.1,20,12.2,0.1,40,1.58,190
C-335444,5806,MI,43.0273,-84.4888,Herbaceous ,No,Yes,5,0.3,21,12.9,0.3,43,1.51,402
C-337555,7086,TN,35.6519,-88.8448,Forested,No,No,5,0.05,21,12.6,0.3,43,1.46,627
C-337593,8318,WY,43.4219,-105.2894,Shrubland,No,No,5,0.2,22,15.2,0.1,45,1.41,209
C-335455,6702,NM,35.5652,-108.0855,Shrubland,No,No,5,0.1,24,14.8,0.1,45,1.71,250
C-337997,7278,TX,33.7397,-101.9566,Planted/Cultivated,No,Yes,5,0.2,24,14.8,0.3,49,1.77,319
C-337560,7406,UT,37.766,-113.7214,Shrubland,No,No,5,0.4,24,18.2,0.1,56,1.78,456
C-335452,6382,MT,47.9756,-108.1159,Herbaceous ,No,Yes,5,0.2,25,11.2,0.3,39,1.48,311
C-337994,6846,OK,34.7565,-96.0387,Planted/Cultivated,No,Yes,5,0.05,26,14.2,0.4,17,1.11,257
C-337999,7614,VA,37.1961,-80.3241,Forested,No,No,5,0.1,26,153,0.4,69,1.56,1850
C-337549,6958,OR,43.8078,-119.4912,Forested,No,No,5,0.4,27,23.5,0.1,149,3.53,1340
C-335473,4942,AZ,36.0545,-114.046,Shrubland,No,No,5,0.2,28,24.1,0.1,47,2.55,472
C-338055,8302,WY,44.3525,-106.5311,Shrubland,No,No,5,0.3,28,15.6,0.5,57,1.5,302
C-335453,6574,NM,36.8446,-105.6765,Shrubland,No,No,5,0.3,29,19.6,0.1,70,2.68,705
C-337550,6974,OR,44.2103,-118.5048,Forested,No,No,5,0.3,29,15.1,0.1,134,5.03,1160
C-337592,8110,WY,43.5787,-104.6579,Herbaceous ,No,Yes,5,0.2,29,13.3,0.1,41,1.31,277
C-337554,7054,TN,35.8203,-85.4205,Developed,Yes,No,5,0.2,30,13.8,0.2,53,1.49,664
C-337559,7342,UT,39.6775,-113.0293,Herbaceous ,No,Yes,5,0.3,30,28.3,0.1,51,1.57,641
C-337590,7982,WV,38.9265,-79.9043,Forested,No,No,5,0.2,30,25.7,0.7,47,1.72,310
C-337591,8046,WY,43.6402,-107.4446,Shrubland,No,No,5,0.4,30,17.9,0.2,61,1.74,550
C-335437,5294,CO,38.1867,-102.2015,Herbaceous ,No,Yes,5,0.4,31,21.7,0.3,65,2.27,453
C-337991,6254,MT,45.9916,-106.3696,Shrubland,No,No,5,0.2,32,13.3,0.1,45,1.25,253
C-335477,5230,CO,39.4451,-103.8962,Herbaceous ,No,Yes,5,0.6,33,30.4,0.4,74,1.89,480
C-335436,5246,CO,37.5335,-107.806,Forested,No,No,5,0.6,33,32.7,0.1,106,2.72,1150
C-335454,6638,NM,32.485,-104.793,Shrubland,No,No,5,0.3,33,16.3,0.3,49,1.98,356
C-335448,5966,MO,37.4375,-94.5695,Herbaceous ,No,Yes,5,0.2,34,24.9,0.4,33,1.19,276
C-335450,6222,MO,36.7595,-93.4359,Planted/Cultivated,No,Yes,5,0.2,34,20.4,0.3,45,1.31,2060
C-335442,5614,ID,42.6767,-115.9072,Shrubland,No,No,5,0.3,36,20.3,0.1,91,3.32,836
C-338000,7870,WV,37.3145,-81.222,Forested,No,No,5,0.05,36,16.1,0.4,45,2,746
C-335441,5550,ID,43.6163,-112.0427,Planted/Cultivated,No,Yes,5,0.5,38,17.6,0.1,81,2.11,544
C-335440,5486,ID,42.4968,-115.9127,Shrubland,No,No,5,0.4,39,18.7,0.1,101,3.78,950
C-337998,7358,UT,39.9799,-109.6902,Shrubland,No,No,5,0.2,39,20.4,0.1,36,1.63,441
C-337558,7294,TX,33.2079,-94.5536,Forested,No,No,5,0.05,40,12.3,0.9,26,3.65,184
C-337987,5678,KS,38.4933,-98.9874,Planted/Cultivated,No,Yes,5,0.4,42,21.2,0.4,74,1.73,332
C-337988,5694,KY,37.2852,-88.3342,Forested,No,No,5,0.4,42,19.5,0.5,57,1.36,2340
C-337990,6078,MO,39.1893,-92.9201,Planted/Cultivated,No,Yes,5,0.3,42,18.5,0.4,48,1.61,586
C-335474,4974,AZ,35.3291,-113.9767,Shrubland,No,No,5,0.2,43,24.9,0.1,70,3.42,748
C-335449,6062,MO,39.0094,-90.9275,Forested,No,No,5,0.5,43,26.3,0.4,59,1.73,1720
C-337993,6590,NM,36.5568,-105.7712,Shrubland,No,No,5,0.2,43,17.2,0.2,71,3.03,691
C-335443,5742,LA,30.0683,-89.8363,Forested,No,No,5,0.3,45,26.8,0.3,70,1.87,571
C-337563,7742,WA,46.3225,-117.0436,Herbaceous ,No,Yes,5,0.2,45,15.9,0.1,89,4.23,856
C-337989,5822,MN,43.6155,-93.9604,Planted/Cultivated,No,Yes,5,0.5,46,15.5,0.6,80,2.08,579
C-335451,6318,MT,45.7445,-109.9972,Shrubland,No,No,5,0.2,47,14.9,0.2,98,4.59,942
C-337552,6990,OR,44.6873,-117.1053,Herbaceous ,No,Yes,5,0.2,47,10.6,0.1,97,5.21,1210
C-337589,7854,WI,43.4209,-88.9448,Herbaceous ,No,Yes,5,0.1,47,17.8,0.3,61,3.08,803
C-335476,5038,CA,34.371,-114.52,Barren,No,No,5,0.2,55,19.6,0.1,72,3.58,606
C-337984,5054,CA,40.467,-124.132,Herbaceous ,No,Yes,5,0.1,61,14.9,0.2,78,3.28,684
C-335445,5854,MN,47.5014,-93.6915,Planted/Cultivated,No,Yes,5,0.2,68,23.5,0.6,78,2.58,1090
C-337562,7598,VA,36.6791,-78.8306,Forested,No,No,5,0.05,68,34.2,0.9,34,3.36,3170
C-337548,6894,OR,44.7659,-117.5492,Shrubland,No,No,5,0.4,80,11.7,0.1,78,3.74,891
C-335446,5934,MN,48.479,-96.9098,Planted/Cultivated,No,Yes,5,0.4,81,15.2,0.3,102,3.46,468
C-337564,7790,WA,47.193,-122.4554,Planted/Cultivated,No,Yes,5,0.3,82,24.7,0.1,103,2.68,573
C-335475,5006,AZ,33.8263,-109.4923,Forested,No,No,5,0.3,98,28.6,0.3,120,5.36,2050
C-335462,4526,TX,26.9919,-99.1627,Herbaceous ,No,Yes,4.9,0.1,6,10,0.1,18,0.87,165
C-335463,4590,TX,28.3688,-97.6995,Planted/Cultivated,No,Yes,4.9,0.2,9,12.6,0.2,30,0.81,200
C-335464,4670,TX,28.9045,-97.8772,Planted/Cultivated,No,Yes,4.9,0.05,11,10.9,0.1,25,1,104
C-335489,3502,NM,35.3536,-105.3096,Herbaceous ,No,Yes,4.9,0.3,15,17.2,0.1,31,1.37,287
C-335490,3566,NV,40.9505,-117.8492,Shrubland,No,No,4.9,0.4,15,22.4,0.1,52,1.51,323
C-335459,4334,TX,26.4577,-97.7975,Planted/Cultivated,No,Yes,4.9,0.05,15,12.1,0.1,36,1.22,218
C-335503,1518,CA,34.9288,-120.5233,Planted/Cultivated,No,Yes,4.9,0.4,16,21.4,0.1,61,1.71,294
C-337932,3518,NM,36.6051,-108.9209,Shrubland,No,No,4.9,0.1,16,15.6,0.3,43,1.75,181
C-335488,3438,NM,36.071,-108.3213,Shrubland,No,No,4.9,0.3,17,18.8,0.1,54,2.04,386
C-335480,2862,MT,48.0573,-105.2254,Shrubland,No,No,4.9,0.1,18,8.5,0.1,35,1.41,253
C-337934,4206,SD,44.375,-97.5319,Planted/Cultivated,No,Yes,4.9,0.3,19,12.9,0.3,41,1.33,1900
C-335461,4478,TX,31.6183,-98.8885,Planted/Cultivated,No,Yes,4.9,0.2,19,10.1,0.1,32,1.43,326
C-335466,4718,TX,32.3258,-99.5003,Planted/Cultivated,No,Yes,4.9,0.1,19,10.6,0.1,27,1.17,169
C-335518,2798,MT,48.1773,-110.2017,Herbaceous ,No,Yes,4.9,0.3,20,11,0.3,50,1.26,287
C-335460,4430,TX,31.2234,-102.6203,Shrubland,No,No,4.9,0.3,21,13.4,0.8,52,1.46,368
C-337982,4654,TX,32.4418,-95.0601,Forested,No,No,4.9,0.05,21,20.4,0.4,32,1.41,74
C-335504,1646,DE,39.0333,-75.4846,Planted/Cultivated,No,Yes,4.9,0.1,23,22.1,0.2,39,1.32,294
C-337933,3774,OR,44.1723,-118.7433,Forested,No,No,4.9,0.3,23,17.5,0.1,94,2.78,1130
C-335482,2926,ND,46.1614,-98.0889,Planted/Cultivated,No,Yes,4.9,0.3,24,12,0.2,54,1.32,872
C-335484,3198,NE,42.8268,-102.8941,Herbaceous ,No,Yes,4.9,0.2,24,20,0.3,60,2.19,499
C-335492,3646,OK,35.6937,-97.2839,Planted/Cultivated,No,Yes,4.9,0.05,25,11.1,0.1,18,1.36,252
C-335485,3246,NM,35.1853,-108.2835,Forested,No,No,4.9,0.1,26,18.6,0.1,32,1.73,666
C-337981,4462,TX,33.2707,-98.0233,Planted/Cultivated,No,Yes,4.9,0.1,26,14.9,0.3,32,1.65,423
C-335513,2478,MN,46.6749,-94.5853,Forested,No,No,4.9,0.2,27,13.6,0.2,51,1.31,1560
C-335498,3982,PA,39.8593,-78.1557,Forested,No,No,4.9,0.3,28,36.2,0.9,60,0.91,969
C-337922,1470,AZ,34.5154,-109.7206,Shrubland,No,No,4.9,0.1,29,22.2,0.1,37,2.57,315
C-337924,1598,CO,37.9791,-108.2595,Forested,No,No,4.9,0.3,29,26.1,0.2,61,1.8,679
C-337926,2414,MI,43.1668,-84.2889,Planted/Cultivated,No,Yes,4.9,0.4,29,16.7,0.6,73,1.77,150
C-337931,3262,NM,33.7995,-106.1892,Shrubland,No,No,4.9,0.5,29,15.7,0.4,53,1.82,349
C-335517,2734,MS,33.5338,-89.5913,Planted/Cultivated,No,Yes,4.9,0.05,30,13.2,0.2,34,1.64,175
C-337928,2494,MN,47.3334,-92.9411,Forested,No,No,4.9,0.2,31,14.9,0.6,31,1.64,638
C-335483,3182,NE,40.3889,-97.8636,Planted/Cultivated,No,Yes,4.9,0.9,31,70.3,0.4,111,1.57,397
C-335506,1838,IA,42.9379,-93.7079,Planted/Cultivated,No,Yes,4.9,0.4,32,17.8,0.5,41,1.88,1530
C-335512,2286,LA,30.0992,-92.6643,Planted/Cultivated,No,Yes,4.9,0.05,32,15.2,0.4,14,1.1,590
C-337929,2622,MN,46.2082,-96.2221,Planted/Cultivated,No,Yes,4.9,0.2,33,12.9,0.5,48,1.49,586
C-335491,3630,NY,43.0627,-78.7761,Planted/Cultivated,No,Yes,4.9,0.4,33,21.3,0.4,98,2.31,297
C-335505,1710,IA,41.3027,-92.8482,Planted/Cultivated,No,Yes,4.9,0.2,34,20.6,0.3,45,1.36,767
C-335467,4782,UT,39.6879,-112.9897,Barren,No,No,4.9,0.5,36,22.6,0.1,61,2.14,675
C-335481,2894,ND,47.0995,-103.7399,Herbaceous ,No,Yes,4.9,0.3,37,13.1,0.4,68,2.34,568
C-335495,3758,OK,35.95,-97.102,Planted/Cultivated,No,Yes,4.9,0.1,37,15.8,0.3,35,1.62,300
C-335496,3886,OR,42.0566,-124.1021,Forested,No,No,4.9,0.05,37,9.4,0.3,52,2.32,472
C-335468,4830,WI,45.0283,-90.5239,Planted/Cultivated,No,Yes,4.9,0.2,37,16.6,0.5,56,2.25,969
C-335516,2670,MO,36.6603,-91.2902,Planted/Cultivated,No,Yes,4.9,0.1,39,24.7,0.4,35,1.39,1700
C-337930,2750,MT,45.3104,-105.6042,Herbaceous ,No,Yes,4.9,0.3,39,16.1,0.1,72,1.99,351
C-335510,1966,KS,39.3373,-101.2421,Planted/Cultivated,No,Yes,4.9,0.4,40,20.3,0.4,73,1.96,544
C-337858,2126,KY,36.6935,-86.7741,Planted/Cultivated,No,Yes,4.9,0.1,40,18.1,0.4,45,1.77,1470
C-335493,3694,OK,35.7858,-99.2269,Planted/Cultivated,No,Yes,4.9,0.05,42,11.9,0.2,40,1.89,334
C-335469,4846,WV,39.0075,-80.8686,Forested,No,No,4.9,0.3,42,32.5,0.6,106,2.91,2040
C-335458,4014,PA,40.7378,-78.415,Forested,No,No,4.9,0.1,45,21.9,0.6,78,2.11,938
C-335487,3310,NM,32.9392,-106.0155,Shrubland,No,No,4.9,0.3,46,14.6,0.1,87,2.82,537
C-337923,1582,CO,37.4467,-107.7396,Forested,No,No,4.9,0.7,49,22.1,0.3,127,2.42,618
C-335515,2542,MN,44.3364,-94.7039,Planted/Cultivated,No,Yes,4.9,0.4,49,15.7,0.5,78,2.08,519
C-335471,4910,WY,43.5108,-110.6435,Shrubland,No,No,4.9,0.6,49,27.6,0.1,105,2.51,760
C-335511,2222,LA,30.0146,-91.1855,Developed,Yes,No,4.9,0.3,52,16,0.4,74,2.47,380
C-335508,1854,ID,42.801,-111.3519,Forested,No,No,4.9,2.4,53,22.4,0.8,168,1.47,635
C-337925,2158,KY,38.6551,-84.3992,Planted/Cultivated,No,Yes,4.9,0.05,53,12.1,0.2,80,4.26,684
C-335497,3950,PA,39.7638,-76.3469,Forested,No,No,4.9,0.05,53,34.4,0.8,57,4.34,884
C-337857,1870,ID,42.3949,-115.884,Shrubland,No,No,4.9,0.4,59,19.2,0.1,95,4.17,1230
C-337983,4798,WA,46.6455,-123.6614,Developed,Yes,No,4.9,0.3,66,15.9,0.6,82,3.75,643
C-335509,1902,ID,44.4219,-114.1133,Shrubland,No,No,4.9,0.4,319,17.9,0.3,86,4.04,1100
C-314232,9996,ID,44.6658,-115.6569,Forested,No,No,4.8,0.3,7,16.2,0.1,85,1.69,1010
C-337917,574,TX,31.693,-105.5063,Shrubland,No,No,4.8,0.1,10,13.8,0.1,30,1.43,206
C-337089,494,TX,31.3447,-97.9638,Planted/Cultivated,No,Yes,4.8,0.2,11,8.2,0.2,23,0.96,258
C-337045,13088,NM,36.2488,-108.8104,Shrubland,No,No,4.8,0.05,13,12.1,0.1,30,1.28,181
C-337090,622,TX,30.2335,-98.6368,Planted/Cultivated,No,Yes,4.8,0.1,14,13.2,0.1,26,1.1,254
C-337919,958,UT,37.6529,-111.9889,Shrubland,No,No,4.8,0.3,16,15.6,0.4,42,1.76,278
C-337056,12640,NM,32.9031,-107.0008,Shrubland,No,No,4.8,0.3,17,18.6,0.1,53,2.08,426
C-337084,334,OR,42.1129,-119.1134,Shrubland,No,No,4.8,0.2,17,16.2,0.1,106,2.81,873
C-314188,8652,CO,39.9565,-104.4443,Planted/Cultivated,No,Yes,4.8,0.2,19,25.2,0.1,46,1.69,297
C-337088,430,SD,43.3785,-104.0132,Herbaceous ,No,Yes,4.8,0.2,19,14.3,0.4,52,1.25,277
C-314220,12748,NM,33.0791,-104.6044,Shrubland,No,No,4.8,0.4,20,18,0.1,65,2.08,513
C-337918,702,TX,29.2619,-98.577,Herbaceous ,No,Yes,4.8,0.2,20,9.8,0.1,35,1.48,260
C-337092,750,TX,32.6228,-101.0206,Herbaceous ,No,Yes,4.8,0.2,20,15.2,0.2,38,1.54,512
C-337856,1150,WA,46.6636,-118.2267,Herbaceous ,No,Yes,4.8,0.1,20,12.2,0.1,63,3.25,603
C-315085,10700,KS,37.1993,-99.7473,Herbaceous ,No,Yes,4.8,0.2,21,15.7,0.2,31,1.38,282
