A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-300997,6616,ND,46.4573,-100.2293,Herbaceous ,No,Yes,5.7,0.2,45,13.3,0.3,59,1.78,310
C-322910,3867,IA,42.024,-93.2704,Planted/Cultivated,No,Yes,5.7,0.3,46,19.5,0.4,79,2.17,676
C-306797,5659,MD,39.6378,-76.9185,Forested,No,No,5.7,0.2,46,105,1.2,58,3.09,1340
C-306818,4696,KS,38.2832,-99.5476,Planted/Cultivated,No,Yes,5.7,0.4,48,21.5,0.4,77,2.25,498
C-322893,3355,CA,37.5301,-121.9183,Planted/Cultivated,No,Yes,5.7,0.2,50,22.5,0.1,49,1.88,389
C-301032,8408,WY,44.6756,-108.6743,Shrubland,No,No,5.7,0.3,50,19.5,0.1,73,2.07,432
C-306800,5147,LA,29.9105,-90.7726,Planted/Cultivated,No,Yes,5.7,0.2,51,18.4,0.4,65,2.23,443
C-300981,4184,ID,46.4223,-115.8883,Forested,No,No,5.7,0.05,57,19,0.1,89,4.2,904
C-301200,8475,WY,41.624,-110.9207,Shrubland,No,No,5.7,0.8,64,18.7,0.1,75,1.39,310
C-322897,2955,AZ,34.1524,-109.8926,Forested,No,No,5.7,0.2,189,31.9,0.2,68,4.21,759
C-340208,10558,CA,37.8168,-118.7068,Shrubland,No,No,5.6,0.2,2,30.5,0.1,46,0.9,395
C-301017,1880,TX,29.9786,-103.57,Shrubland,No,No,5.6,0.2,11,17.9,0.1,124,4.76,1170
C-322891,2139,TX,30.1077,-94.0084,Planted/Cultivated,No,Yes,5.6,0.05,14,23.4,0.4,26,0.83,63
C-340189,9598,AR,34.2266,-92.4271,Herbaceous ,No,Yes,5.6,0.05,18,11.4,0.1,22,0.67,963
C-339498,10841,CA,33.204,-115.446,Barren,No,No,5.6,0.2,18,14.5,0.3,41,1.67,303
C-322903,283,NM,34.8331,-108.6391,Shrubland,No,No,5.6,0.2,18,17.8,0.1,38,1.78,351
C-340121,11198,ID,44.4551,-115.0985,Forested,No,No,5.6,0.1,19,18.4,0.1,67,1.97,425
C-323091,12670,ND,47.7656,-101.1201,Herbaceous ,No,Yes,5.6,0.2,19,12.4,0.4,48,1.7,527
C-301206,1563,SD,44.8518,-102.1095,Herbaceous ,No,Yes,5.6,0.1,19,11.5,0.3,40,1.48,341
C-322899,2331,TX,28.5142,-98.9267,Planted/Cultivated,No,Yes,5.6,0.3,20,13.4,0.1,52,1.68,272
C-339504,11865,MA,42.1933,-70.8383,Forested,No,No,5.6,0.05,21,92.2,0.7,26,1.22,194
C-323081,12270,MI,43.4148,-84.7331,Forested,No,No,5.6,0.3,21,12.5,0.4,37,1,158
C-301033,2248,TX,30.3554,-96.0932,Planted/Cultivated,No,Yes,5.6,0.05,21,18.5,0.3,27,1.18,591
C-323001,13182,NH,42.7648,-71.2306,Forested,No,No,5.6,0.1,22,42.8,0.1,47,1.07,346
C-301038,600,NV,38.1802,-114.9493,Shrubland,No,No,5.6,0.2,22,14.1,0.1,47,1.53,559
C-300978,152,NM,34.7279,-105.9783,Herbaceous ,No,Yes,5.6,0.2,24,12.6,0.1,51,1.69,412
C-321844,11646,LA,30.4027,-92.3621,Planted/Cultivated,No,Yes,5.6,0.05,26,18,0.3,21,1,478
C-300986,344,NV,39.4837,-114.4205,Shrubland,No,No,5.6,0.3,26,14.8,0.1,44,1.46,387
C-301209,1480,SD,43.2522,-101.9038,Planted/Cultivated,No,Yes,5.6,0.2,26,16.3,0.3,63,1.73,461
C-340126,12478,MO,37.7053,-90.9149,Forested,No,No,5.6,0.3,28,95.6,0.3,67,1.11,565
C-322886,1931,TX,30.1923,-104.2799,Herbaceous ,No,Yes,5.6,0.2,28,17.7,0.2,108,4.74,801
C-306796,2587,WV,39.2943,-79.1574,Forested,No,No,5.6,0.2,28,44.6,0.9,49,1.35,656
C-301208,907,OK,36.8974,-95.8745,Planted/Cultivated,No,Yes,5.6,0.5,29,24.7,0.3,72,1.46,129
C-323382,11246,ID,43.2916,-115.2887,Herbaceous ,No,Yes,5.6,0.2,31,27.9,0.1,67,2.41,633
C-322928,715,NV,41.6676,-114.9934,Shrubland,No,No,5.6,0.8,31,23.5,0.1,89,2.34,543
C-322912,1819,TN,35.6851,-89.192,Forested,No,No,5.6,0.3,32,21,0.4,50,1.27,1780
C-339494,13145,NE,41.5475,-99.0869,Planted/Cultivated,No,Yes,5.6,0.4,33,18.7,0.1,70,2.06,356
C-301040,856,OK,36.1309,-95.6039,Planted/Cultivated,No,Yes,5.6,0.3,33,13.6,0.3,47,1.59,337
C-322921,1307,OR,42.411,-117.6117,Shrubland,No,No,5.6,0.3,34,18.9,0.1,86,3.71,927
C-323384,11326,ID,42.1548,-111.2663,Herbaceous ,No,Yes,5.6,0.5,35,16,0.5,74,1.64,651
C-339495,12697,ND,47.1387,-97.813,Planted/Cultivated,No,Yes,5.6,0.4,35,18.7,0.6,82,1.82,853
C-323095,13118,NE,40.8412,-99.5406,Planted/Cultivated,No,Yes,5.6,0.3,35,21.5,0.2,60,2.17,353
C-300991,1560,SD,45.0116,-98.9296,Planted/Cultivated,No,Yes,5.6,0.2,35,13.8,0.3,47,1.56,593
C-322887,2843,WY,41.0563,-111.0119,Shrubland,No,No,5.6,0.8,35,22.2,0.1,76,1.64,565
C-323093,9561,AL,33.7451,-86.4163,Planted/Cultivated,No,Yes,5.6,0.05,37,12.9,0.6,29,1.37,334
C-306806,1368,PA,39.9703,-75.1194,Developed,Yes,No,5.6,0.2,38,71.5,0.1,61,2.54,216
C-340196,10302,AZ,32.0223,-109.9066,Herbaceous ,No,Yes,5.6,0.6,39,31.9,0.2,98,2.56,755
C-340195,11582,KS,38.7707,-101.6757,Herbaceous ,No,Yes,5.6,0.3,39,22.5,0.4,68,2.33,493
C-323498,9817,AR,35.5482,-91.5798,Developed,Yes,No,5.6,0.05,40,21.4,0.4,27,1.38,1130
C-340116,11353,KS,38.8295,-97.6391,Developed,Yes,No,5.6,0.5,40,28.3,0.5,75,1.72,461
C-339500,11417,KS,38.9639,-101.3692,Planted/Cultivated,No,Yes,5.6,0.7,40,22.2,0.4,67,2.42,531
C-323496,12889,ND,46.925,-96.8595,Planted/Cultivated,No,Yes,5.6,0.5,40,15.3,0.4,67,1.72,1450
C-301028,2584,UT,39.4752,-110.2473,Shrubland,No,No,5.6,0.4,40,23.8,0.1,72,1.99,399
C-301026,2840,WY,44.7568,-106.1996,Herbaceous ,No,Yes,5.6,0.4,40,17.8,0.1,57,1.84,394
C-338796,12441,MN,44.7382,-95.3656,Planted/Cultivated,No,Yes,5.6,0.4,41,12.7,0.9,59,1.76,656
C-306815,539,NV,41.6713,-117.5543,Shrubland,No,No,5.6,0.4,41,15.8,0.1,109,4.71,1020
C-340191,10222,AZ,34.8367,-112.6186,Shrubland,No,No,5.6,0.3,42,31.9,0.1,64,2.79,573
C-340128,12158,ME,45.8467,-69.0594,Forested,No,No,5.6,0.2,44,24.1,0.3,59,2.66,638
C-301031,1624,TN,36.0905,-86.4185,Developed,Yes,No,5.6,0.1,44,26.6,0.3,65,2.2,1340
C-301024,2392,UT,41.803,-111.3555,Planted/Cultivated,No,Yes,5.6,0.5,44,19,0.1,77,2.12,624
C-301003,2648,WV,37.715,-80.8361,Forested,No,No,5.6,0.05,44,24.3,0.3,45,1.91,1190
C-340108,12633,MT,46.7433,-104.2346,Herbaceous ,No,Yes,5.6,0.3,46,16.8,0.1,70,2.11,527
C-323098,10329,CA,38.758,-120.658,Forested,No,No,5.6,0.05,47,21.6,0.3,71,4.04,576
C-340203,12606,MS,32.3753,-89.5515,Forested,No,No,5.6,0.05,48,28.5,0.6,43,2.12,1870
C-338786,11609,LA,31.2291,-91.8724,Forested,No,No,5.6,0.2,60,20,0.4,72,2.64,376
C-322838,11134,CA,36.171,-118.6291,Forested,No,No,5.6,0.2,65,24.9,0.1,107,4.5,1010
C-322902,795,NY,43.4463,-73.4509,Forested,No,No,5.6,0.1,68,17.3,0.1,98,3.93,742
C-340118,10174,AZ,34.65,-113.3945,Shrubland,No,No,5.6,0.05,72,34.5,0.1,84,4.48,652
C-300984,1240,OR,44.498,-118.187,Shrubland,No,No,5.6,0.3,85,19.9,0.1,89,4.43,914
C-340190,10622,CA,36.3847,-120.3673,Non-Natural Woody,No,No,5.6,0.2,101,30.5,0.2,118,2.57,464
C-323080,10585,CA,38.616,-121.143,Herbaceous ,No,Yes,5.6,0.05,269,20.9,0.8,83,2.65,379
C-323085,5209,CA,37.8276,-118.6544,Shrubland,No,No,5.5,0.05,3,27.3,0.1,41,1.19,436
C-321839,5465,ID,45.1019,-116.2846,Forested,No,No,5.5,0.1,6,7.6,0.1,68,1.78,655
C-340202,9198,TX,30.4155,-99.3464,Planted/Cultivated,No,Yes,5.5,0.2,13,9.9,0.2,30,1.19,347
C-340125,5182,AZ,34.2356,-110.1026,Forested,No,No,5.5,0.05,15,14.9,0.1,22,1.1,284
C-323089,5502,ID,42.2447,-116.0286,Shrubland,No,No,5.5,0.4,19,33.6,0.1,80,2.61,799
C-323097,7230,ND,46.6787,-100.5266,Herbaceous ,No,Yes,5.5,0.1,19,9.2,0.1,39,1.16,191
C-340115,9534,WY,43.8006,-104.5426,Shrubland,No,No,5.5,0.2,20,15.7,0.3,46,1.43,319
C-338780,7513,NM,35.3179,-105.7185,Forested,No,No,5.5,0.2,21,17.7,0.1,57,2.17,424
C-338783,8793,TX,31.4335,-95.0866,Forested,No,No,5.5,0.1,21,18.1,0.3,17,1.07,985
C-340207,5102,AZ,34.8053,-110.6384,Shrubland,No,No,5.5,0.2,22,14.9,0.2,43,1.91,450
C-340113,7486,NE,42.8573,-103.5487,Planted/Cultivated,No,Yes,5.5,0.4,22,18.2,0.2,53,1.82,578
C-338794,8025,NV,41.9105,-119.2135,Shrubland,No,No,5.5,0.5,22,20.2,0.1,89,2.66,1480
C-323490,7769,NM,34.9125,-105.1546,Shrubland,No,No,5.5,0.2,23,13.3,0.1,45,2,293
C-338782,8281,OH,39.1773,-83.9862,Planted/Cultivated,No,Yes,5.5,0.2,26,25.7,0.3,61,1.23,225
C-322843,5310,CO,37.2699,-106.873,Forested,No,No,5.5,0.3,27,24.1,0.3,64,2.41,1150
C-321836,6745,MT,48.7433,-110.1722,Herbaceous ,No,Yes,5.5,0.3,27,15.6,0.2,82,1.67,419
C-338785,6297,MI,43.7027,-82.7701,Planted/Cultivated,No,Yes,5.5,0.3,28,16,0.3,59,2.05,291
C-322841,8062,NY,42.4959,-73.535,Forested,No,No,5.5,0.2,29,102,0.3,106,2.68,797
C-340119,9278,UT,37.7639,-109.7709,Forested,No,No,5.5,0.2,29,17.8,0.2,39,1.65,739
C-340130,5950,KS,39.8486,-95.3716,Planted/Cultivated,No,Yes,5.5,0.1,30,17.6,0.2,37,1.73,412
C-340205,6782,ND,47.038,-99.9324,Herbaceous ,No,Yes,5.5,0.3,30,13.4,0.4,62,1.74,973
C-340107,7257,NE,40.4961,-97.7853,Herbaceous ,No,Yes,5.5,0.5,30,21.6,0.5,52,1.75,489
C-340206,6126,KY,37.874,-83.6725,Forested,No,No,5.5,0.1,31,10.9,0.2,36,1.74,324
C-340120,8382,OK,34.2186,-98.7352,Planted/Cultivated,No,Yes,5.5,0.2,31,26,0.1,48,1.64,309
C-339492,7321,NE,41.1938,-97.4448,Planted/Cultivated,No,Yes,5.5,0.6,32,23.6,0.4,67,1.8,488
C-323495,8345,OH,41.0995,-83.2998,Planted/Cultivated,No,Yes,5.5,0.3,32,20.9,0.4,77,2.04,262
C-338787,4697,AR,35.3977,-91.551,Developed,Yes,No,5.5,0.05,33,12,0.4,50,1.28,193
C-323090,5758,IN,39.4393,-85.8056,Planted/Cultivated,No,Yes,5.5,0.3,33,21.2,0.3,71,1.79,715
C-339493,8601,SD,44.9365,-101.4297,Planted/Cultivated,No,Yes,5.5,0.2,33,12.8,0.4,63,1.98,478
C-323497,9369,WA,47.4422,-117.368,Planted/Cultivated,No,Yes,5.5,0.2,33,25.9,0.1,97,3.02,752
C-340112,5438,CO,37.4033,-106.1798,Shrubland,No,No,5.5,0.3,34,19.1,0.1,77,3.39,840
C-340188,6526,MO,37.9307,-93.396,Planted/Cultivated,No,Yes,5.5,0.1,34,20.2,0.4,22,1.3,484
C-340193,8510,OR,43.3386,-119.6765,Shrubland,No,No,5.5,0.3,35,15.5,0.1,81,3.82,910
C-323084,8537,PA,40.1427,-79.5235,Planted/Cultivated,No,Yes,5.5,0.5,36,30.3,0.7,91,1.83,579
C-340209,6462,MO,37.1774,-90.321,Developed,Yes,No,5.5,0.1,38,21.3,0.3,59,1.53,858
C-339496,5977,KS,38.4922,-100.7963,Planted/Cultivated,No,Yes,5.5,0.4,40,22.1,0.1,69,2.38,453
C-323083,7150,ND,48.8803,-100.2465,Planted/Cultivated,No,Yes,5.5,0.4,40,13.9,0.5,61,1.8,1030
C-338792,6233,ME,45.3185,-68.0663,Forested,No,No,5.5,0.05,41,26,0.4,29,2.03,294
C-321838,7550,NM,36.8899,-106.7639,Herbaceous ,No,Yes,5.5,0.2,42,16.1,0.4,91,2.46,244
C-340204,9406,WV,37.8087,-81.9172,Forested,No,No,5.5,0.2,45,21.1,0.7,83,3.08,537
C-338793,5273,CA,36.1099,-119.0791,Planted/Cultivated,No,Yes,5.5,0.2,46,22,0.1,100,2.98,659
C-338789,6489,MO,37.1122,-89.5345,Developed,Yes,No,5.5,0.2,46,22.1,0.1,49,1.83,467
C-339499,4505,AR,33.8135,-94.0501,Herbaceous ,No,Yes,5.5,0.1,49,14.8,0.4,50,1.37,387
C-323493,5721,IL,41.5848,-90.1458,Planted/Cultivated,No,Yes,5.5,0.5,52,22.4,0.4,98,3.12,1150
C-340200,6206,ME,45.1295,-70.7638,Forested,No,No,5.5,0.2,91,26.9,0.1,57,2.63,523
C-321840,2366,NM,36.631,-107.3919,Shrubland,No,No,5.4,0.1,13,16.8,0.1,68,1.78,287
C-340197,2430,NY,43.444,-76.0362,Forested,No,No,5.4,0.2,14,84,1,40,1.39,146
C-350932,12652,AZ,32.5669,-111.758,Shrubland,No,No,5.4,0.1,17,22.8,0.1,39,1.81,361
C-338779,1177,MI,43.0588,-83.666,Herbaceous ,No,Yes,5.4,0.2,19,17.7,0.1,45,1.42,273
C-323086,3417,TX,30.5982,-104.4889,Shrubland,No,No,5.4,0.2,19,18.2,0.1,97,3.28,663
C-350933,12700,CA,34.1391,-118.6026,Shrubland,No,No,5.4,1,20,16.1,0.5,69,2.58,396
C-340122,1982,MT,48.9175,-109.4041,Barren,No,No,5.4,0.1,20,11.3,0.3,40,1.27,303
C-321830,3454,TX,32.0818,-100.6411,Planted/Cultivated,No,Yes,5.4,0.1,20,11.7,0.2,32,1.51,288
C-321829,3673,TX,29.0105,-95.5973,Forested,No,No,5.4,0.2,21,14.6,0.1,55,1.79,302
C-322988,190,KS,37.1471,-99.6471,Planted/Cultivated,No,Yes,5.4,0.2,24,15.9,0.1,32,1.67,265
C-323491,2649,NY,42.855,-77.1151,Planted/Cultivated,No,Yes,5.4,0.4,24,19.5,0.3,88,2,773
C-322848,3966,TX,31.8504,-98.0871,Planted/Cultivated,No,Yes,5.4,0.2,24,11.1,0.4,22,1.4,197
C-339491,153,IL,39.7917,-90.6572,Planted/Cultivated,No,Yes,5.4,0.4,26,22.4,0.3,91,1.35,865
C-338790,2393,NV,39.3984,-115.0775,Shrubland,No,No,5.4,0.3,28,17.8,0.1,75,2.38,482
C-338795,2201,NM,35.1692,-104.2437,Shrubland,No,No,5.4,0.2,29,14.1,0.1,51,2.09,413
C-323082,1406,MO,40.1823,-93.1944,Herbaceous ,No,Yes,5.4,0.1,30,19.6,0.2,25,1.27,524
C-338781,1817,MT,48.9824,-108.0806,Herbaceous ,No,Yes,5.4,0.2,30,13,0.4,56,1.8,404
C-340106,2030,MT,46.3318,-104.9999,Herbaceous ,No,Yes,5.4,0.2,30,14.3,0.6,60,2.23,487
C-340109,318,KS,37.3515,-101.3438,Planted/Cultivated,No,Yes,5.4,0.4,31,23.6,0.6,82,2.12,402
C-339503,1881,MT,47.4621,-114.7628,Forested,No,No,5.4,0.4,31,22,0.1,118,3,1410
C-340198,2110,NC,35.8701,-76.321,Forested,No,No,5.4,0.1,31,29,0.9,16,0.58,86
C-340114,3161,TN,35.6343,-86.1294,Planted/Cultivated,No,Yes,5.4,0.3,31,19.8,0.5,97,1.33,444
C-340124,2878,OK,36.472,-99.0347,Planted/Cultivated,No,Yes,5.4,0.1,34,15.2,0.3,40,1.81,342
C-322996,3710,TX,28.951,-95.5556,Herbaceous ,No,Yes,5.4,0.2,34,22.1,0.3,70,2.25,339
C-323087,345,KS,38.2001,-99.5269,Planted/Cultivated,No,Yes,5.4,0.4,35,18.9,0.3,74,1.84,414
C-323096,4441,WY,42.8847,-110.9835,Herbaceous ,No,Yes,5.4,1.2,35,21.3,0.1,99,1.63,703
C-340105,62,ID,43.5724,-111.2068,Forested,No,No,5.4,0.8,37,16.8,0.1,104,2.04,857
C-340192,1342,MO,36.7473,-92.2358,Planted/Cultivated,No,Yes,5.4,0.05,37,20.4,0.4,22,1.35,780
C-323494,1625,MO,39.0869,-91.0767,Planted/Cultivated,No,Yes,5.4,0.2,38,22.5,0.3,35,1.45,702
C-339502,409,KS,39.6972,-99.5766,Planted/Cultivated,No,Yes,5.4,0.5,39,18.9,0.3,66,2.12,374
C-338788,601,KS,38.5236,-98.4068,Planted/Cultivated,No,Yes,5.4,0.4,39,26.2,0.3,60,2.15,486
C-340127,3006,OK,36.5639,-97.204,Planted/Cultivated,No,Yes,5.4,0.2,39,20,0.3,47,1.72,473
C-322997,4286,WA,48.5572,-120.3281,Forested,No,No,5.4,0.2,39,8.6,0.1,122,3.92,901
C-350934,13100,ID,42.632,-112.0375,Herbaceous ,No,Yes,5.4,0.4,40,18.5,0.3,74,2.19,599
C-321842,1369,MO,39.7659,-93.2153,Forested,No,No,5.4,0.1,41,18.8,0.3,44,1.62,775
C-323099,3054,OK,36.3686,-96.0637,Planted/Cultivated,No,Yes,5.4,0.3,44,20.5,0.7,86,1.9,328
C-351410,12956,ID,43.18,-113.0121,Shrubland,No,No,5.4,0.4,46,22.9,0.2,76,2.5,564
C-351409,12332,AR,34.9713,-94.165,Forested,No,No,5.4,0.4,47,23.6,0.4,52,2.08,585
C-340129,1086,ME,43.8029,-70.856,Forested,No,No,5.4,0.1,47,33.8,0.1,73,2.92,724
C-350931,12396,AZ,33.7621,-113.2524,Shrubland,No,No,5.4,0.2,51,21.9,0.1,71,3.47,623
C-340199,3390,TN,35.7315,-85.3849,Forested,No,No,5.4,0.4,51,40.1,0.3,91,2.58,1220
C-322851,1214,MN,48.4293,-93.1177,Forested,No,No,5.4,0.3,54,18,0.5,91,2.07,1140
C-340110,4414,WY,41.3813,-109.5071,Shrubland,No,No,5.4,0.2,66,18.7,0.1,71,3.91,542
C-339501,4249,WA,47.7386,-123.0724,Forested,No,No,5.4,0.1,69,9.9,0.1,87,4.36,667
C-322844,1918,MT,45.3874,-109.7554,Forested,No,No,5.4,0.3,76,22.2,0.1,56,1.97,589
C-323092,3134,OR,45.0781,-123.4364,Planted/Cultivated,No,Yes,5.4,0.2,131,9.7,0.4,129,8.12,1150
C-350920,8236,NE,42.4347,-101.2056,Herbaceous ,No,Yes,5.3,0.05,2,10.9,0.1,13,0.39,79
C-351394,9180,NV,36.4474,-116.4228,Shrubland,No,No,5.3,0.1,9,21.7,0.1,38,1.34,395
C-350922,8556,NE,42.9909,-102.4344,Herbaceous ,No,Yes,5.3,0.2,14,20,0.3,51,1.96,363
C-350916,5932,MI,42.2017,-84.6861,Planted/Cultivated,No,Yes,5.3,0.1,15,12.9,0.3,39,1.36,721
C-351403,11188,TX,30.7859,-104.9794,Shrubland,No,No,5.3,0.3,15,16.4,0.1,44,1.59,394
C-352035,2716,AL,31.9466,-87.2578,Developed,Yes,No,5.3,0.05,17,13.3,0.2,51,1.41,152
C-351404,11228,TX,31.4856,-104.4169,Shrubland,No,No,5.3,0.5,20,10.6,0.6,62,1.37,241
C-350929,11676,VT,43.4081,-72.9892,Forested,No,No,5.3,0.3,20,25.5,0.3,84,1.7,246
C-350924,9004,NM,35.2017,-105.7382,Herbaceous ,No,Yes,5.3,0.2,21,17.4,0.1,51,1.84,370
C-351401,11052,TX,31.3772,-100.6423,Herbaceous ,No,Yes,5.3,0.3,24,37.9,0.1,43,1.53,306
C-351405,11308,TX,29.5574,-94.3707,Planted/Cultivated,No,Yes,5.3,0.05,24,15.8,0.1,45,1.5,305
C-352043,5084,ID,45.4104,-113.8573,Forested,No,No,5.3,0.4,25,15.4,0.1,45,1.74,1460
C-350915,5532,LA,32.586,-92.6468,Planted/Cultivated,No,Yes,5.3,0.05,25,11.5,0.1,27,2.04,343
C-351407,12076,WY,44.1655,-107.1479,Forested,No,No,5.3,0.3,25,18.8,0.2,70,1.94,582
C-352041,4140,CO,40.3002,-108.5856,Shrubland,No,No,5.3,0.6,26,17.3,0.1,70,1.59,362
C-350903,2924,AR,34.4453,-91.2884,Herbaceous ,No,Yes,5.3,0.05,27,18.1,0.5,37,1.19,1260
C-350911,5228,IL,39.5051,-90.1671,Herbaceous ,No,Yes,5.3,0.2,27,20.7,0.3,147,1.77,438
C-351393,9140,NM,35.2481,-108.2083,Forested,No,No,5.3,0.5,27,16.3,0.1,66,2.13,485
C-351395,9260,OK,35.7403,-98.3711,Planted/Cultivated,No,Yes,5.3,0.2,27,14.4,0.1,41,1.64,370
C-350906,4316,CO,38.0916,-104.1619,Herbaceous ,No,Yes,5.3,1.1,28,38.6,1,97,2.54,548
C-350923,8668,NM,32.7399,-104.843,Shrubland,No,No,5.3,0.2,28,15.8,0.3,46,1.97,333
C-351387,7900,MO,37.692,-94.3262,Developed,Yes,No,5.3,0.4,29,28,0.2,107,1.53,403
C-350919,8092,MT,48.5818,-115.1118,Forested,No,No,5.3,0.2,29,24.3,0.1,82,2.69,312
C-351408,12252,WY,41.4331,-106.9085,Shrubland,No,No,5.3,0.3,29,16,0.1,58,1.91,451
C-352037,3036,AZ,32.8398,-112.0322,Shrubland,No,No,5.3,0.1,30,17.3,0.1,62,3.11,563
C-351398,10164,SD,45.5217,-101.8248,Planted/Cultivated,No,Yes,5.3,0.2,30,11.8,0.3,41,1.46,312
C-350908,4460,CO,38.0653,-105.1249,Forested,No,No,5.3,0.5,31,32.8,0.2,75,2.75,1180
C-352045,5788,LA,32.9871,-91.8236,Forested,No,No,5.3,0.05,31,20.3,0.6,19,1.18,1210
C-350925,9324,OK,34.2092,-98.0718,Planted/Cultivated,No,Yes,5.3,0.05,31,13.1,0.1,33,1.59,322
C-351389,8156,ND,46.1104,-98.4089,Planted/Cultivated,No,Yes,5.3,0.4,32,14.5,0.7,63,1.57,753
C-351386,7132,MO,40.5664,-92.6752,Forested,No,No,5.3,0.5,34,27.5,0.4,40,1.14,698
C-351391,8860,NM,33.8932,-107.7015,Herbaceous ,No,Yes,5.3,0.3,34,24.3,0.1,86,2.47,763
C-350902,2860,AR,36.2949,-90.8774,Planted/Cultivated,No,Yes,5.3,0.2,35,22.2,0.3,53,1.63,803
C-352050,6956,MO,36.7887,-94.0134,Planted/Cultivated,No,Yes,5.3,0.2,35,24.4,0.3,41,1.26,1140
C-351388,7980,MT,46.7197,-105.4286,Shrubland,No,No,5.3,0.2,35,13.7,0.2,44,1.81,335
C-351396,9772,OR,43.957,-122.755,Forested,No,No,5.3,0.1,35,9,0.1,135,10.6,2730
C-351399,10204,SD,45.8717,-103.8287,Herbaceous ,No,Yes,5.3,0.2,35,11,0.3,61,1.61,403
C-352036,2996,AZ,32.494,-109.473,Shrubland,No,No,5.3,0.2,36,26.8,0.1,72,3.65,542
C-350918,7580,MO,37.3301,-90.682,Planted/Cultivated,No,Yes,5.3,0.3,36,35.1,0.3,45,1.35,2040
C-351400,10284,TN,36.2354,-87.492,Planted/Cultivated,No,Yes,5.3,0.2,36,17.8,0.1,71,1.52,2110
C-350927,10348,TN,35.4009,-89.6165,Planted/Cultivated,No,Yes,5.3,0.2,36,27,0.2,92,1.31,778
C-350912,5484,KS,37.9253,-101.1577,Herbaceous ,No,Yes,5.3,0.4,37,23.5,0.5,78,2.59,541
C-352046,6068,MN,45.8397,-96.2534,Planted/Cultivated,No,Yes,5.3,0.2,37,12.6,0.4,56,1.65,360
C-350917,7020,MO,37.6597,-92.5066,Developed,Yes,No,5.3,0.1,37,23.6,0.3,40,1.16,311
C-351390,8300,NE,40.2495,-100.6844,Planted/Cultivated,No,Yes,5.3,0.4,37,20.9,0.3,71,2.12,419
C-352049,6252,MO,36.9294,-91.82,Planted/Cultivated,No,Yes,5.3,0.1,38,26,0.3,36,1.4,1870
C-352048,6188,MO,38.5425,-90.5332,Planted/Cultivated,No,Yes,5.3,1.3,40,266,0.3,125,1.69,893
C-352051,7092,MO,38.2951,-93.3181,Planted/Cultivated,No,Yes,5.3,0.3,40,18.9,0.4,35,1.73,1000
C-350930,12188,WY,42.2921,-105.934,Shrubland,No,No,5.3,0.5,40,19.9,0.1,73,2.16,671
C-352044,5164,IL,38.506,-89.756,Planted/Cultivated,No,Yes,5.3,0.3,41,26.6,0.5,88,1.64,651
C-352047,6108,MN,44.6035,-93.6933,Planted/Cultivated,No,Yes,5.3,0.3,42,18.3,0.6,79,1.93,811
C-350926,10028,OR,43.375,-117.2331,Herbaceous ,No,Yes,5.3,0.2,42,16.8,0.1,65,2.91,818
C-351406,11996,WY,43.6075,-110.4042,Shrubland,No,No,5.3,0.9,42,21.2,0.1,105,1.98,655
C-350910,4764,IA,42.4593,-94.4574,Planted/Cultivated,No,Yes,5.3,0.3,44,20.8,0.5,74,2.05,469
C-351397,9884,OR,45.4253,-117.2963,Herbaceous ,No,Yes,5.3,0.4,46,10.2,0.3,80,4.48,713
C-350909,4572,CO,39.8735,-108.1753,Shrubland,No,No,5.3,0.2,47,18.9,0.1,55,2.12,392
C-352039,3884,CA,36.049,-120.477,Herbaceous ,No,Yes,5.3,0.2,67,19.4,0.1,166,3.47,503
C-350905,3996,CA,37.405,-120.125,Herbaceous ,No,Yes,5.3,0.2,98,10.7,0.1,138,8.44,1680
C-352038,3484,AZ,33.279,-113.0388,Shrubland,No,No,5.3,0.2,138,10.8,0.1,92,5.47,1080
C-350904,3740,CA,38.453,-122.8256,Planted/Cultivated,No,Yes,5.3,0.05,148,19.6,0.1,37,1.76,897
C-352040,4060,CA,39.435,-122.969,Forested,No,No,5.3,0.05,211,11.1,0.1,102,3.14,1540
C-337644,12846,MT,45.7152,-113.34,Forested,No,No,5.2,0.1,3,17.2,0.1,35,0.88,227
C-337648,13038,NM,34.5875,-108.7674,Shrubland,No,No,5.2,0.1,12,15.2,0.1,169,1.49,221
C-352028,988,TX,32.5541,-101.6149,Herbaceous ,No,Yes,5.2,0.1,13,11.7,0.1,41,1.31,149
C-337624,11390,AZ,33.3708,-114.1644,Shrubland,No,No,5.2,0.1,17,21.1,0.1,55,2.27,445
C-337638,12414,MI,42.5119,-84.1813,Planted/Cultivated,No,Yes,5.2,0.1,20,16.3,0.2,61,1.68,631
C-337641,12718,MT,48.7929,-104.6358,Planted/Cultivated,No,Yes,5.2,0.1,21,13.7,0.3,48,1.36,204
C-337649,13102,NV,37.5298,-114.4839,Shrubland,No,No,5.2,0.2,21,29.8,0.1,64,1.98,657
C-338073,11566,CA,36.961,-120.51,Planted/Cultivated,No,Yes,5.2,0.2,22,17.3,0.1,102,2.25,402
C-352029,1068,TX,34.5176,-102.7436,Planted/Cultivated,No,Yes,5.2,0.1,22,11.3,0.2,44,1.64,251
