A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-335230,6287,ID,43.7577,-115.2331,Forested Upland,7.8,1.8,1270,0.05,38.1,2.4,7,2.5,5.7,1.36,0.02,39,0.24,543,0.26,4.2,19.2,78.7,0.18,0.1,0.8,61
C-338694,10120,SD,43.8504,-98.4404,Planted/Cultivated,4.44,7.3,583,0.3,38.9,8.3,35,2.5,16.3,1.91,0.05,24,0.9,1760,0.64,29.9,12.9,51.6,0.94,0.6,0.8,61
C-338675,12734,SD,45.8717,-103.8287,Herbaceous Upland,5.1,5.3,906,0.2,50,7.4,35,2.5,10.7,1.61,0.02,19,0.41,403,0.73,16.8,11,56.3,0.64,0.3,0.8,61
C-338379,9689,MN,47.3415,-94.3437,Forested Upland,4.14,1.9,541,0.2,25.6,4.1,34,2.5,4.2,0.96,0.03,9,0.24,642,0.39,8,15.8,43.9,0.25,0.3,0.6,61
C-299984,3369,ME,45.2884,-69.9903,Forested Upland,5.84,6.3,454,0.2,57,10.9,54,2.5,44.2,2.86,0.01,26,0.78,606,0.57,35.9,21.1,92.1,0.59,0.1,3.1,60
C-352638,5740,TN,35.2766,-84.4468,Forested Upland,7.25,4.4,491,0.2,108,10.5,30,2.5,23.4,2.68,0.1,34,0.16,2300,0.67,11.4,22.9,72.9,0.45,0.6,2.6,60
C-311304,7816,MO,39.0733,-93.9703,Herbaceous Upland,5.89,9.4,639,0.2,71.7,13,52,2.5,19.9,2.47,0.03,22,0.5,663,1.02,21.1,21,78.8,1.18,0.4,2.6,60
C-326134,59,NM,36.5464,-105.1312,Forested Upland,6.47,7.7,744,0.2,65.6,8.2,17,8,20.3,2.65,0.03,52,0.37,732,0.87,7.1,17.4,105,0.52,0.2,2.6,60
C-348519,4712,IA,42.4206,-91.4252,Planted/Cultivated,2.94,3.6,378,0.2,27,4.5,18,2.5,16,1.22,0.03,11,0.7,422,0.62,7.6,18.6,47.7,0.32,0.3,2.5,60
C-341232,3516,PA,39.8593,-78.1557,Forested Upland,2.23,4.9,234,0.3,39.1,7.4,28,2.5,7.3,0.91,0.19,16,0.12,969,1.14,10,36.2,26.7,0.83,0.9,2.2,60
C-357375,4804,TX,29.8342,-100.6921,Planted/Cultivated,4.32,6.5,307,0.4,55.4,8.1,34,6,16.8,1.97,0.02,20,0.64,594,0.95,15,18.2,86.5,0.95,0.4,2.2,60
C-364324,6556,VA,37.0674,-79.4546,Forested Upland,4.29,4.5,334,0.05,32.7,3.9,49,2.5,50.8,2.82,0.07,22,0.22,1170,1.16,8.3,29.5,62.8,0.56,0.6,2,60
C-322911,12171,NE,42.8268,-102.8941,Herbaceous Upland,6.18,4.9,627,0.2,74.2,9.6,24,6,15.5,2.19,0.02,29,0.76,499,1.14,10.5,20,111,0.8,0.3,2,60
C-310030,3032,KS,37.7483,-97.7718,Herbaceous Upland,5.91,4,338,0.1,67,12.7,55,6,6.6,2.71,0.01,48,2.71,738,0.57,25.2,16.1,102,0.59,0.2,2,60
C-351251,8940,IN,39.2326,-85.6902,Planted/Cultivated,4.35,8.3,441,0.1,47.2,6.9,32,2.5,14.6,2.05,0.03,19,0.35,440,1.72,15.5,21.4,63.6,0.53,0.3,1.9,60
C-320439,3183,NV,38.0939,-116.136,Shrubland,7.04,9.6,890,0.2,89.8,6.4,14,7,7,2.17,0.03,30,0.66,600,1.1,6.7,20.9,153,2.74,0.1,1.8,60
C-328217,2412,GA,34.4683,-84.4829,Forested Upland,4.78,2.9,341,0.05,59,9.5,28,2.5,16.5,2.68,0.05,13,0.17,342,0.65,12.5,21.7,55.4,0.29,0.6,1.8,60
C-309920,2008,KS,37.623,-97.6248,Herbaceous Upland,5.64,6.3,620,0.1,67.8,9,57,2.5,13.6,2.22,0.005,38,1.11,442,0.88,28.5,15.7,90.5,0.61,0.3,1.8,60
C-301031,1624,NE,40.8412,-99.5406,Planted/Cultivated,5.84,5.6,795,0.3,74.2,8.6,35,5,14.4,2.17,0.01,22,0.68,353,0.69,15,21.5,105,0.92,0.2,1.8,60
C-320521,11631,NV,38.3532,-116.6526,Shrubland,7.66,10.6,1260,0.2,86.6,6.3,19,7,12.3,2.28,0.05,33,0.55,576,1.41,9.9,21.9,120,4.04,0.1,1.7,60
C-320476,3439,NV,37.6364,-117.6487,Shrubland,7.57,10.5,846,0.2,78.8,10,23,2.5,13.4,2.66,0.03,28,0.91,625,1.98,14.4,22.8,119,1.45,0.1,1.7,60
C-300408,11516,NY,41.9284,-74.9001,Forested Upland,3.06,7.1,205,0.2,43.7,7.7,23,2.5,10,1.83,0.08,29,0.29,1010,0.53,10.4,44.8,60.8,0.67,0.6,1.7,60
C-355119,5176,WI,44.007,-88.5546,Planted/Cultivated,4.29,4.3,422,0.3,53.6,12.9,33,2.5,22,2.4,0.05,19,1.19,618,0.58,18.3,33.3,78.4,0.52,0.5,1.7,60
C-313289,2907,UT,38.9527,-110.9927,Shrubland,5.34,4.2,481,0.5,48.9,9.3,48,6,26.2,2.44,0.02,59,2.37,608,1.35,16.6,14.8,97.7,0.59,0.1,1.6,60
C-351813,2772,AZ,33.1454,-110.0484,Shrubland,6.9,2.6,953,0.1,64.1,10.8,51,10,26,2.88,0.02,64,1.43,441,0.73,20.5,17.9,86.4,0.48,0.1,1.6,60
C-357382,5068,TX,29.8807,-99.1511,Planted/Cultivated,5.56,9.4,220,0.5,72.4,8.9,33,7,22.9,2.62,0.03,30,0.8,823,1.02,18.2,24.9,105,0.99,0.5,1.6,60
C-320777,7644,WV,38.3042,-80.8472,Forested Upland,5.57,2.2,290,0.05,55.7,8.8,28,2.5,11.8,2.02,0.03,28,0.27,288,0.21,15.4,9.5,51.9,0.23,0.4,1.6,60
C-319711,219,CO,39.2962,-106.3259,Shrubland,5.08,11.1,591,1.9,88.9,5.8,19,2.5,15.6,1.57,0.05,19,0.32,406,0.56,8.3,99.2,115,1,0.3,1.6,60
C-310095,10904,KS,38.9847,-96.3345,Planted/Cultivated,4.71,7.2,574,0.3,71.8,11.9,42,2.5,14.4,1.76,0.02,23,0.35,641,1.07,16.1,28.8,83.5,0.83,0.3,1.6,60
C-342929,1919,TX,34.4772,-101.9191,Planted/Cultivated,5.11,7.1,430,0.2,61.9,8.1,31,2.5,17.8,2.41,0.02,30,0.51,381,0.72,17,16.5,82.2,0.72,0.3,1.6,60
C-320469,2015,NV,39.2544,-114.4036,Shrubland,4.79,7.4,506,0.5,59.9,7.5,24,6,17.4,2,0.02,29,1.6,687,0.88,12.5,16.9,91.3,1.11,0.1,1.5,60
C-301008,4248,NE,41.625,-98.4456,Planted/Cultivated,5.32,7.5,810,0.4,63.5,9,35,2.5,14.9,2.12,0.02,22,0.81,390,1.07,16.1,18.6,90.4,0.99,0.1,1.5,60
C-318537,6603,WY,42.5675,-105.4344,Herbaceous Upland,4.39,5.9,489,0.2,63.6,7,29,2.5,13.7,2.34,0.01,27,0.84,480,0.85,12.6,21.3,67.3,0.71,0.1,1.5,60
C-320511,6703,NV,35.9468,-115.1732,Shrubland,5.06,6.2,581,0.2,74.9,7.6,28,2.5,17.6,2.35,0.02,22,1.71,514,0.88,15.5,22.2,77.8,0.7,0.1,1.5,60
C-334808,4495,ID,42.9407,-115.5304,Herbaceous Upland,5.21,4.2,684,0.3,55.4,6.5,28,2.5,11.3,2.06,0.01,23,1.01,545,0.86,15.2,15.1,77.9,0.6,0.1,1.5,60
C-322884,9307,NE,41.4836,-103.9669,Planted/Cultivated,6.21,4.1,755,0.3,59.4,7.3,15,2.5,11.4,2.12,0.01,23,0.68,456,0.88,9.6,20.2,90.6,0.5,0.1,1.5,60
C-355088,1333,WI,45.5902,-90.6309,Forested Upland,4.5,4.1,513,0.3,40.6,19.4,37,2.5,17.7,2.3,0.07,16,0.38,1970,1.07,13.9,19.9,67.2,0.53,0.6,1.5,60
C-310148,12139,KS,39.3357,-100.757,Planted/Cultivated,5.54,4.2,734,0.4,69.8,9,37,2.5,13.8,2.17,0.02,18,0.58,613,1.09,12.4,22,96.2,0.7,0.4,1.5,60
C-310143,9432,KS,38.5236,-98.4068,Planted/Cultivated,5.29,5.4,602,0.4,65.2,9.3,39,2.5,13.4,2.15,0.02,19,0.47,486,0.83,14.2,26.2,96,0.83,0.3,1.5,60
C-310089,11480,KS,38.3208,-97.704,Planted/Cultivated,5.26,5.8,589,0.3,71.5,8.8,46,2.5,17.2,1.77,0.02,21,0.4,472,0.77,12.5,23.9,84.3,0.7,0.3,1.5,60
C-342932,13183,TX,34.781,-101.528,Planted/Cultivated,4.75,6.8,467,0.3,63.7,7.8,29,2.5,17.5,2.2,0.02,26,0.41,477,0.69,16.4,16.3,76.7,0.68,0.3,1.5,60
C-306800,5147,NE,40.7239,-102.0112,Planted/Cultivated,5.43,3.7,672,0.3,67.5,7.3,29,2.5,13,1.78,0.02,19,0.46,490,0.94,10.7,20.9,90.7,0.6,0.3,1.5,60
C-324006,8923,NM,35.8242,-108.8745,Shrubland,5.43,6.9,688,0.2,59.8,9.5,13,5,15.5,1.93,0.03,20,0.46,271,0.85,9.7,21.1,99.2,1.41,0.1,1.4,60
C-320711,6623,NV,41.5824,-119.0293,Shrubland,4.84,6.9,619,0.3,46.4,8.1,17,5,19,1.91,0.02,30,0.63,494,1.18,15.8,16.1,82.2,1.18,0.1,1.4,60
C-338075,11966,MT,46.3318,-104.9999,Herbaceous Upland,4.51,5.4,530,0.2,57.8,7.3,30,2.5,11.6,2.23,0.02,21,0.62,487,0.7,14.5,14.3,80.4,0.84,0.6,1.4,60
C-348631,7592,IL,39.9975,-88.1178,Planted/Cultivated,4.73,8,517,0.1,63.1,12,37,2.5,16.5,2.18,0.03,23,0.42,814,0.99,17.4,23.9,81.6,0.77,0.5,1.4,60
C-359203,2244,TX,29.9624,-101.9523,Shrubland,3.27,9.3,383,0.5,40.9,6.9,19,2.5,21.7,1.61,0.02,19,0.53,403,1.6,15.1,18.8,48.6,0.98,0.4,1.4,60
C-310044,4267,KS,39.5804,-101.8796,Planted/Cultivated,5.86,4.8,755,0.2,69.5,6.8,34,2.5,12.8,1.93,0.01,21,0.59,406,0.81,12.4,18.4,90.6,0.59,0.3,1.4,60
C-318520,8379,WY,43.8305,-107.7554,Shrubland,4.58,3.9,590,0.3,83.8,6.3,43,2.5,12.3,2.18,0.02,17,0.47,385,0.63,12.2,19.5,80.3,0.58,0.3,1.4,60
C-355138,7224,WI,43.0336,-88.6707,Planted/Cultivated,3.66,4.5,380,0.1,40.2,11.8,28,2.5,26.4,2.54,0.04,15,1.88,688,0.53,19.6,25.5,52.4,0.4,0.2,1.4,60
C-351585,6583,AZ,33.8049,-112.0351,Shrubland,6.37,6.2,689,0.1,65.2,14.6,63,2.5,35,3.5,0.01,24,1.31,601,0.67,34.1,17.4,66.1,0.98,0.1,1.3,60
C-350650,9916,VA,38.0901,-77.4293,Forested Upland,0.57,1.8,135,0.05,11.8,1.8,8,2.5,4.8,0.29,0.15,3,0.03,61,0.72,7.7,40.6,9.1,0.63,0.8,1.3,60
C-338679,7038,SD,45.7455,-103.4065,Herbaceous Upland,5.44,9.2,664,0.3,57.3,8.9,37,2.5,13.5,2.07,0.02,26,0.5,500,1.07,17.7,14.7,64.8,0.87,0.4,1.3,60
C-311268,904,MO,39.4079,-93.9227,Planted/Cultivated,4.35,6.2,545,0.6,75.3,10.8,49,2.5,16.3,1.93,0.02,21,0.37,636,0.96,20.4,21,80.6,0.99,0.3,1.3,60
C-354767,336,MI,42.9917,-82.9077,Herbaceous Upland,4.04,6.4,393,0.2,40.6,7.5,27,2.5,11.6,1.89,0.03,25,0.34,483,1.64,14.2,16.7,77.3,0.49,0.3,1.3,60
C-338286,3481,MN,45.9124,-95.6964,Planted/Cultivated,5.1,6.9,597,0.3,51.6,10.2,47,2.5,17,2.05,0.04,20,0.53,582,0.74,19.8,18.3,75.3,0.51,0.6,1.2,60
C-350429,10056,KY,36.527,-89.0726,Planted/Cultivated,4.69,11.1,602,0.1,71.9,15.2,39,2.5,16.1,2.83,0.04,22,0.34,1100,1.37,18.1,24.6,66.5,1.14,0.5,1.2,60
C-322841,8062,ND,46.6517,-102.7381,Planted/Cultivated,5.31,9.4,682,0.3,53.4,11.8,33,2.5,18.5,1.85,0.02,20,0.44,330,2.3,18.9,13.4,77.1,0.83,0.4,1.2,60
C-323430,11720,SD,44.7656,-99.107,Herbaceous Upland,4.85,6,674,0.3,53.7,9.2,32,2.5,15.6,1.92,0.04,18,0.48,727,0.81,15.6,14.5,72,0.64,0.4,1.2,60
C-355078,56,WI,43.7174,-88.3624,Planted/Cultivated,5.14,6,453,0.1,54.6,13.1,42,2.5,21.6,3.18,0.04,21,1.08,699,0.65,24,17.8,69.1,0.47,0.3,1.2,60
C-354279,8494,WA,48.1011,-119.6767,Shrubland,7.03,2.5,1030,0.2,49.7,9.6,35,2.5,16.1,2.58,0.005,14,0.83,553,0.56,20.5,14.4,67.3,0.51,0.1,1.1,60
C-323347,2841,SD,45.4486,-99.8428,Herbaceous Upland,4.91,9,666,0.3,64.8,8.4,40,2.5,16.6,1.99,0.04,19,0.57,1580,0.87,23.2,16,68.3,0.81,0.6,1.1,60
C-323082,1406,ND,46.3726,-100.0588,Herbaceous Upland,5.17,7.9,725,0.3,51.4,6.6,37,2.5,15,1.95,0.03,18,0.46,427,0.86,14.4,14,66.7,0.64,0.5,1.1,60
C-321836,6745,ND,47.4617,-100.0313,Planted/Cultivated,5.26,7.6,658,0.3,49.9,12.1,38,2.5,16.9,2.17,0.03,22,0.73,559,0.75,21.5,14.1,74,0.68,0.3,1.1,60
C-359184,12671,TX,33.5753,-102.328,Planted/Cultivated,3.19,4.2,293,0.1,32.8,4.3,18,2.5,22.9,1.42,0.01,22,0.26,188,0.48,10.1,12.7,49.1,0.59,0.1,1,60
C-364322,4508,VA,36.8759,-78.3365,Forested Upland,4.98,4,302,0.05,122,35.8,26,2.5,32.4,2.46,0.02,14,0.15,1540,0.58,11.3,18.3,45.7,0.38,0.6,1,60
C-339037,731,AZ,35.1312,-111.186,Herbaceous Upland,4.63,6.1,382,0.3,43.8,17.8,62,5,28,3.17,0.02,16,1.98,538,0.52,48.6,17.2,44.9,0.56,0.2,1,60
C-351247,7696,IN,39.9087,-86.7085,Planted/Cultivated,3.77,7,336,0.2,39.1,6.9,24,2.5,11.2,1.71,0.03,16,1.63,486,2.18,16,24.7,51.6,0.55,0.2,1,60
C-350440,12104,KY,37.0186,-88.8423,Developed,3.42,8.5,547,0.1,72.1,11.7,43,2.5,12.8,1.96,0.04,17,0.19,1570,1.04,16.8,21.7,51,0.81,0.4,0.9,60
C-339498,10841,ND,47.6665,-99.5842,Planted/Cultivated,4.79,7.4,630,0.3,51.9,7.4,43,2.5,12.2,1.78,0.03,19,0.54,508,0.41,16.8,13.7,61.2,0.44,0.3,0.9,60
C-351269,12368,IN,41.3677,-86.7049,Planted/Cultivated,2.4,3,296,0.2,17.4,2.2,13,2.5,7.3,0.82,0.02,8,0.21,159,0.9,5.9,18.2,35,0.3,0.2,0.9,60
C-338696,12168,SD,44.4123,-98.0457,Planted/Cultivated,3.93,4.8,593,0.4,36.8,5.6,24,2.5,12.2,1.38,0.03,14,0.33,1110,0.64,15.5,12.8,49.9,0.51,0.4,0.8,60
C-350667,4828,VA,37.2667,-79.7274,Forested Upland,6.88,2.1,1130,0.05,132,7.6,13,2.5,9.9,2.47,0.05,9,0.3,429,0.81,5.6,27,79.9,0.2,0.4,0.7,60
C-314032,4664,LA,29.7718,-93.4536,Developed,1.94,3.9,432,0.05,26.6,3.3,6,2.5,4.8,0.54,0.01,5,0.13,171,0.13,4.2,16.4,34.1,0.22,0.1,0.6,60
C-354269,7502,WA,47.8952,-117.1234,Planted/Cultivated,8.09,2.6,627,0.05,58.6,6.1,12,6,9.6,2.14,0.02,28,0.48,522,0.38,8.1,30.5,132,0.29,0.1,4.1,59
C-343338,5912,IA,40.5964,-94.4328,Planted/Cultivated,4.37,6.1,598,0.3,53.2,9.6,45,2.5,17.1,1.97,0.03,20,0.36,649,0.83,18.6,17.9,70.5,0.83,0.5,4,59
C-299958,11065,ME,45.8467,-69.0594,Forested Upland,5.27,5.6,430,0.2,56.6,6.2,44,2.5,9.6,2.66,0.05,25,0.5,638,0.65,17,24.1,106,0.65,0.3,3.9,59
C-355947,5071,CA,34.152,-118.964,Herbaceous Upland,8.17,3.1,268,0.1,28.9,21.7,108,2.5,27.7,3.53,0.02,14,1.56,577,0.9,67.4,7.2,24.8,0.35,0.1,3,59
C-350660,11932,VA,36.8522,-77.9638,Planted/Cultivated,6.31,24.3,635,0.05,211,32.9,81,9,23.3,3.29,0.04,35,0.18,2110,1.93,33.3,29.5,80.2,0.35,0.7,2.7,59
C-351821,4180,AZ,32.3599,-109.5721,Shrubland,6.46,5.8,611,0.2,87.4,7.4,29,8,21.7,2.72,0.01,33,0.61,405,0.7,13.9,26.7,178,0.96,0.1,2.5,59
C-313231,143,UT,41.8231,-113.4152,Planted/Cultivated,5.02,6.5,503,0.4,104,9.7,30,6,14.6,2.03,0.02,27,0.58,511,0.95,14.9,22.4,118,0.67,0.1,2.1,59
C-357689,11612,TX,29.4539,-95.9281,Planted/Cultivated,5.92,10.6,479,0.2,110,25.8,48,6,18.4,2.93,0.02,41,0.61,1260,0.67,28.4,27.9,95.9,0.87,0.4,2.1,59
C-322926,7707,NE,41.3389,-103.0194,Planted/Cultivated,5.95,4.4,724,0.3,71.3,9.3,25,5,14,2.04,0.01,25,0.64,464,1.03,10.7,19.1,109,0.67,0.1,1.9,59
C-319649,6571,CO,38.9726,-102.1674,Herbaceous Upland,5.15,3.9,681,0.3,73.4,7.3,26,2.5,12.5,1.84,0.02,18,0.5,392,0.9,10.7,22.2,90.3,0.55,0.2,1.9,59
C-319583,4187,CO,40.916,-104.4418,Herbaceous Upland,5.72,4.7,704,0.4,73.7,6.7,22,2.5,14.6,2,0.02,20,0.61,559,0.81,9.6,26.5,96.7,0.46,0.1,1.7,59
C-301022,6936,NE,40.4754,-96.7608,Planted/Cultivated,5.66,8.4,618,0.3,77.1,14.7,42,5,16,2.52,0.02,25,0.48,706,0.79,18.4,26.3,92.8,1.15,0.4,1.7,59
C-357314,4280,TX,31.0435,-97.9431,Planted/Cultivated,5.5,8.4,282,0.3,69.6,10.2,36,7,15.1,2.56,0.02,24,0.65,543,0.97,19.1,19.3,94.9,0.91,0.3,1.7,59
C-320342,10607,NV,38.1813,-117.5868,Shrubland,7.15,8.1,794,0.2,64,7,18,7,18.2,2.08,0.03,39,0.83,623,1.48,10.2,23.3,116,2.1,0.1,1.6,59
C-351561,11959,AZ,32.8869,-111.5453,Shrubland,6.24,7.4,781,0.2,60.9,7.3,17,7,24.8,2.21,0.01,36,1.01,436,0.79,13,23.5,115,1.25,0.3,1.6,59
C-300402,9724,NY,42.1089,-77.369,Planted/Cultivated,4.18,9,305,0.2,48.4,8.6,30,2.5,9,1.91,0.04,30,0.35,678,0.63,11.8,18.6,68.4,0.41,0.3,1.6,59
C-325784,2196,NM,35.1974,-107.7032,Forested Upland,5.8,5.2,553,0.1,62.6,12.4,33,2.5,18.5,2.89,0.02,29,0.65,451,0.57,28.7,17.8,82.7,0.68,0.2,1.6,59
C-313292,1435,UT,39.8222,-109.5275,Shrubland,5.38,4.4,732,0.2,68.8,8.5,46,5,17.4,2.03,0.01,42,1.12,817,0.85,15.1,20.4,97.1,0.68,0.1,1.5,59
C-306808,10072,NE,40.8713,-97.5398,Planted/Cultivated,5.07,7,679,0.5,67,7.8,33,2.5,14.7,1.64,0.02,18,0.37,393,0.84,13.7,21.3,83.9,0.82,0.4,1.5,59
C-337932,3518,MT,47.062,-106.289,Herbaceous Upland,5.42,9.1,733,0.3,62.7,8.7,38,7,17.4,2.25,0.02,32,0.94,462,1.02,18,17.5,95.1,1.22,0.3,1.5,59
C-324005,6123,NM,36.477,-105.7356,Shrubland,5.12,5.1,609,0.3,55.3,14,32,2.5,20.7,2.66,0.02,21,1,605,0.79,25.2,19.9,76.7,0.65,0.1,1.4,59
C-335185,9871,ID,42.6884,-114.8979,Shrubland,5.01,4.6,706,0.3,64.7,7.8,34,2.5,16.2,2.07,0.01,27,0.97,508,0.71,17.6,16.4,69.4,0.65,0.1,1.4,59
C-354164,990,WA,48.8487,-118.9846,Forested Upland,7.04,4.7,1030,0.1,70.2,8.6,47,2.5,17.9,2.65,0.02,21,0.79,671,1.26,23.5,14.9,45,0.64,0.1,1.4,59
C-348640,12200,IL,40.0222,-91.2606,Planted/Cultivated,4.69,6.3,638,0.2,61.9,9.1,42,2.5,15,1.99,0.02,17,0.38,872,0.54,14.4,20.7,78.7,0.71,0.6,1.4,59
C-323851,10987,NM,36.3196,-104.3851,Herbaceous Upland,4.96,6.1,497,0.3,49.9,8.7,35,2.5,18.8,2.26,0.02,21,0.56,400,1.33,17.3,16.5,62.5,0.81,0.5,1.4,59
C-314211,13068,MS,33.2701,-90.1011,Planted/Cultivated,4.87,11,610,0.05,64.7,8.9,70,2.5,20.1,3.21,0.02,17,0.36,565,2.85,23,17.5,74.6,0.94,0.3,1.4,59
C-340790,12491,SD,43.4879,-102.2068,Herbaceous Upland,5.99,6.6,803,0.3,66.2,7.9,30,6,14.8,2.22,0.02,25,0.72,467,1.1,13,20.1,75.6,0.78,0.3,1.4,59
C-320790,12972,WV,37.8972,-82.4245,Forested Upland,4.62,2,408,0.05,55.6,8,17,2.5,7.4,1.59,0.03,18,0.25,479,0.27,14,11.9,58.4,0.22,0.2,1.4,59
C-320775,10364,WV,38.7668,-80.6087,Herbaceous Upland,4.55,7.3,394,0.05,82,21.3,39,2.5,14.9,2.52,0.04,29,0.28,898,0.97,20.4,18.9,54.5,0.51,0.5,1.3,59
C-338000,7870,MT,45.6124,-105.3661,Herbaceous Upland,5.35,4.4,542,0.3,60.2,8.6,43,5,18.9,1.87,0.02,20,0.43,288,0.86,16.8,17.3,67,0.83,0.4,1.3,59
C-311316,8456,MO,39.0094,-90.9275,Forested Upland,3.88,5,585,0.5,80.9,15.2,43,2.5,16.5,1.73,0.05,19,0.23,1720,0.93,21.5,26.3,67,0.74,0.4,1.3,59
C-320765,6620,WV,38.6562,-82.0056,Planted/Cultivated,4.03,8.2,364,0.05,74.1,15.9,41,2.5,14,2.08,0.03,31,0.24,1090,1.04,14.8,21.6,51.6,0.52,0.4,1.3,59
C-348668,424,IL,41.1977,-87.9717,Planted/Cultivated,4.54,6.3,485,0.3,54.4,10.7,40,2.5,13.7,2.3,0.03,25,0.58,655,0.93,18.8,21.1,69.1,0.61,0.3,1.3,59
C-353295,7263,OR,42.0723,-124.0284,Forested Upland,7.69,3.2,284,0.05,16.7,9.8,33,2.5,11.2,2.28,0.06,22,0.57,201,0.33,25.5,9.4,32.1,0.4,0.3,1.3,59
C-353829,9532,TN,36.313,-86.0692,Planted/Cultivated,3.89,8.8,325,0.1,66.3,14,36,2.5,10.4,3.04,0.1,20,0.3,1280,0.94,16.7,16.5,51.1,0.59,0.2,1.3,59
C-319686,5627,CO,40.438,-106.9423,Shrubland,5.31,4.4,713,0.4,73.4,9.6,31,2.5,17.7,1.97,0.01,25,0.5,616,0.84,14.1,20.8,97.7,0.53,0.2,1.3,59
C-321814,11573,MN,45.7732,-92.9155,Planted/Cultivated,5.91,7.7,588,0.05,54.6,13.7,26,2.5,22,2.81,0.04,24,0.68,886,0.62,25.3,15.8,60.9,0.68,0.1,1.2,59
C-353740,876,TN,36.3968,-84.4658,Forested Upland,2.58,3.5,394,0.4,31.8,21.8,28,2.5,11.5,1.52,0.21,15,0.18,3720,0.46,16.8,18.5,37,0.47,0.7,1.2,59
C-349941,1020,OH,39.307,-84.5248,Forested Upland,3.74,7.1,445,0.2,54.5,8.4,36,2.5,11.8,1.63,0.06,18,0.27,706,1.32,10.9,35.7,54.9,0.67,0.6,1.2,59
C-348833,9480,IL,39.5418,-90.034,Planted/Cultivated,4.72,8,609,0.2,62.9,13.6,41,2.5,16.2,2.08,0.03,23,0.36,919,1.09,17.7,21.6,79.6,0.89,0.4,1.2,59
C-348936,7912,IA,41.2927,-91.284,Planted/Cultivated,5.75,7.6,690,0.2,62,13.5,44,2.5,16.4,2.3,0.03,23,0.47,968,0.98,19.9,22.8,70.7,0.8,0.4,1.2,59
C-349964,4860,OH,39.1709,-82.6531,Planted/Cultivated,4.2,7.4,378,0.1,66.9,16.8,32,2.5,15.6,1.99,0.03,30,0.3,539,1.38,15.3,22.4,68.2,0.6,0.4,1.2,59
C-348940,10984,IA,41.7961,-90.9513,Planted/Cultivated,4.88,6.2,621,0.3,63.8,14.7,42,2.5,14.3,1.94,0.02,20,1.39,1240,1.15,18.5,22,78.3,0.72,0.3,1.2,59
C-318547,5563,WY,44.6781,-108.6851,Shrubland,4.57,7.7,811,0.3,50.6,8.8,46,2.5,14.3,2.21,0.01,21,1.07,537,1.01,18.6,18.3,70.6,0.54,0.3,1.2,59
C-350371,236,KY,37.6536,-86.7538,Forested Upland,3.3,9.6,318,0.2,57.3,11.5,34,2.5,16.8,2.16,0.07,20,0.26,1490,1.16,14.6,21.1,58.1,0.71,0.6,1.1,59
C-348524,5992,IA,42.7142,-92.2813,Planted/Cultivated,4.23,5.8,476,0.2,44,5.6,39,2.5,13.2,1.92,0.03,16,0.31,481,0.73,13.3,29.1,65.7,0.42,0.5,1.1,59
C-340205,6782,ND,46.0463,-101.0579,Planted/Cultivated,6.28,7.8,851,0.2,49,9.6,44,2.5,13.7,2.2,0.03,23,0.63,644,0.76,25.1,12,69.8,0.73,0.4,1.1,59
C-323081,12270,ND,48.5628,-102.4796,Planted/Cultivated,4.38,8.4,551,0.3,51.4,7.9,40,2.5,16,1.87,0.03,17,0.7,651,0.8,20.9,14.1,63.8,0.71,0.4,1.1,59
C-323091,12670,ND,46.4573,-100.2293,Herbaceous Upland,5.79,5.7,827,0.2,52.5,11.3,45,2.5,12,1.78,0.03,19,0.48,310,0.48,24.9,13.3,66.1,0.69,0.3,1.1,59
C-354734,9793,MI,43.7027,-82.7701,Planted/Cultivated,4.47,5.5,430,0.3,47.6,7.5,28,2.5,11.6,2.05,0.03,34,0.6,291,0.83,16.7,16,81.5,0.26,0.3,1.1,59
C-318498,3374,WY,44.7714,-106.9066,Herbaceous Upland,4.46,5.1,725,0.2,55.8,8.3,37,2.5,10.9,2.14,0.02,18,0.54,428,0.75,16.2,13.9,72.4,0.52,0.1,1,59
C-338323,3016,MN,43.7492,-95.6129,Planted/Cultivated,5.18,8.5,563,0.3,50.2,9.1,45,2.5,17.7,2.38,0.03,28,0.49,672,0.78,20.9,15.3,68.5,0.62,0.6,1,59
C-312870,9292,AR,33.7812,-91.2358,Developed,4.16,288,513,0.3,49.4,5.7,24,2.5,11.1,1.29,0.01,18,0.35,326,1.24,11.2,18.6,75,1.67,0.3,1,59
C-338235,12232,MN,44.7382,-95.3656,Planted/Cultivated,4.16,5.6,555,0.4,43.3,6.7,41,2.5,14.9,1.76,0.02,17,0.76,656,0.48,20,12.7,55.9,0.47,0.9,0.9,59
C-335482,2926,MT,48.4922,-107.5283,Herbaceous Upland,4.95,8.8,708,0.1,54.5,8.7,27,2.5,16.9,1.96,0.01,17,0.4,411,1.1,11.9,14.2,70.9,0.51,0.6,0.9,59
C-338331,217,MN,46.6019,-96.4951,Planted/Cultivated,4.41,7.7,471,0.4,42.7,8.4,41,2.5,18.1,1.97,0.03,31,1.46,596,0.41,19.9,13,53.3,0.46,0.4,0.9,59
