A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-311286,4680,MO,37.1774,-90.321,Developed,2.91,5.5,406,0.1,68,10.6,38,2.5,13.5,1.53,0.02,15,0.31,858,0.94,12.8,21.3,54,0.63,0.3,0.9,59
C-338057,8894,MT,45.1749,-106.4135,Herbaceous Upland,5.06,3.5,872,0.2,45.6,7.8,42,2.5,13.4,1.7,0.01,18,0.51,334,0.56,18.3,16.9,63.3,0.34,0.3,0.9,59
C-353843,12348,TN,36.2345,-87.9256,Forested Upland,1.85,5.9,251,0.3,34.1,6.8,28,2.5,8.4,1.31,0.11,11,0.11,1480,1.25,12,21.1,26.7,0.49,0.5,0.8,59
C-338348,1945,MN,45.0302,-94.5098,Planted/Cultivated,4.76,5.7,539,0.2,36.8,8.1,34,2.5,12.2,1.97,0.03,15,0.4,764,0.66,19.2,14.3,59.2,0.4,0.4,0.8,59
C-359150,8575,TX,33.7017,-102.7404,Planted/Cultivated,2.28,3,253,0.05,29.2,2.7,10,2.5,45.1,1.01,0.005,17,0.23,125,0.3,7.3,8.3,40.2,0.43,0.1,0.7,59
C-338248,7833,MN,47.1305,-94.5482,Forested Upland,3.68,2.5,556,0.4,21.7,4.6,30,2.5,6.9,0.89,0.05,8,0.25,1990,0.8,9.1,16.9,52.6,0.22,0.2,0.6,59
C-320875,10428,MD,39.6378,-76.9185,Forested Upland,6.15,5.7,380,0.2,88,19.8,46,2.5,24.9,3.09,0.23,29,0.18,1340,1.77,17.9,105,71,1.59,1.2,5.2,58
C-359182,12420,TX,30.5452,-104.159,Herbaceous Upland,6.39,13.2,439,0.3,131,5.9,22,2.5,27,2.45,0.05,27,0.27,493,5.58,8.9,24.4,168,1.15,0.7,3.4,58
C-334809,4558,ID,45.0989,-113.9466,Herbaceous Upland,7.12,1.6,1420,0.2,109,4.3,9,14,5.7,1.74,0.01,13,0.46,543,0.37,3.7,38.5,161,0.3,0.1,2.7,58
C-351849,7636,AZ,32.788,-109.7726,Shrubland,7.31,1.2,510,0.05,67.2,11.6,42,2.5,20,3.45,0.01,18,1.01,740,0.58,23.8,18.8,96.3,0.11,0.1,2.3,58
C-348817,11252,IL,38.817,-89.522,Planted/Cultivated,4.46,8.7,534,0.1,53.4,10.8,40,2.5,15.7,2.07,0.04,23,0.44,1020,1.11,14.7,21.1,67.1,0.89,0.5,2.3,58
C-320401,10911,NV,40.3099,-118.8651,Shrubland,7.47,10.1,705,0.2,66,9.3,26,7,14.4,2.63,0.01,32,0.85,498,1.11,13.7,18,107,2.05,0.1,2.2,58
C-320333,13023,NV,37.0627,-114.5569,Shrubland,6.29,7,552,0.1,79.2,5.3,14,2.5,9.2,1.82,0.005,29,0.73,384,1.12,8.1,21.5,133,0.55,0.1,2,58
C-355963,5839,CA,35.0588,-119.2799,Shrubland,6.53,5.9,840,0.8,61.4,8,27,2.5,13.9,2.21,0.02,22,0.71,392,3.95,17.5,15.7,92.8,0.89,0.4,2,58
C-343217,759,CA,33.7111,-115.8067,Barren,7.32,1.6,644,0.05,245,5.7,15,2.5,7.3,2.57,0.01,15,0.53,499,0.5,7.4,22.4,119,0.18,0.1,1.9,58
C-334835,3150,ID,46.4421,-115.0955,Forested Upland,7.32,1.8,853,0.1,66.8,7.3,25,2.5,8.9,2.17,0.01,38,1.25,463,0.36,13.2,18.8,81.6,0.18,0.1,1.9,58
C-320411,5855,NV,37.6974,-114.7715,Shrubland,6.37,7.7,734,0.3,78.6,9.4,28,6,18.3,2.2,0.02,35,1.5,688,0.84,13.3,20.2,114,1.05,0.1,1.8,58
C-349961,4476,OH,39.5995,-81.3467,Forested Upland,4.05,4.6,330,0.2,55.9,6.8,47,2.5,15.2,1.88,0.13,26,0.32,1480,1.18,15.9,30.5,53.2,0.61,0.9,1.8,58
C-351584,6071,AZ,33.3547,-113.6916,Shrubland,5.43,7.1,583,0.2,83.8,13.3,33,2.5,30,2.92,0.05,27,1.32,583,0.8,20.5,20.7,71.6,1.26,0.1,1.7,58
C-301034,3992,NE,40.2927,-99.3429,Herbaceous Upland,5.11,5.1,722,0.3,76.4,8.6,32,2.5,12.7,1.84,0.01,20,0.58,292,1.02,13.9,20.8,96.8,0.77,0.1,1.7,58
C-322925,10091,NE,40.2792,-101.5239,Herbaceous Upland,5.32,4.4,677,0.4,68.5,8.5,28,2.5,12.7,1.86,0.02,21,0.59,397,1.02,11.1,19.7,94.6,0.72,0.2,1.7,58
C-320446,9583,NV,38.6534,-117.3244,Shrubland,7.08,8.2,1110,0.1,63.9,6.3,21,7,7.1,2.19,0.08,31,0.55,491,1.17,5.3,18.2,128,3.17,0.1,1.6,58
C-353272,11022,OR,45.0381,-119.5842,Forested Upland,7.61,2.9,688,0.1,40.5,7.8,17,2.5,22.9,2.53,0.03,25,0.53,754,1.37,12.6,11.4,43.8,0.37,0.1,1.6,58
C-300032,11369,VT,42.7983,-72.7769,Forested Upland,2.93,0.9,158,0.5,17.7,8,26,2.5,11.9,1.61,0.22,6,0.34,281,0.61,15.7,48.7,23.5,0.48,0.9,1.6,58
C-313406,155,UT,38.3714,-110.893,Barren,5.48,3.5,507,0.5,69.9,8.8,37,6,15.8,1.87,0.01,27,0.71,107,0.8,9.8,18,92.3,0.79,0.7,1.6,58
C-311234,4232,MO,38.7692,-92.1988,Planted/Cultivated,5.58,11.4,565,0.2,60.2,12.8,53,2.5,19,2.78,0.05,22,0.47,869,1.47,17,24.8,66.7,1.32,0.6,1.6,58
C-337094,830,MT,47.6612,-104.8969,Herbaceous Upland,5.6,10.9,519,0.3,57,8.8,35,6,19.4,2.39,0.02,32,1.75,362,1.14,16,18.2,91.2,1.21,0.4,1.6,58
C-310126,2456,KS,39.1331,-96.539,Herbaceous Upland,5.45,7.2,500,0.3,58.4,11.1,47,2.5,14.2,2.4,0.02,38,0.59,432,0.77,19.6,26.1,86.1,0.67,0.3,1.6,58
C-328057,3180,GA,34.6147,-83.4232,Forested Upland,5.51,1.8,259,0.05,85,16.5,61,2.5,31.1,2.84,0.03,15,0.14,782,0.57,25.3,23.8,70.2,0.14,0.7,1.5,58
C-319582,683,CO,38.0952,-103.0238,Herbaceous Upland,4.95,5.9,690,0.3,70.4,6,22,2.5,15.7,1.98,0.01,19,0.51,334,1.82,14.4,23.2,91.6,0.66,0.4,1.5,58
C-342355,363,TX,36.2957,-101.0378,Planted/Cultivated,5.17,6.8,553,0.3,72.6,9.4,33,5,16.8,2.07,0.02,23,0.59,489,1.05,15.4,19.5,85.3,0.79,0.2,1.5,58
C-342349,7531,TX,36.0358,-102.3522,Planted/Cultivated,4.09,6.1,455,0.3,50.3,7.1,23,2.5,13.8,1.68,0.02,20,0.45,357,0.73,13.3,18.6,72.5,0.67,0.1,1.4,58
C-343334,1112,IA,41.3816,-94.4418,Forested Upland,5.24,9.7,557,0.2,64.4,15.3,46,2.5,20.4,2.77,0.03,26,0.45,999,1.45,26.1,25,70.1,1.21,0.8,1.4,58
C-348676,2104,IL,42.4228,-88.3066,Herbaceous Upland,5.08,6.6,464,0.1,54.9,12.7,48,2.5,18,2.54,0.03,35,0.62,681,0.94,23.3,19.1,84.2,0.5,0.4,1.4,58
C-314215,2764,MS,31.9209,-91.1373,Forested Upland,4.48,9.4,636,0.5,74.4,8,34,2.5,55.8,1.82,0.03,15,0.28,641,0.59,21.7,21.4,70.9,0.88,0.2,1.4,58
C-359124,5503,TX,33.7,-101.5283,Planted/Cultivated,4.48,6.1,457,0.3,53.8,7.3,27,2.5,23.3,1.9,0.01,25,0.47,369,0.6,15.2,15.8,75.8,0.76,0.2,1.4,58
C-351809,2295,AZ,33.6462,-113.9748,Shrubland,5.34,6.2,730,0.2,72.9,9.5,29,6,41.4,2.52,0.02,31,1.38,422,0.72,16.3,17.5,77.1,1.12,0.1,1.3,58
C-357649,11036,TX,27.8418,-99.7346,Herbaceous Upland,5.38,9,619,0.3,38.1,8.9,26,6,18.5,2.32,0.02,31,0.89,416,0.76,13,13.3,63.2,1.24,0.4,1.3,58
C-338673,4811,SD,43.5065,-103.5509,Herbaceous Upland,4.48,9.2,538,0.6,58.2,8.1,32,5,14.6,1.83,0.02,26,0.52,350,1.35,16.8,16.9,78.4,0.81,0.4,1.3,58
C-314184,4812,MS,32.367,-90.7335,Developed,4.51,17.5,619,0.2,63,8,33,2.5,16.1,1.85,0.03,17,0.34,592,0.93,18.5,19,71.2,0.83,0.3,1.3,58
C-351245,7440,IN,41.5814,-85.7888,Planted/Cultivated,3.87,6.5,432,0.2,40.2,7.1,23,2.5,11.4,1.59,0.03,16,0.31,758,1.44,12.7,16.9,59.2,0.4,0.3,1.3,58
C-310063,6552,KS,39.1288,-96.4408,Herbaceous Upland,4.82,5.9,513,0.3,58,8.9,40,2.5,15.4,1.83,0.02,29,0.59,579,0.65,18.2,18.1,75.9,0.63,0.2,1.3,58
C-354816,6288,MI,42.9732,-84.9301,Planted/Cultivated,3.73,3.7,470,0.2,36.5,8.2,26,2.5,8.9,1.59,0.02,20,0.3,816,0.75,13,16.6,74.2,0.42,0.2,1.3,58
C-322996,3710,ND,46.089,-101.83,Herbaceous Upland,6.23,7.3,725,0.05,50.2,15.2,48,2.5,10.6,2.63,0.02,30,1.26,178,0.64,22.3,12.5,84.7,0.56,0.1,1.2,58
C-319934,12539,WY,41.4331,-106.9085,Shrubland,5.48,5.3,736,0.3,53.9,6.9,29,2.5,16.5,1.91,0.01,30,0.79,451,0.84,15.7,16,84.2,0.54,0.1,1.2,58
C-335238,7311,ID,43.4814,-116.045,Shrubland,5.8,3.5,1050,0.3,51.2,7.1,24,2.5,16.8,1.69,0.02,20,0.31,668,0.93,9.6,21.3,77.7,0.49,0.1,1.2,58
C-349994,10236,OH,39.1419,-83.674,Planted/Cultivated,4.7,10.8,441,0.05,63.8,13,40,2.5,14.8,2.56,0.03,25,0.33,863,1.67,14.6,26,69,0.71,0.7,1.2,58
C-320947,11764,NJ,39.6081,-75.4075,Forested Upland,2.76,10,225,0.3,60.6,6.3,71,2.5,12.1,3.15,0.08,17,0.35,554,1.51,12.1,24.1,64,0.84,0.5,1.2,58
C-337622,11342,MT,46.7243,-114.1488,Forested Upland,3.86,3.8,932,0.3,49.2,5.6,18,2.5,10.2,1.42,0.04,14,0.34,1840,1.1,7.1,11.4,63,0.63,0.1,1.1,58
C-357351,5964,TX,31.5201,-94.1676,Forested Upland,3.02,56.1,124,0.05,77.2,12.9,101,2.5,8.7,7.9,0.02,17,0.11,406,1.05,46.6,21.7,42.6,2.26,0.7,1.1,58
C-355090,1397,WI,45.0808,-90.1186,Planted/Cultivated,4.71,4.3,573,0.2,40.7,8.8,37,2.5,14.2,2.34,0.04,17,0.48,895,0.77,13.2,15.3,70.1,0.42,0.6,1.1,58
C-348838,10228,IL,39.4609,-89.0262,Planted/Cultivated,3.61,7.6,570,0.2,55.3,8.6,32,2.5,13.1,1.53,0.03,14,0.26,696,0.98,10.9,23.7,65,0.78,0.4,1.1,58
C-348521,1000,IA,41.9488,-91.9957,Planted/Cultivated,4.53,7.6,496,0.2,52.7,9.4,35,2.5,18.1,2.1,0.03,19,0.37,642,0.98,17.9,19.4,68.3,0.74,0.4,1.1,58
C-337988,5694,MT,47.4722,-106.3407,Herbaceous Upland,5.35,9.4,1540,0.3,49.2,10.5,49,2.5,20,2.09,0.03,20,1.04,529,1.18,28.7,13.5,58.1,1.32,0.3,1.1,58
C-337639,12462,MT,48.3075,-110.6545,Herbaceous Upland,4.71,7.1,729,0.3,53.1,7.2,27,2.5,9.7,1.68,0.02,19,0.56,327,0.64,16.6,12.8,65.3,0.82,0.3,1.1,58
C-351271,12780,IN,38.4208,-87.6115,Planted/Cultivated,4.14,4.2,411,0.2,44.8,6.6,25,2.5,9.8,1.58,0.02,18,0.23,566,0.82,13.8,13.4,56.6,0.38,0.1,1,58
C-338681,8638,SD,45.6153,-103.842,Herbaceous Upland,4.36,6.2,796,0.3,50.2,7,30,2.5,13.3,1.75,0.02,19,0.35,499,1.62,12.4,14.4,42.7,0.73,0.5,1,58
C-348986,1896,IA,43.061,-92.9734,Planted/Cultivated,5.3,6,591,0.1,44.8,9.8,38,2.5,12.1,2.05,0.03,20,0.38,811,0.73,17.6,17.6,57.7,0.47,0.5,1,58
C-337922,1470,MT,46.0475,-105.5478,Herbaceous Upland,4.64,7.8,752,0.3,55.2,8,37,2.5,15.1,2.8,0.01,23,0.58,646,0.92,17.1,19.6,71.9,0.89,0.4,1,58
C-337996,7102,MT,46.3248,-104.0782,Herbaceous Upland,5.53,4.5,953,0.3,52,9.5,37,2.5,13.7,1.77,0.02,17,0.48,376,0.69,21.3,12.4,59.7,0.8,0.4,1,58
C-354790,3216,MI,42.8622,-84.7515,Planted/Cultivated,3.48,5.7,389,0.4,41.7,8.4,25,2.5,10.8,1.74,0.04,23,0.32,733,1.03,15.6,15.1,71.7,0.39,0.4,1,58
C-354803,5237,MI,46.2349,-86.8739,Forested Upland,2.83,3.3,407,0.4,29.7,6.3,21,2.5,8.6,1.63,0.04,8,0.22,1590,0.85,7.8,21.4,56.1,0.41,0.3,1,58
C-300440,3625,VT,45.0073,-73.0834,Forested Upland,4.15,4.7,368,0.2,57.1,10.7,46,2.5,12.8,2.31,0.02,19,0.89,831,0.45,34.7,15.3,41.8,0.23,0.1,0.9,58
C-354237,11038,WA,48.0767,-122.7914,Forested Upland,5.39,2.8,405,0.2,23.3,10,107,2.5,6.5,2.33,0.07,10,0.69,990,0.42,41.8,18,22.7,0.63,0.1,0.8,58
C-325705,9275,NM,36.7428,-103.315,Herbaceous Upland,3.88,2.9,573,0.2,37.7,4.5,11,2.5,11.7,1.28,0.005,12,0.22,261,0.89,11.4,14.4,67.5,0.38,0.1,0.8,58
C-359115,4484,TX,29.6175,-103.0211,Shrubland,2.09,4.3,179,0.2,18.9,4,3,2.5,12.5,1.07,0.02,16,0.61,226,0.9,9.1,6.4,20.2,0.57,0.4,0.8,58
C-312447,11660,AR,33.4986,-93.6927,Planted/Cultivated,0.81,2.3,151,0.05,22.8,1.5,15,2.5,30.6,0.49,0.01,7,0.05,117,0.26,3.6,10.5,21.9,0.29,0.1,0.5,58
C-339120,11227,AZ,36.893,-111.4045,Shrubland,1.28,1.8,295,0.05,11.5,1.4,2,2.5,5.3,0.36,0.005,23,0.36,114,0.1,2.9,6.9,36.1,0.13,0.1,0.3,58
C-320892,10108,MD,39.6994,-79.2682,Forested Upland,4.93,12.2,342,0.2,47.6,6.9,46,6,12.1,2.29,0.1,33,0.3,438,1.92,9.1,40.5,98.7,1.11,0.8,2.8,57
C-335469,4846,MT,45.5265,-110.6906,Herbaceous Upland,5.58,13.4,800,0.2,67.8,8,33,2.5,12.6,2.16,0.02,24,0.66,395,0.98,15.4,19.8,88.3,0.73,0.2,2.4,57
C-319689,1627,CO,40.3992,-106.1199,Forested Upland,5.89,1.7,585,0.1,79.8,5.4,11,2.5,9.1,1.31,0.005,22,0.21,344,0.49,5.9,30.3,195,0.19,0.1,2.1,57
C-341231,3260,PA,39.7638,-76.3469,Forested Upland,8.03,4.9,522,0.05,153,43.1,53,2.5,33.7,4.34,0.06,27,0.28,884,1.3,27.4,34.4,96.7,0.46,0.8,2.1,57
C-337646,12974,MT,48.3522,-113.669,Forested Upland,6.68,5.1,819,0.05,68.9,8.2,36,9,9.9,2.78,0.03,68,0.88,379,0.56,16.3,14.1,114,0.75,0.2,2,57
C-324019,7147,NM,35.5904,-105.6301,Forested Upland,4.24,4.7,414,0.4,47.7,7.8,41,2.5,18.6,2.03,0.04,27,0.59,731,0.76,18.5,15,56.5,0.52,0.3,1.9,57
C-350906,4316,NC,36.3404,-80.9549,Forested Upland,4.15,1.7,463,0.2,43.2,4.6,37,2.5,15.7,2.11,0.1,21,0.27,916,0.5,11.4,33.2,54.5,0.26,0.5,1.8,57
C-299959,5673,ME,45.1295,-70.7638,Forested Upland,5.6,5.5,417,0.2,52.8,10.7,91,2.5,22.5,2.63,0.05,20,0.79,523,1.03,61.8,26.9,70.4,0.49,0.1,1.7,57
C-299976,1129,ME,45.0879,-68.4407,Forested Upland,5.75,8.2,426,0.05,57.4,8.8,46,2.5,12,2.46,0.06,26,0.53,554,0.53,22.5,19.3,95,0.57,0.4,1.7,57
C-312473,7436,AR,34.8762,-90.8773,Planted/Cultivated,3.35,15.8,554,0.2,61.1,9.9,35,2.5,10.1,1.59,0.06,12,0.18,1930,1.13,10.4,27.4,61.2,0.88,0.2,1.7,57
C-320466,1391,NV,38.2326,-115.3529,Shrubland,6.56,6,818,0.2,95.1,6.3,15,2.5,9.4,1.95,0.01,26,0.81,478,1.03,8.2,21.4,132,0.93,0.1,1.6,57
C-310142,9944,KS,39.0448,-99.6836,Planted/Cultivated,5.34,5.9,652,0.4,78.9,9.4,38,2.5,14.1,2.2,0.02,19,0.52,517,1.06,13.7,22.2,102,0.81,0.3,1.6,57
C-313221,11515,UT,39.9406,-109.1695,Shrubland,6.11,18.6,1520,0.2,76.6,10.9,50,7,14.7,2.44,0.01,45,1.21,455,3.52,20.8,19.6,93.7,0.79,0.2,1.6,57
C-325757,3051,NM,35.5222,-105.1814,Herbaceous Upland,4.75,5.8,500,0.2,60.9,8.7,32,2.5,16.8,2.2,0.02,26,0.39,483,0.65,14.1,17.5,74.5,0.68,0.2,1.6,57
C-301038,600,NE,41.0917,-98.8833,Planted/Cultivated,4.88,4.8,720,0.4,69.3,8.2,31,2.5,12.4,1.64,0.02,19,0.45,312,0.74,12.1,20.7,93.2,0.74,0.1,1.5,57
C-310038,3947,KS,39.6339,-100.425,Planted/Cultivated,5.65,4.3,715,0.3,70,7.7,36,2.5,12.4,2.17,0.01,19,0.6,448,0.94,12,21,96.9,0.71,0.1,1.5,57
C-355940,4655,CA,35.082,-116.808,Barren,8.91,10.2,814,0.2,47.9,14.6,24,2.5,38.1,3.95,0.01,25,1.26,760,1.35,14.8,10.7,58.2,0.58,0.1,1.5,57
C-322894,6235,NE,42.5749,-103.7377,Herbaceous Upland,6.52,4,816,0.1,62.3,7,16,2.5,10.4,2.11,0.01,25,0.7,437,1.03,9.5,21.2,109,0.57,0.1,1.5,57
C-326148,4075,NM,35.9173,-104.545,Shrubland,4.73,8.8,371,0.3,42.9,7,32,2.5,22.2,2.26,0.02,21,0.65,356,3.71,20.3,16.2,51.8,0.91,0.6,1.5,57
C-359211,3391,TX,32.8659,-101.1684,Planted/Cultivated,4.79,7.4,409,0.2,55.8,8.1,33,2.5,35.2,2.08,0.02,26,0.51,398,0.61,16.3,17.8,74.5,0.79,0.3,1.5,57
C-318593,91,WY,41.2591,-104.0922,Planted/Cultivated,5.88,4.5,661,0.2,68.9,8.1,29,2.5,13.3,2.17,0.01,25,0.67,439,0.86,11.1,20.6,105,0.52,0.3,1.5,57
C-326158,8171,NM,35.7968,-104.862,Shrubland,4.59,6.3,449,0.3,54.7,8.6,26,2.5,16.4,2.05,0.03,23,0.36,504,1.07,15.2,21,64.7,0.78,0.2,1.5,57
C-351579,4023,AZ,33.466,-112.9377,Shrubland,6.23,4.1,803,0.1,68.2,11.8,43,2.5,23.9,2.82,0.02,26,1.35,575,0.61,26.3,17.5,76,0.71,0.1,1.4,57
C-320331,7279,NV,38.8396,-115.7174,Shrubland,6.72,2,1060,0.2,105,6.4,13,2.5,2.9,2.45,0.01,26,0.56,511,0.91,4,18.8,112,0.24,0.1,1.4,57
C-311171,9864,MO,38.8898,-93.5327,Herbaceous Upland,5.05,10.9,689,0.2,72.7,15.4,53,2.5,17.5,2.63,0.03,22,0.41,1070,0.79,19.7,25.5,83.7,1.22,0.8,1.4,57
C-310144,3288,KS,38.3619,-97.0935,Herbaceous Upland,4.67,6.2,495,0.3,61.4,10.5,41,2.5,15.9,2.17,0.02,26,0.55,546,1.03,17.6,23.4,88.4,0.77,0.2,1.4,57
C-325787,1007,NM,35.3179,-105.7185,Forested Upland,4.96,5.5,592,0.2,56.2,7.9,21,2.5,17.6,2.17,0.02,21,0.65,424,0.62,14.9,17.7,76.7,0.72,0.1,1.3,57
C-351803,1099,AZ,32.238,-112.7487,Shrubland,7.16,3.7,1060,0.1,59.8,7.7,21,2.5,22.5,2.58,0.06,20,0.7,397,1.22,11.8,37.5,91.4,0.54,0.1,1.3,57
C-309924,4392,KS,37.5881,-99.6399,Herbaceous Upland,4.91,4.3,741,0.4,66.1,7.3,33,2.5,13.7,1.63,0.01,16,0.37,455,0.94,13.1,21,86.2,0.6,0.2,1.3,57
C-318565,9563,WY,42.0193,-105.1562,Herbaceous Upland,5.41,4.3,580,0.4,59.1,11.2,54,2.5,20.2,2.78,0.02,16,0.81,537,0.8,20.4,26.7,81.4,0.48,0.2,1.3,57
C-318584,10187,WY,44.7568,-106.1996,Herbaceous Upland,4.65,5.6,606,0.4,59.4,8,40,2.5,16.6,1.84,0.02,18,0.37,394,1.4,16.1,17.8,84.8,0.59,0.1,1.2,57
C-343204,11447,CA,33.0162,-117.0162,Forested Upland,8.03,1.5,507,0.05,31.5,15.4,13,2.5,14.9,4.34,0.02,22,0.98,855,0.74,5.8,9.8,70.4,0.27,0.1,1.2,57
C-355130,6504,WI,43.0858,-90.6809,Forested Upland,3.59,4,557,0.3,57.8,9.8,34,2.5,8.9,1.55,0.05,17,0.24,1060,0.85,12.7,29.3,62.9,0.61,0.4,1.2,57
C-349849,616,IA,42.865,-91.7681,Forested Upland,4.32,7.5,583,0.3,52.6,8.2,29,2.5,12.8,1.54,0.04,16,0.78,868,0.89,16.5,19.6,62.8,0.6,0.4,1.2,57
C-351213,80,IN,41.0669,-86.2828,Planted/Cultivated,2.91,4.3,328,0.2,24.1,3.8,19,2.5,9.7,1.18,0.03,10,0.46,319,1.12,9.4,16.3,40.7,0.34,0.2,1.2,57
C-358643,12831,CA,36.113,-121.248,Herbaceous Upland,6.9,2.7,1100,0.2,49.6,4.8,15,2.5,15.3,1.83,0.02,17,0.28,499,1.31,8.2,19.4,141,0.33,0.1,1.1,57
C-337580,10046,MT,47.6907,-104.3375,Herbaceous Upland,5.76,10,902,0.3,59.9,9.9,46,2.5,18,2.5,0.02,19,0.78,505,1.12,20.3,17.9,79.1,1,0.6,1.1,57
C-319600,6635,CO,38.2306,-103.4168,Herbaceous Upland,4.36,6.3,686,0.5,59.3,5.6,18,2.5,11.4,1.75,0.01,14,0.31,440,1.83,10.8,23.7,96.1,0.68,0.5,1.1,57
C-338687,9867,SD,44.7351,-102.6966,Planted/Cultivated,4.75,7.7,668,0.3,55.4,7.5,32,2.5,14.1,1.61,0.02,22,0.39,447,1.07,13.8,14,62.7,0.68,0.5,1.1,57
C-318514,1995,WY,44.3525,-106.5311,Shrubland,3.66,5,526,0.3,45.2,5.3,28,2.5,22.9,1.5,0.01,15,0.32,302,0.92,11.9,15.6,69.7,0.55,0.5,1.1,57
C-314057,10808,LA,30.0316,-93.2734,Developed,2.06,3.4,162,0.05,53,5,26,2.5,9.9,0.87,0.04,14,0.11,603,0.87,8.8,20.3,33.7,0.45,0.4,1.1,57
C-350929,11676,NC,35.8885,-79.0346,Forested Upland,3.61,3.3,512,0.1,27.4,6.3,20,2.5,14.5,1.49,0.07,8,0.27,1520,0.34,5.5,17.1,46.6,0.43,0.4,1.1,57
C-337621,11182,MT,45.5296,-111.8482,Forested Upland,7.2,4.3,883,0.2,59.2,21.8,141,2.5,43.5,4.28,0.01,10,1.86,760,1.24,73,23.4,71.3,1.37,0.1,1,57
C-343398,7343,AZ,36.9501,-113.7958,Shrubland,4.05,4.3,510,0.05,32,3.6,40,2.5,14.9,2,0.01,22,0.38,548,0.46,16.3,11.2,42.4,0.37,0.1,1,57
C-343387,11695,AZ,35.92,-111.7448,Shrubland,2.91,11.8,273,0.8,36.7,6.1,33,5,13.8,1.63,0.02,17,0.86,366,1.77,12.4,19,53,0.85,0.7,1,57
C-350380,2108,KY,37.2852,-88.3342,Forested Upland,3.25,5,586,0.4,71.6,10.4,42,2.5,16.5,1.36,0.09,19,0.19,2340,0.67,22,19.5,56.4,0.53,0.5,1,57
C-323428,11673,SD,45.8919,-96.6216,Planted/Cultivated,4.41,6.2,528,0.5,41.9,8.3,34,2.5,16.4,1.74,0.04,17,0.49,754,0.83,18.3,14.8,65.1,0.61,0.4,1,57
C-313214,8763,UT,40.2566,-111.4946,Barren,3.08,5.9,335,0.9,38.4,6.4,36,2.5,19.9,1.35,0.02,25,0.93,510,1.41,13,21.6,62.6,0.67,0.3,1,57
C-339502,409,ND,48.6129,-98.9938,Planted/Cultivated,4.96,6.8,537,0.3,50.4,8.3,42,2.5,16.8,2.07,0.02,21,0.75,737,0.71,22,14,63.9,0.5,0.4,0.9,57
C-338330,168,MN,44.5285,-93.4684,Planted/Cultivated,4.89,5.7,639,0.2,43.7,9.4,37,2.5,13.7,1.79,0.03,17,0.4,934,0.7,21.8,14.9,60.4,0.46,0.4,0.9,57
C-338347,1753,MN,47.8915,-95.6337,Shrubland,4.45,4.6,507,0.2,40.5,5.6,34,2.5,17.4,1.69,0.02,18,0.56,221,0.26,15.7,13.8,54.6,0.19,0.6,0.8,57
C-355159,10552,WI,43.6085,-89.0494,Planted/Cultivated,3.03,4.1,392,0.2,39.3,7.5,22,2.5,14.9,1.62,0.03,13,0.34,669,0.57,12.6,16.1,54.7,0.37,0.3,0.8,57
C-350896,1132,NC,35.5518,-81.7409,Forested Upland,5.65,1.9,470,0.05,56.3,5.7,36,2.5,11.5,2.23,0.08,22,0.31,380,0.95,17.9,25.8,94.8,0.16,0.5,0.7,57
C-338388,10713,MN,47.5918,-95.0601,Forested Upland,4.34,2.1,516,0.2,25.3,4.5,23,2.5,6.6,1.23,0.02,10,0.26,713,0.46,8.6,12.8,51.4,0.17,0.1,0.6,57
C-338399,13017,MN,47.7384,-95.2719,Forested Upland,3.82,2.2,475,0.4,28.9,3.8,23,2.5,10.5,1,0.04,11,0.29,799,0.42,8.4,14,47.6,0.23,0.3,0.6,57
C-299999,5993,NH,43.7253,-71.7544,Forested Upland,4.75,3,548,0.3,48.9,5.6,32,2.5,23,1.82,0.09,22,0.24,444,1.67,13.1,93.7,77.8,0.43,0.5,28.3,56
C-335231,6350,ID,46.2272,-115.5011,Forested Upland,6.14,1.1,1160,0.05,106,6.1,30,2.5,9.9,1.99,0.01,14,0.89,463,0.29,13.6,32.4,73.8,0.31,0.1,3.8,56
C-299991,6249,ME,45.0012,-67.6184,Forested Upland,5.75,12.3,455,0.1,53,8.9,35,2.5,14.8,2.23,0.02,30,0.51,478,0.69,18.5,27.7,133,0.65,0.3,3.1,56
C-352726,12535,AZ,34.3957,-112.954,Shrubland,6.88,2.5,898,0.1,94.8,12.8,41,2.5,28.1,4.04,0.01,22,0.66,642,2.25,22.2,39,104,0.25,0.1,2.6,56
C-326138,5716,NM,32.5287,-108.4558,Shrubland,6.5,2,719,0.1,78.2,4.7,5,2.5,12.6,1.55,0.005,8,0.2,485,0.76,4.9,26.3,281,0.24,0.1,2.3,56
C-320464,7135,NV,38.4027,-114.5267,Shrubland,6.4,7.2,614,0.3,102,6.9,17,6,12.6,1.99,0.02,33,0.38,523,1.17,7.7,25.3,177,1.3,0.1,2.1,56
C-327835,6648,OK,34.0997,-96.3342,Planted/Cultivated,6.48,11.3,363,0.2,100,12.1,62,6,16.5,3.43,0.01,36,0.56,770,0.39,26.3,21.8,127,0.44,0.4,2,56
C-312878,8716,AR,34.4603,-91.341,Developed,3.01,19.4,439,0.2,62.1,10.1,30,2.5,12.6,1.51,0.33,16,0.15,1390,0.86,11.5,25.9,52,0.73,0.6,1.9,56
