"DIVISION_NAME","DISTRICT_NAME","UPAZILA_NAME","POVERTY_PERCENT","DIVISION_NAME 2","DIVISION_PCODE","DISTRICT_NAME 2","DISTRICT_PCODE","UPAZILA_NMAE","UPAZILA_PCODE","ADM3_PCODE"
"Dhaka","Dhaka","Tejgaon",5.3,"Dhaka","BD30","Dhaka","BD3026","Tejgaon","BD302690","BD302690"
"Dhaka","Dhaka","Tejgaon Ind. Area",6.7,"Dhaka","BD30","Dhaka","BD3026","Tejgaon Ind. Area","BD302692","BD302692"
"Dhaka","Dhaka","Turag",25.1,"Dhaka","BD30","Dhaka","BD3026","Turag","BD302693","BD302693"
"Dhaka","Dhaka","Uttar Khan",24.9,"Dhaka","BD30","Dhaka","BD3026","Uttar Khan","BD302696","BD302696"
"Dhaka","Dhaka","Uttara",3.7,"Dhaka","BD30","Dhaka","BD3026","Uttara","BD302695","BD302695"
"Rangpur","Dinajpur","Biral",38.8,"Rangpur","BD55","Dinajpur","BD5527","Biral","BD552717","BD552717"
"Rangpur","Dinajpur","Birampur",35.9,"Rangpur","BD55","Dinajpur","BD5527","Birampur","BD552710","BD552710"
"Rangpur","Dinajpur","Birganj",43.1,"Rangpur","BD55","Dinajpur","BD5527","Birganj","BD552712","BD552712"
"Rangpur","Dinajpur","Bochaganj",38.4,"Rangpur","BD55","Dinajpur","BD5527","Bochaganj","BD552721","BD552721"
"Rangpur","Dinajpur","Chirirbandar",38.5,"Rangpur","BD55","Dinajpur","BD5527","Chirirbandar","BD552730","BD552730"
"Rangpur","Dinajpur","Dinajpur Sadar",28.2,"Rangpur","BD55","Dinajpur","BD5527","Dinajpur Sadar","BD552764","BD552764"
"Rangpur","Dinajpur","Fulbari",33.8,"Rangpur","BD55","Dinajpur","BD5527","Fulbari","BD552738","BD552738"
"Rangpur","Dinajpur","Ghoraghat",41.8,"Rangpur","BD55","Dinajpur","BD5527","Ghoraghat","BD552743","BD552743"
"Rangpur","Dinajpur","Hakimpur",38.9,"Rangpur","BD55","Dinajpur","BD5527","Hakimpur","BD552747","BD552747"
"Rangpur","Dinajpur","Kaharole",44.3,"Rangpur","BD55","Dinajpur","BD5527","Kaharole","BD552756","BD552756"
"Rangpur","Dinajpur","Khansama",46.5,"Rangpur","BD55","Dinajpur","BD5527","Khansama","BD552760","BD552760"
"Rangpur","Dinajpur","Nawabganj",37.3,"Rangpur","BD55","Dinajpur","BD5527","Nawabganj","BD302662","BD302662"
"Rangpur","Dinajpur","Parbatipur",39.7,"Rangpur","BD55","Dinajpur","BD5527","Parbatipur","BD552777","BD552777"
"Dhaka","Faridpur","Alfadanga",29.9,"Dhaka","BD30","Faridpur","BD3029","Alfadanga","BD302903","BD302903"
"Dhaka","Faridpur","Bhanga",33.5,"Dhaka","BD30","Faridpur","BD3029","Bhanga","BD302910","BD302910"
"Dhaka","Faridpur","Boalmari",39.3,"Dhaka","BD30","Faridpur","BD3029","Boalmari","BD302918","BD302918"
"Dhaka","Faridpur","Char Bhadrasan",35.8,"Dhaka","BD30","Faridpur","BD3029","Char Bhadrasan","BD302921","BD302921"
"Dhaka","Faridpur","Faridpur Sadar",38.3,"Dhaka","BD30","Faridpur","BD3029","Faridpur Sadar","BD302947","BD302947"
"Dhaka","Faridpur","Madhukhali",30.5,"Dhaka","BD30","Faridpur","BD3029","Madhukhali","BD302956","BD302956"
"Dhaka","Faridpur","Nagarkanda",35.9,"Dhaka","BD30","Faridpur","BD3029","Nagarkanda","BD302962","BD302962"
"Dhaka","Faridpur","Sadarpur",36.9,"Dhaka","BD30","Faridpur","BD3029","Sadarpur","BD302984","BD302984"
"Dhaka","Faridpur","Saltha",42.1,"Dhaka","BD30","Faridpur","BD3029","Saltha","BD302990","BD302990"
"Chittagong","Feni","Chhagalnaiya",25.9,"Chittagong","BD20","Feni","BD2030","Chhagalnaiya","BD203014","BD203014"
"Chittagong","Feni","Daganbhuiyan",16.3,"Chittagong","BD20","Feni","BD2030","Daganbhuiyan","BD203025","BD203025"
"Chittagong","Feni","Feni Sadar",18.6,"Chittagong","BD20","Feni","BD2030","Feni Sadar","BD203029","BD203029"
"Chittagong","Feni","Fulgazi",31.8,"Chittagong","BD20","Feni","BD2030","Fulgazi","BD203041","BD203041"
"Chittagong","Feni","Parshuram",30.6,"Chittagong","BD20","Feni","BD2030","Parshuram","BD203051","BD203051"
"Chittagong","Feni","Sonagazi",44.5,"Chittagong","BD20","Feni","BD2030","Sonagazi","BD203094","BD203094"
"Rangpur","Gaibandha","Fulchhari",58.1,"Rangpur","BD55","Gaibandha","BD5532","Fulchhari","BD553221","BD553221"
"Rangpur","Gaibandha","Gaibandha Sadar",44.8,"Rangpur","BD55","Gaibandha","BD5532","Gaibandha Sadar","BD553224","BD553224"
"Rangpur","Gaibandha","Gobindaganj",45.4,"Rangpur","BD55","Gaibandha","BD5532","Gobindaganj","BD553230","BD553230"
"Rangpur","Gaibandha","Palashbari",44.8,"Rangpur","BD55","Gaibandha","BD5532","Palashbari","BD553267","BD553267"
"Rangpur","Gaibandha","Sadullapur",51,"Rangpur","BD55","Gaibandha","BD5532","Sadullapur","BD553282","BD553282"
"Rangpur","Gaibandha","Saghata",52.8,"Rangpur","BD55","Gaibandha","BD5532","Saghatta","","BD553288"
"Rangpur","Gaibandha","Sundarganj",47.6,"Rangpur","BD55","Gaibandha","BD5532","Sundarganj","BD553291","BD553291"
"Dhaka","Gazipur","Gazipur Sadar",22.1,"Dhaka","BD30","Gazipur","BD3033","Gazipur Sadar","BD303330","BD303330"
"Dhaka","Gazipur","Kaliakair",11,"Dhaka","BD30","Gazipur","BD3033","Kaliakair","BD303332","BD303332"
"Dhaka","Gazipur","Kaliganj",15.7,"Dhaka","BD30","Gazipur","BD3033","Kaliganj","BD303334","BD303334"
"Dhaka","Gazipur","Kapasia",27,"Dhaka","BD30","Gazipur","BD3033","Kapasia","BD303336","BD303336"
"Dhaka","Gazipur","Sreepur",14.4,"Dhaka","BD30","Gazipur","BD3033","Sreepur","BD303386","BD303386"
