ID,YEAR,YID,Longitude,Latitude,x,y,Grain_As,Grain_iAs,Straw_As,TF,logTF,WAs,WP,WP_WAs,WFe,WFe_WAs,WEc,WpH,WMg,WNa,WCa,WK,WS,SAs,SPAs,SAoAs,SAoFe,AoFe_AoAs,LogAoFe_AoAs,SpH,SEc,SOC,SAND,SILT,CLAY,SP,ELEV,Year_Irrig,DIS_STW,Variety,Land_type,Soil_As_Class,WFe_WAs,WP_WAs,PER_SPAs,PER_AoAs,LTID
167,YEAR_02,B008,89.1247,22.7672,2653266.577,556863.6454,0.381,0.27,10.9,0.035,-1.457,0.146,1.24,8.5,5.96,40.8,0.955,7.03,35.9,89,122.8,4.2,1.052,30.7,8.235,16.04,2330,145.3,2.2,8.28,0.79,1.4,23.7,31.8,44.5,25.61,5,13,10,BR28,MHL,High,40.82,0.12,26.82,52.25,2
210,YEAR_02,B051,89.2418,22.6462,2665216.85,543377.6246,0.329,0.236,8.5,0.039,-1.412,0.2,0.68,3.4,8.07,40.4,3.12,7.03,81.7,411.2,210.6,12.3,1.613,13.9,4.87,10.07,2740,272.1,2.4,8.18,2.324,0.72,6.1,49.3,44.6,5.73,3,5,10,BR28,MHL,Low,40.35,0.29,35.04,72.45,2
29,YEAR_01,A030,89.2166,22.6713,2662636.272,546172.0716,0.464,0.324,12.1,0.038,-1.416,0.129,1.132,8.8,5.01,38.8,1.51,7.02,48,173.1,93.1,12.9,0.879,19,4.731,9.9,2340,236.4,2.4,8.2,2.054,1.66,12.1,41.6,46.4,15.21,2,8,5,BR28,MHL,High,38.84,0.11,24.9,52.11,2
109,YEAR_01,A116,89.1578,22.7306,2656640.071,552779.6623,0.259,0.19,9.6,0.027,-1.569,0.105,1.003,9.6,4.07,38.8,1.21,7.04,38.9,106.4,114.9,7.1,0.987,11.6,2.37,6.96,2400,344.8,2.5,7.84,1.638,1.33,12.2,48.1,39.6,15.03,4,1,5,Ratna,MHL,Low,38.76,0.1,20.43,60,2
16,YEAR_01,A016,89.2968,22.7341,2670917.775,553082.9249,0.421,0.296,11.2,0.038,-1.425,0.076,0.701,9.2,2.88,37.9,0.71,7.21,20.6,32.2,86.5,3.6,0.737,17.1,3.76,10.28,2220,216,2.3,8.19,1.003,1.3,10.9,48.5,40.6,17.51,5,4,10,BR28,HL,High,37.89,0.11,21.99,60.12,1
30,YEAR_01,A031,89.2484,22.7184,2665940.071,551379.6623,0.2,0.151,5.9,0.034,-1.47,0.097,1.208,12.5,3.67,37.8,0.58,6.91,23.2,15.9,63.9,4,0.547,14.4,3.485,8.27,2350,284.2,2.5,8.41,1.19,1.34,13.1,43.3,43.6,16.96,1,7,25,Purbachi,MHL,Low,37.84,0.08,24.2,57.43,2
111,YEAR_01,A118,89.1666,22.7279,2657540.071,552479.6623,0.26,0.19,13.4,0.019,-1.712,0.16,1.051,6.6,6.03,37.7,1.22,6.96,36.6,108.2,122.7,6,1.039,22.8,5.97,15.2,2020,132.9,2.1,8.12,1.696,1.59,13,42.8,44.3,17.39,3,8,4,IET,MHL,High,37.69,0.15,26.18,66.67,2
20,YEAR_01,A020,89.2086,22.7428,2661860.696,554104.5586,0.384,0.272,5.7,0.067,-1.172,0.139,0.68,4.9,5.22,37.6,2.3,7.03,66.6,214.6,171.4,10.9,8.62,13.6,3.268,7.65,2250,294.1,2.5,8.02,2.269,1.21,12.1,45.4,42.5,15.9,5,5,9,Minikate,HL,Low,37.55,0.2,24.03,56.25,1
230,YEAR_02,B071,89.2352,22.7322,2664592.988,552907.6828,0.296,0.214,9.1,0.033,-1.488,0.173,1.68,9.7,6.44,37.2,3.355,7.03,82.8,373,204.7,11.4,23.618,22.8,2.889,12.6,3750,297.6,2.5,8.08,2.042,0.91,8.3,55.5,36.2,15.35,5,3,15,IET,HL,High,37.23,0.1,12.67,55.26,1
58,YEAR_01,A059,89.1409,22.7678,2654929.726,556915.254,0.492,0.343,13.3,0.037,-1.432,0.258,1.36,5.3,9.58,37.1,0.95,7.01,30.2,74.4,91.9,6.3,0.845,23.7,5.12,13.4,2460,183.6,2.3,8.11,0.905,1.16,11.2,47.8,40.9,17.03,5,8,5,Minikate,MHL,High,37.13,0.19,21.6,56.54,2
163,YEAR_02,B004,89.1432,22.7798,2655170.1,558242,0.296,0.214,10.6,0.028,-1.554,0.134,0.83,6.2,4.96,37,1.089,7.01,24.7,87.7,113.2,4.8,1.107,15.8,4.356,7.64,1900,248.7,2.4,8.4,0.918,1.13,10.4,30.9,58.7,8.17,3,5,15,Minikate,MHL,High,37.01,0.16,27.57,48.35,2
26,YEAR_01,A026,89.2459,22.6507,2665640.071,543879.6623,0.525,0.364,13.9,0.038,-1.423,0.127,1.602,12.6,4.68,36.9,0.75,7.15,36.3,46.4,65.5,6.6,0.552,9.8,2.239,4.904,2760,562.8,2.8,8.07,2.44,1.62,13.2,41.5,45.3,14.18,2,1,5,IET,MHL,Low,36.85,0.08,22.85,50.04,2
149,YEAR_01,A156,89.2783,22.7022,2669002,549564.3,0.221,0.165,6,0.037,-1.434,0.148,1.247,8.4,5.44,36.8,1.62,6.96,57.7,149.9,143.5,8.6,5.936,18.8,3.42,9.849,3060,310.7,2.5,7.38,1.473,1.76,16.5,43,40.5,13.81,3,4,5,Purbachi,MHL,High,36.76,0.12,18.19,52.39,2
116,YEAR_01,A123,89.2321,22.751,2664289.4,554995.3,0.512,0.356,17.9,0.029,-1.544,0.12,1.359,11.3,4.38,36.5,0.53,6.84,20.2,10.8,71.6,3.4,0.566,14.1,4.06,5.72,2760,482.5,2.7,8.16,1.254,1.32,11.9,47.3,40.8,15.37,4,10,22,IET,HL,Low,36.5,0.09,28.79,40.57,1
102,YEAR_01,A109,89.1613,22.6911,2656967.6,548401.5,0.373,0.265,18.3,0.02,-1.691,0.178,0.799,4.5,6.49,36.5,1.43,7.01,38.5,122.1,126.4,7.4,1.057,18.2,2.7,13.1,2700,206.1,2.3,7.94,1.752,1.66,12.3,41.9,45.8,17.02,3,1,5,IET,MHL,High,36.46,0.22,14.84,71.98,2
237,YEAR_02,B079,89.1685,22.7306,2657740.071,552779.6623,0.302,0.218,8.4,0.036,-1.444,0.171,1.18,6.9,6.22,36.4,2.02,7.03,52.3,236,156.2,8.8,1.303,16.6,4.087,10.04,1200,119.5,2.1,8.22,1.651,1.86,12.5,40,47.5,14.16,2,3,10,BR28,MHL,High,36.37,0.14,24.62,60.48,2
19,YEAR_01,A019,89.2685,22.731,2668012.7,552760.2,0.357,0.254,12.9,0.028,-1.558,0.145,1.325,9.1,5.27,36.3,1.47,7.1,52.5,131.8,110.8,9.4,1.545,20.19,5.053,10.613,2230,210.1,2.3,8.08,1.373,1.65,12.3,42.1,45.6,17.12,3,8,6,BR28,MHL,High,36.34,0.11,25.03,52.57,2
52,YEAR_01,A053,89.1382,22.7653,2654644.8,556637.4,0.371,0.263,17.2,0.022,-1.666,0.148,0.962,6.5,5.32,35.9,0.93,6.98,26.3,66.1,103.5,4.5,0.918,23.4,5.923,11.1,2780,250.5,2.4,8.29,0.918,1.41,10.5,47.9,41.6,18.25,4,9,5,IET,MHL,High,35.95,0.15,25.31,47.44,2
174,YEAR_02,B015,89.1345,22.7536,2654263.9,555353.1,0.345,0.246,6.8,0.051,-1.295,0.122,0.99,8.1,4.37,35.8,1.152,7.07,37.7,97.7,112.4,6.4,1.411,24.2,7.446,12.67,1790,141.3,2.2,8.47,1.147,1.54,8.3,23,68.7,10.01,4,12,10,BR28,MHL,High,35.82,0.12,30.77,52.36,2
241,YEAR_02,B083,89.1712,22.7167,2658008.4,551236,0.322,0.231,8,0.04,-1.395,0.153,1.02,6.7,5.43,35.5,1.787,7.14,43.2,198.9,128.9,8,1.06,19.1,4.383,11.16,1760,157.7,2.2,8.21,1.523,1.65,18.4,51.3,30.3,6.49,2,8,25,IET,MHL,High,35.49,0.15,22.95,58.43,2
150,YEAR_01,A157,89.2864,22.7123,2669840.071,550679.6623,0.299,0.216,7.5,0.04,-1.399,0.074,0.808,10.9,2.58,34.9,0.78,7.12,48.9,22.4,89.4,6.4,1.459,15.5,2.88,6.4,3680,575,2.8,8.23,1.463,1.4,10.9,48.7,40.4,17.57,4,6,4,BR28,HL,High,34.86,0.09,18.58,41.29,1
48,YEAR_01,A049,89.1928,22.7065,2660214.696,550095.5373,0.323,0.232,16.1,0.02,-1.698,0.183,1.327,7.3,6.32,34.5,1.63,6.81,49.9,159,132.8,9,1.11,18.2,4.514,7.3,2420,331.5,2.5,8.42,1.764,1.52,12.5,44.4,43.1,17.37,3,5,5,BR28,MHL,High,34.54,0.14,24.8,40.11,2
136,YEAR_01,A143,89.2567,22.8024,2666840.071,560679.6623,0.167,0.129,2.5,0.067,-1.175,0.135,1.647,12.2,4.62,34.2,0.56,6.95,16.8,17.4,73.4,3.2,0.584,13.4,4.06,5.72,2830,494.8,2.7,7.87,0.484,1.23,10.7,50.8,38.5,14.22,6,4,5,Ratna,HL,Low,34.22,0.08,30.3,42.69,1
255,YEAR_02,B097,89.2925,22.7247,2670474.9,552043,0.453,0.317,7.7,0.059,-1.23,0.174,0.72,4.1,5.94,34.1,0.689,7.14,22.6,24,92.5,3.3,0.735,24.2,4.946,15.39,3090,200.8,2.3,8.08,1.021,0.99,7.1,40,52.9,16.64,7,9,10,BR28,HL,High,34.14,0.24,20.44,63.6,1
166,YEAR_02,B007,89.1293,22.7923,2653757.1,559635,0.261,0.191,9.9,0.026,-1.579,0.182,1.01,5.5,6.18,34,0.992,7.03,40.8,72.3,122.2,5.7,0.991,27.9,8.265,14.53,1780,122.5,2.1,8.37,0.719,1.37,11.1,48.9,40,17.81,6,10,15,BR28,HL,High,33.96,0.18,29.62,52.08,1
238,YEAR_02,B080,89.1629,22.7295,2657161.2,552661,0.443,0.31,7.5,0.059,-1.229,0.147,1.54,10.5,4.96,33.7,1.83,7.56,42.6,205.7,112.5,7,0.948,33.9,7.703,20.04,3740,186.6,2.3,7.97,1.67,2.6,12.1,31.7,56.2,46.03,3,8,10,Ratna,MHL,High,33.74,0.1,22.72,59.12,2
53,YEAR_01,A054,89.1345,22.7663,2654270,556754.6,0.352,0.251,13.2,0.027,-1.574,0.144,1.252,8.7,4.84,33.6,0.86,7.04,34.8,36.7,100.2,5,2.687,20,3.81,6,2430,405,2.6,8.2,0.87,1.38,12.6,45.1,42.2,15.91,3,8,5,IET,MHL,High,33.61,0.11,19.05,30,2
135,YEAR_01,A142,89.2596,22.7962,2667134.445,559992.9416,0.392,0.277,8.8,0.045,-1.351,0.087,1.075,12.4,2.92,33.6,0.54,6.9,17.3,14,78.4,3.1,0.597,17.5,5.2,10.8,2440,225.9,2.4,6.85,0.483,1.41,11.1,51.7,37.2,13.88,6,17,4,IET,HL,High,33.56,0.08,29.71,61.71,1
83,YEAR_01,A090,89.1401,22.7418,2654827.4,554036.9,0.232,0.172,8.9,0.026,-1.584,0.143,1.335,9.3,4.73,33.1,1.15,6.97,31.4,25.9,106.2,4.4,0.976,20.3,3.81,11.5,2600,226.1,2.4,7.72,1.343,1.68,14,43.7,42.3,14.88,3,15,5,IET,MHL,High,33.08,0.11,18.77,56.65,2
45,YEAR_01,A046,89.2265,22.7006,2663671.948,549413.4897,0.499,0.347,13.5,0.037,-1.432,0.162,1.291,8,5.31,32.8,1.9,7.02,54.1,290.7,112.6,13.3,1.03,16.9,4.162,11.5,2410,209.6,2.3,8.16,2.373,1.61,12,44,44,16.88,2,7,5,IET,MHL,High,32.78,0.13,24.63,68.05,2
121,YEAR_01,A128,89.2361,22.7905,2664720.501,559365.3989,0.196,0.148,6,0.033,-1.486,0.198,1.358,6.9,6.41,32.4,0.73,6.84,31.1,20.3,92.2,6,0.719,19.5,6,11.4,2790,244.7,2.4,8.02,0.566,1.31,12.4,46.1,41.5,15.36,4,12,4,BR28,HL,High,32.37,0.15,30.77,58.46,1
258,YEAR_02,B100,89.3096,22.731,2672240.071,552733.6628,0.394,0.278,8.3,0.047,-1.324,0.1,1.39,13.9,3.19,31.9,1.06,7.14,42,39,75.7,7.5,0.619,18.25,3.166,8.52,1730,203.1,2.3,8.49,0.864,1.38,13.6,43,43.4,18.05,4,11,15,Purbachi,HL,High,31.9,0.07,17.35,46.68,1
122,YEAR_01,A129,89.2364,22.7752,2664740.071,557679.6623,0.611,0.421,17.2,0.036,-1.449,0.115,1.382,12,3.63,31.6,0.59,6.85,25.2,14.1,84.6,3.7,0.654,21.5,5.408,8.92,2800,313.9,2.5,7.96,0.84,1.34,11.9,46.2,41.9,15.89,4,1,5,IET,HL,High,31.57,0.08,25.15,41.49,1
222,YEAR_02,B063,89.2332,22.8122,2664440.071,561779.6623,0.293,0.212,8.9,0.033,-1.483,0.126,1.18,9.4,3.97,31.5,0.889,7.18,35.6,20,94.2,8.8,1.164,12,3.033,6.53,1970,301.7,2.5,8.31,0.57,1.31,20.7,46.4,32.9,22.26,8,8,10,BR28,HL,Low,31.51,0.11,25.28,54.42,1
247,YEAR_02,B089,89.2065,22.7046,2661627.8,549870,0.247,0.182,10.1,0.024,-1.612,0.312,1.82,5.8,9.78,31.3,2.1,7.18,46.7,248.7,96.9,10,0.913,17.4,5.324,10.64,1800,169.2,2.2,8.3,2.153,1.32,16.2,49.3,34.5,10.59,1,5,10,IET,MHL,High,31.35,0.17,30.6,61.15,2
169,YEAR_02,B010,89.1451,22.7545,2655350.3,555435,0.261,0.191,7.6,0.034,-1.464,0.135,1.04,7.7,4.22,31.3,1.22,7.08,39.9,108.6,110.4,7.6,0.972,18.3,4.831,10.31,2490,241.5,2.4,8.4,1.261,1.48,11.6,47.6,40.8,13.04,6,4,10,BR29,MHL,High,31.26,0.13,26.4,56.34,2
236,YEAR_02,B078,89.1725,22.7234,2658140.071,551979.6623,0.367,0.261,5.7,0.064,-1.191,0.17,1.38,8.1,5.29,31.1,1.533,7.13,48.8,158.4,127.3,7.5,1.087,22.6,6.655,15.72,1790,113.9,2.1,8.55,1.634,1.46,10,50,40,36.84,3,13,10,BR28,MHL,High,31.12,0.12,29.45,69.56,2
104,YEAR_01,A111,89.1745,22.7198,2658340.071,551579.6623,0.299,0.216,14.3,0.021,-1.68,0.167,1.335,8,5.18,31,1.1,6.85,43.5,98.1,113.2,7,0.954,9.9,2.68,4,2700,675,2.8,8.18,1.567,1.49,13.2,42.4,44.4,14.46,2,7,12,Ratna,MHL,Low,31.02,0.13,27.07,40.4,2
71,YEAR_01,A078,89.107,22.7634,2651436.8,556450.6,0.219,0.163,6.3,0.035,-1.459,0.146,1.123,7.7,4.51,30.9,0.65,7.54,23.9,14,86.4,4.1,0.794,25.2,5.2,16.63,2550,153.3,2.2,8.22,0.902,1.42,10.8,49.4,39.8,18.64,4,3,4,Ratna,MHL,High,30.89,0.13,20.63,65.99,2
178,YEAR_02,B019,89.2487,22.8046,2666026.3,560926.6246,0.192,0.146,6.4,0.03,-1.523,0.095,1.21,12.7,2.89,30.4,0.531,7.16,18.8,17,79.2,3.8,0.836,9.6,2.586,6.41,3240,505.5,2.7,8.16,0.447,0.78,17.5,43.8,38.7,13.58,4,5,10,BR28,HL,Low,30.42,0.08,26.94,66.77,1
152,YEAR_01,A159,89.1364,22.784,2654478.3,558716,0.491,0.342,15.8,0.031,-1.508,0.186,1.187,6.4,5.59,30.1,1.06,6.97,40.3,62.4,119.5,5.5,1.149,19.2,6.59,8.5,3200,376.5,2.6,7.98,0.797,1.64,12,42.4,45.6,17.77,3,5,6,BR28,MHL,High,30.05,0.16,34.32,44.27,2
95,YEAR_01,A102,89.1219,22.8229,2653015.4,563031.7,0.349,0.249,14.8,0.024,-1.627,0.179,0.786,4.4,5.35,29.9,1.53,6.95,45.6,163.7,144.6,8.7,1.2,22,5.544,11.607,3400,292.9,2.5,7.86,0.86,1.54,12.9,44.9,42.1,14.39,2,6,5,BR28,HL,High,29.89,0.23,25.2,52.76,1
39,YEAR_01,A040,89.2292,22.7289,2663975.837,552550.9131,0.229,0.17,4.6,0.05,-1.303,0.137,0.955,7,4.09,29.9,1.34,6.96,50.1,102.8,124.7,8.7,1.066,8,1.751,4.56,2380,521.9,2.7,8.22,2.299,1.27,11.1,49.1,39.8,18.12,6,4,20,BR28,HL,Low,29.85,0.14,21.89,57,1
57,YEAR_01,A058,89.1377,22.7464,2654582.6,554549.9,0.481,0.335,12,0.04,-1.397,0.082,1.057,12.9,2.44,29.8,0.9,6.99,24.1,14.1,70.4,3.3,0.547,17.3,4.94,5.7,2450,429.8,2.6,7.96,1.275,1.66,12.7,41.9,45.4,17.88,3,5,5,Minikate,MHL,High,29.76,0.08,28.55,32.95,2
46,YEAR_01,A047,89.2226,22.7031,2663280.6,549697.1,0.409,0.288,9.7,0.042,-1.375,0.177,1.443,8.2,5.17,29.2,2.09,7.08,56.4,327.4,120.2,11.9,1.07,16.7,4.108,9.28,2420,260.8,2.4,8.42,2.489,1.52,12.5,44.4,43.1,17.37,3,4,5,IET,MHL,High,29.21,0.12,24.6,55.57,2
31,YEAR_01,A032,89.2267,22.8037,2663769.8,560836.2,0.427,0.3,27,0.016,-1.801,0.186,1.468,7.9,5.41,29.1,0.9,6.97,37.5,65.7,85.8,6.7,0.737,14.9,2.37,5,2350,470,2.7,8.21,0.566,1.44,10.5,49.5,39.9,18.99,4,5,10,IET,HL,High,29.09,0.13,15.91,33.56,1
25,YEAR_01,A025,89.2603,22.6658,2667128.121,545536.6634,0.311,0.224,10,0.031,-1.507,0.258,2.699,10.5,7.45,28.9,1.42,7.24,35.9,235.3,78,11.3,0.614,11.4,2.672,4.95,2310,466.7,2.7,8.14,2.012,1.61,13,42.8,44.2,15.68,3,3,17,BR28,MHL,Low,28.88,0.1,23.44,43.42,2
70,YEAR_01,A071,89.2429,22.8168,2665440.071,562279.6623,0.299,0.216,14.2,0.021,-1.677,0.152,1.113,7.3,4.31,28.4,0.79,7.02,26.5,44,96,5.3,0.763,6.8,3.81,3.7,2510,678.4,2.8,8.07,0.539,1.1,11.7,43.8,44.5,19.55,7,8,15,IET,HL,Low,28.36,0.14,56.03,54.41,1
90,YEAR_01,A097,89.1121,22.7992,2651995.5,560420.1,0.442,0.31,17.9,0.025,-1.607,0.133,1.922,14.5,3.77,28.3,0.51,6.87,17.3,14.5,69.2,2.8,0.562,28.2,7.97,18.7,2880,154,2.2,8.27,0.626,1.29,12.6,45.6,41.8,16.65,3,10,5,IET,HL,High,28.35,0.07,28.26,66.31,1
211,YEAR_02,B052,89.2418,22.6895,2665240.071,548179.6623,0.272,0.198,8.4,0.032,-1.49,0.296,0.76,2.6,8.36,28.2,2.36,7.16,60.2,290.2,157.4,13.3,1.326,23.1,9.104,17.56,3740,213,2.3,8.29,1.798,1.17,7,53.8,39.2,26.8,6,11,15,IET,MHL,High,28.24,0.39,39.41,76.02,2
229,YEAR_02,B070,89.2337,22.7394,2664445.9,553713,0.266,0.194,5.8,0.046,-1.339,0.162,1.13,7,4.56,28.1,0.916,7.13,37.8,110,111.5,6.2,1.093,6.4,1.894,5.57,2340,420.1,2.6,8.53,1.461,0.99,10.8,53,36.2,13.51,7,4,30,BR28,HL,Low,28.15,0.14,29.59,87.03,1
168,YEAR_02,B009,89.1434,22.7741,2655186.025,557612.1724,0.318,0.228,10.7,0.03,-1.527,0.252,1.23,4.9,7.09,28.1,1.101,7.06,32.3,110,109.1,6.6,0.952,26.5,7.87,15.65,1450,92.7,2,8.29,0.929,1.4,11.2,26.8,62,12.39,8,8,10,BR28,MHL,High,28.13,0.2,29.7,59.06,2
78,YEAR_01,A085,89.1624,22.765,2657135,556591.9,0.54,0.374,27.2,0.02,-1.702,0.175,1.32,7.5,4.87,27.8,1.28,7,44.1,146.1,103.3,9.8,0.945,7.3,1.29,3.2,2580,806.3,2.9,8.32,1.316,1.17,10.1,44.7,45.2,19.6,8,4,4,Minikate,HL,Low,27.83,0.13,17.67,43.84,1
165,YEAR_02,B006,89.1374,22.7825,2654576.4,558550,0.496,0.345,5.2,0.095,-1.021,0.166,1.07,6.4,4.62,27.8,1.089,7.1,34.3,70,126.4,5.1,1.069,26.3,5.126,13.14,2200,167.4,2.2,8.2,0.809,1.99,9.1,28.4,62.5,11.31,4,12,15,IET,MHL,High,27.83,0.16,19.49,49.96,2
47,YEAR_01,A048,89.2196,22.6956,2662964.8,548867.8,0.315,0.226,14.3,0.022,-1.657,0.2,1.133,5.7,5.47,27.4,2.04,7.07,55.8,329.8,118.3,14,1.04,16.8,4.135,10.45,2420,231.6,2.4,8.38,2.271,1.44,12.6,44.5,42.9,18.74,3,5,5,BR28,MHL,High,27.35,0.18,24.61,62.2,2
112,YEAR_01,A119,89.1723,22.7273,2658124.316,552412.7353,0.151,0.119,5.4,0.028,-1.553,0.137,1.24,9,3.74,27.3,1.25,7.04,37.7,143.3,112.6,6.1,0.968,17.7,4.379,8.54,2190,256.4,2.4,8.25,1.656,1.29,12.6,45,42.3,17.13,3,5,5,Ratna,MHL,High,27.3,0.11,24.74,48.25,2
28,YEAR_01,A029,89.2217,22.668,2663157.564,545810.0891,0.403,0.284,16.5,0.024,-1.612,0.163,1.182,7.3,4.37,26.8,1.28,7.15,46.4,123.5,94.7,12.4,0.865,27.7,7.088,14.739,2330,158.1,2.2,8.22,2.137,1.64,11.5,42.3,46.2,16.45,3,10,9,BR28,MHL,High,26.81,0.14,25.59,53.21,2
12,YEAR_01,A012,89.3043,22.7113,2671677.31,550556.8828,0.469,0.328,14.9,0.031,-1.502,0.213,1.6,7.5,5.69,26.7,0.88,6.85,34.6,20.9,113.1,6,0.982,11.3,2.645,5.728,2580,450.4,2.7,8.2,1.054,1.25,12,47.2,40.8,16.07,5,4,5,IET,HL,Low,26.71,0.13,23.41,50.69,1
252,YEAR_02,B094,89.2179,22.7083,2662795,550278,0.421,0.296,9,0.047,-1.33,0.306,1.3,4.2,8.15,26.6,3.21,7.02,74.5,474,176,13.1,1.513,28.7,7.368,15.99,3040,190.1,2.3,7.88,2.614,1.9,8.7,35.9,55.4,11.67,4,3,5,IET,MHL,High,26.63,0.24,25.67,55.71,2
250,YEAR_02,B092,89.2223,22.7002,2663240.071,549379.6623,0.32,0.23,10.8,0.03,-1.528,0.168,0.94,5.6,4.44,26.4,2.225,7.2,52.9,180,113,14.1,1.007,20.2,5.991,13.06,3300,252.7,2.4,8.41,2.441,1.82,17.4,42.2,40.4,27.44,3,6,10,BR28,MHL,High,26.43,0.18,29.66,64.65,2
213,YEAR_02,B054,89.2506,22.6751,2666140.071,546579.6623,0.531,0.368,7.5,0.071,-1.15,0.183,1.37,7.5,4.81,26.3,2.17,7.08,57.7,259.9,133.1,12.4,1.167,14.6,4.294,10.18,2070,203.3,2.3,8.39,2.028,1.74,9.5,43.8,46.7,30.04,7,2,30,IET,MHL,Low,26.28,0.13,29.41,69.73,2
42,YEAR_01,A043,89.2153,22.7228,2662540.071,551879.6623,0.235,0.174,7.1,0.033,-1.48,0.177,1.34,7.6,4.63,26.2,2.13,7.07,49.7,323.7,117.3,9.6,0.989,14.8,3.593,7.651,2390,312.4,2.5,8.1,2.697,1.69,12.1,41.5,46.4,17.48,3,2,5,Ratna,HL,Low,26.16,0.13,24.28,51.7,1
13,YEAR_01,A013,89.2951,22.7133,2670740.071,550779.6623,0.343,0.245,25.6,0.013,-1.873,0.427,1.241,2.9,10.98,25.7,0.9,7.01,32.8,19.9,121.2,4.7,1.026,21,5.273,11.058,2630,237.8,2.4,7.98,1.203,1.18,11.5,47.3,41.2,16.32,6,15,9,BR28,MHL,High,25.71,0.34,25.11,52.66,2
67,YEAR_01,A068,89.1886,22.7822,2659840.071,558479.6623,0.461,0.322,8.9,0.052,-1.286,0.193,0.966,5,4.89,25.3,1.14,6.97,41.7,212,97.2,9.2,0.82,13.9,3.86,6.26,2500,399.4,2.6,8.67,1.18,1.03,11.3,51.5,37.2,16.36,7,1,5,IET,HL,Low,25.34,0.2,27.77,45.04,1
61,YEAR_01,A062,89.1994,22.7768,2660940.071,557879.6623,0.647,0.444,18.7,0.035,-1.461,0.188,1.498,8,4.65,24.7,1.7,7.01,39.5,250.3,120,8.5,0.792,7.8,1.697,3.806,2780,730.4,2.9,8.12,1.192,1.14,11.1,48,40.9,16.52,6,5,8,IET,HL,Low,24.73,0.13,21.76,48.79,1
202,YEAR_02,B043,89.2476,22.7234,2665863.8,551925,0.353,0.251,5.4,0.065,-1.185,0.173,1.86,10.8,4.22,24.4,0.806,6.97,33.4,42.6,78.4,6.5,0.659,15.5,5.934,9.88,3290,333,2.5,8.13,1.225,1.27,15.8,34.2,50,14.02,5,6,30,Purbachi,MHL,High,24.39,0.09,38.28,63.74,2
51,YEAR_01,A052,89.1411,22.7645,2654941.9,556553.8,0.385,0.272,11.3,0.034,-1.468,0.218,0.871,4,5.29,24.3,1.42,6.97,51.5,115.8,137.6,7.7,1.159,18.1,4.487,6.42,2430,378.5,2.6,8.43,0.963,1.48,13,41.7,45.3,17.63,3,4,5,IET,MHL,High,24.27,0.25,24.79,35.47,2
235,YEAR_02,B077,89.2648,22.7366,2667640.071,553379.6623,0.297,0.215,10.1,0.029,-1.532,0.256,1.63,6.4,6.2,24.2,1.443,7.18,43,74,93.3,9.9,0.927,27.2,7.797,22.5,2430,108,2,8.62,1.204,1.11,4.9,70.1,25,38.35,5,4,10,IET,MHL,High,24.22,0.16,28.67,82.72,2
172,YEAR_02,B013,89.138,22.7629,2654622.6,556372.5,0.323,0.232,6,0.054,-1.269,0.178,1,5.6,4.31,24.2,1.005,7.05,27.4,52,110.9,5.3,1.122,23.5,4.404,10.54,2470,234.3,2.4,8.25,0.97,1.5,13,27.5,59.5,5.46,2,2,10,BR28,MHL,High,24.21,0.18,18.74,44.85,2
171,YEAR_02,B012,89.1412,22.7449,2654941,554382,0.224,0.167,6,0.037,-1.428,0.205,1.53,7.5,4.85,23.7,1.041,7.07,30.6,80.1,108.7,5.2,1.224,16.3,6.262,12.68,4800,378.5,2.6,7.65,1.318,2.19,10.9,35.5,53.6,8.06,2,6,10,BR28,MHL,High,23.66,0.13,38.42,77.79,2
49,YEAR_01,A050,89.195,22.6983,2660440.071,549179.6623,0.303,0.219,13.4,0.023,-1.646,0.233,1.916,8.2,5.42,23.3,1.39,6.87,47.6,140.9,107.1,9,0.917,11.3,2.645,5.728,2420,422.5,2.6,8.26,1.76,1.58,12.7,45.1,42.2,17.26,2,5,12,IET,MHL,Low,23.26,0.12,23.41,50.69,2
248,YEAR_02,B090,89.2055,22.6907,2661506.278,548336.9037,0.354,0.252,7.2,0.049,-1.308,0.348,1.23,3.5,8.09,23.2,1.885,7.06,44.9,324,112,9.1,0.99,17.4,6.238,13.72,3890,283.5,2.5,8.33,1.895,1.63,11.6,48.9,39.5,22.8,4,5,10,BR28,MHL,High,23.25,0.28,35.85,78.85,2
50,YEAR_01,A051,89.1994,22.6999,2660886.5,549354.6,0.336,0.24,10.1,0.033,-1.478,0.281,2.205,7.8,6.42,22.8,1.52,6.96,42.9,177.7,115.1,9,0.983,24.4,4.85,11.1,1980,178.4,2.3,8.43,1.864,1.48,13,41.7,45.3,17.63,3,12,10,BR28,MHL,High,22.85,0.13,19.88,45.49,2
63,YEAR_01,A064,89.2081,22.7814,2661840.071,558379.6623,0.199,0.15,1.9,0.105,-0.98,0.135,0.832,6.2,3,22.2,1.06,7.1,40.9,70,96,6.4,0.775,16,4.73,6.96,2490,357.8,2.6,8.42,1.061,1.52,12.5,44.4,43.1,17.37,3,4,5,Purbachi,HL,High,22.22,0.16,29.56,43.5,1
